Unnamed: 0,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date,Year,Metric,Source_File
295,Ishant Sharma,4.0,29,1,24.0,MI,St George's Park,27 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
296,Dimitri Mascarenhas,4.0,29,1,24.0,KKR,Newlands,23 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
297,Shadab Jakati,4.0,29,1,24.0,RCB,New Wanderers Stadium,23 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
298,Ashok Dinda,4.0,29,1,24.0,CSK,Supersport Park,18 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
299,Roelof van der Merwe,4.0,29,1,24.0,CSK,Kingsmead,14 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
300,Albie Morkel,4.0,56,2,12.0,RR,Chidambaram,03 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
301,Pankaj Singh,4.0,54,0,0.0,MI,M. Chinnaswamy Stadium,17 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
302,Shaun Tait,4.0,53,1,24.0,DC,Arun Jaitley Stadium,31 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
303,Muttiah Muralitharan,4.0,52,1,24.0,RR,Chidambaram,03 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
304,Shanthakumaran Sreesanth,4.0,51,0,0.0,DEC,Barabati Stadium,19 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
305,RP Singh,4.0,51,1,24.0,PBKS,HPCA Stadium,16 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
306,Rajagopal Sathish,3.0,51,1,18.0,RR,Brabourne Stadium,13 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
307,MF Maharoof,4.0,50,2,12.0,MI,Arun Jaitley Stadium,17 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
308,Shalabh Srivastava,4.0,49,1,24.0,RR,IS Bindra Stadium,24 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
309,Lakshmipathy Balaji,4.0,49,1,24.0,RCB,M. Chinnaswamy Stadium,23 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
310,Sumit Narwal,3.0,49,0,0.0,CSK,Narendra Modi Stadium,28 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
311,Brett Lee,4.0,48,0,0.0,RCB,IS Bindra Stadium,02 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
312,Kemar Roach,4.0,48,0,0.0,KKR,Eden Gardens,01 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
313,Albie Morkel,4.0,48,1,24.0,PBKS,HPCA Stadium,18 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
314,Lakshmipathy Balaji,4.0,47,1,24.0,MI,Brabourne Stadium,25 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
315,Muttiah Muralitharan,4.0,47,1,24.0,KKR,Chidambaram,13 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
316,Shane Watson,4.0,47,2,12.0,CSK,Chidambaram,03 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
317,Ishant Sharma,4.0,46,0,0.0,RCB,M. Chinnaswamy Stadium,10 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
318,Pradeep Sangwan,4.0,46,0,0.0,CSK,Arun Jaitley Stadium,19 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
319,Ali Murtaza,4.0,46,1,24.0,RR,Brabourne Stadium,13 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
320,Shaun Tait,4.0,46,1,24.0,MI,Brabourne Stadium,13 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
321,Albie Morkel,4.0,46,2,12.0,RR,Narendra Modi Stadium,28 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
322,Sudeep Tyagi,4.0,45,0,0.0,RR,Chidambaram,03 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
323,Zaheer Khan,4.0,45,0,0.0,CSK,Brabourne Stadium,25 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
324,Irfan Pathan,4.0,45,0,0.0,RR,IS Bindra Stadium,24 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
325,Praveen Kumar,4.0,45,0,0.0,DC,M. Chinnaswamy Stadium,25 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
326,Jacques Kallis,4.0,45,1,24.0,PBKS,IS Bindra Stadium,02 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
327,Kieron Pollard,4.0,45,1,24.0,CSK,DY Patil Stadium,25 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
328,Shaun Tait,4.0,44,0,0.0,CSK,Chidambaram,03 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
329,Yusuf Pathan,4.0,44,0,0.0,CSK,Chidambaram,03 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
330,Ajantha Mendis,4.0,44,0,0.0,RCB,M. Chinnaswamy Stadium,10 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
331,Amit Mishra,4.0,44,1,24.0,MI,Arun Jaitley Stadium,17 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
332,Sarabjit Ladda,4.0,44,2,12.0,MI,Arun Jaitley Stadium,17 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
333,Shadab Jakati,4.0,44,2,12.0,DEC,DY Patil Stadium,22 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
334,Harbhajan Singh,4.0,44,2,12.0,RCB,DY Patil Stadium,21 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
335,Ishant Sharma,4.0,44,2,12.0,MI,Brabourne Stadium,22 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
336,Irfan Pathan,3.4,44,0,0.0,CSK,HPCA Stadium,18 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
337,Ryan McLaren,4.0,43,0,0.0,RR,Brabourne Stadium,13 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
338,Joginder Sharma,4.0,43,1,24.0,DC,Arun Jaitley Stadium,19 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
339,Juan Theron,4.0,43,1,24.0,CSK,HPCA Stadium,18 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
340,Praveen Kumar,4.0,43,1,24.0,PBKS,M. Chinnaswamy Stadium,16 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
341,RP Singh,4.0,43,1,24.0,PBKS,Barabati Stadium,19 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
342,Munaf Patel,4.0,43,1,24.0,PBKS,IS Bindra Stadium,24 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
343,Dale Steyn,4.0,43,2,12.0,MI,DY Patil Stadium,21 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
344,Angelo Mathews,3.0,43,0,0.0,DC,Eden Gardens,07 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
345,Ravi Bopara,3.0,43,1,18.0,KKR,Eden Gardens,04 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
346,Dwayne Bravo,4.0,42,0,0.0,CSK,Brabourne Stadium,25 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
347,Andrew McDonald,4.0,42,1,24.0,MI,Brabourne Stadium,13 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
348,Dale Steyn,4.0,42,1,24.0,DC,M. Chinnaswamy Stadium,25 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
349,Rahul Sharma,4.0,42,2,12.0,DC,Barabati Stadium,21 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
350,Aditya Dole,4.0,42,2,12.0,DEC,Vidarbha Cricket Association Stadium,05 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
351,Irfan Pathan,4.0,42,2,12.0,KKR,IS Bindra Stadium,27 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
352,Andrew McDonald,4.0,42,2,12.0,RCB,M. Chinnaswamy Stadium,25 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
353,Praveen Kumar,3.0,42,0,0.0,CSK,Chidambaram,31 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
354,Shane Warne,3.0,42,0,0.0,PBKS,Sawai Mansingh Stadium,07 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
355,Shanthakumaran Sreesanth,3.0,42,0,0.0,RCB,M. Chinnaswamy Stadium,16 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
356,Albie Morkel,4.0,41,0,0.0,DEC,Chidambaram,14 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
357,Amit Mishra,4.0,41,0,0.0,KKR,Eden Gardens,07 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
358,Lasith Malinga,4.0,41,0,0.0,CSK,Brabourne Stadium,25 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
359,Murali Kartik,4.0,41,1,24.0,PBKS,Eden Gardens,04 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
360,Pradeep Sangwan,4.0,41,1,24.0,MI,Arun Jaitley Stadium,17 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
361,Amit Uniyal,4.0,41,2,12.0,MI,Brabourne Stadium,13 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
362,Harmeet Singh Bansal,4.0,41,2,12.0,DC,Arun Jaitley Stadium,18 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
363,Jacques Kallis,4.0,41,2,12.0,MI,M. Chinnaswamy Stadium,17 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
364,Sumit Narwal,2.0,41,0,0.0,CSK,Chidambaram,03 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
365,Andrew Symonds,4.0,40,0,0.0,MI,DY Patil Stadium,28 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
366,Albie Morkel,4.0,40,0,0.0,RCB,Chidambaram,31 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
367,Anil Kumble,4.0,40,0,0.0,PBKS,M. Chinnaswamy Stadium,16 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
368,Jacques Kallis,4.0,40,0,0.0,DEC,Vidarbha Cricket Association Stadium,12 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
369,Ravichandran Ashwin,4.0,40,0,0.0,RCB,M. Chinnaswamy Stadium,23 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
370,Daniel Vettori,4.0,40,1,24.0,RCB,Arun Jaitley Stadium,04 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
371,Dhawal Kulkarni,4.0,40,1,24.0,RR,Sawai Mansingh Stadium,11 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
372,Ravichandran Ashwin,4.0,40,1,24.0,DC,Arun Jaitley Stadium,19 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
373,Ryan Harris,4.0,40,1,24.0,MI,Brabourne Stadium,03 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
374,Vinay Kumar,4.0,40,4,6.0,CSK,M. Chinnaswamy Stadium,23 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
375,Shanthakumaran Sreesanth,3.0,40,0,0.0,RR,Sawai Mansingh Stadium,07 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
376,Shane Watson,3.0,40,0,0.0,DEC,Vidarbha Cricket Association Stadium,05 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
377,Pragyan Ojha,3.0,40,1,18.0,RR,Narendra Modi Stadium,26 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
378,Doug Bollinger,4.0,39,0,0.0,PBKS,HPCA Stadium,18 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
379,Brett Lee,4.0,39,0,0.0,KKR,IS Bindra Stadium,27 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
380,Doug Bollinger,4.0,39,1,24.0,MI,Chidambaram,06 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
381,Jacques Kallis,4.0,39,1,24.0,PBKS,M. Chinnaswamy Stadium,16 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
382,Shane Warne,4.0,39,1,24.0,PBKS,IS Bindra Stadium,24 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
383,Shalabh Srivastava,4.0,39,1,24.0,DEC,Barabati Stadium,19 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
384,Dirk Nannes,4.0,39,1,24.0,DEC,Barabati Stadium,21 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
385,Vinay Kumar,3.2,39,1,20.0,DEC,M. Chinnaswamy Stadium,08 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
386,Manpreet Gony,3.0,39,0,0.0,RCB,Chidambaram,31 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
387,Abhimanyu Mithun,3.0,39,1,18.0,DC,Arun Jaitley Stadium,04 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
388,Sudeep Tyagi,1.5,39,0,0.0,DEC,Chidambaram,14 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
389,Dale Steyn,4.0,38,0,0.0,DEC,M. Chinnaswamy Stadium,08 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
390,Brett Lee,4.0,38,0,0.0,MI,IS Bindra Stadium,09 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
391,Ryan McLaren,4.0,38,0,0.0,KKR,Brabourne Stadium,22 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
392,RP Singh,4.0,38,0,0.0,RCB,M. Chinnaswamy Stadium,08 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
393,Dale Steyn,4.0,38,0,0.0,KKR,Eden Gardens,14 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
394,Anil Kumble,4.0,38,1,24.0,MI,M. Chinnaswamy Stadium,17 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
395,Ishant Sharma,4.0,38,1,24.0,CSK,Eden Gardens,16 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
396,Anil Kumble,4.0,38,1,24.0,DEC,M. Chinnaswamy Stadium,08 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
397,Umesh Yadav,4.0,38,1,24.0,CSK,Arun Jaitley Stadium,19 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
398,Chris Gayle,4.0,38,1,24.0,DC,Arun Jaitley Stadium,29 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
399,Pragyan Ojha,4.0,38,2,12.0,KKR,Eden Gardens,01 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
400,Praveen Kumar,4.0,37,0,0.0,PBKS,IS Bindra Stadium,02 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
401,Mitchell Marsh,4.0,37,1,24.0,RCB,M. Chinnaswamy Stadium,08 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
402,Praveen Kumar,4.0,37,1,24.0,DEC,M. Chinnaswamy Stadium,08 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
403,Praveen Kumar,4.0,37,1,24.0,MI,Brabourne Stadium,20 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
404,Sarabjit Ladda,4.0,37,1,24.0,RR,Arun Jaitley Stadium,31 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
405,Laxmi Ratan Shukla,4.0,37,1,24.0,CSK,Eden Gardens,16 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
406,MF Maharoof,4.0,37,2,12.0,PBKS,IS Bindra Stadium,13 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
407,Ryan Harris,4.0,37,2,12.0,RCB,M. Chinnaswamy Stadium,08 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
408,Andrew McDonald,4.0,37,2,12.0,KKR,Arun Jaitley Stadium,29 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
409,Shane Watson,4.0,37,3,8.0,MI,Sawai Mansingh Stadium,11 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
410,Shadab Jakati,3.0,37,0,0.0,RR,Chidambaram,03 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
411,Praveen Kumar,3.0,37,0,0.0,KKR,M. Chinnaswamy Stadium,10 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
412,Bipul Sharma,3.0,37,1,18.0,RCB,M. Chinnaswamy Stadium,16 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
413,Pragyan Ojha,3.0,37,1,18.0,RR,Vidarbha Cricket Association Stadium,05 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
414,Umesh Yadav,4.0,36,0,0.0,DEC,Barabati Stadium,21 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
415,Lasith Malinga,4.0,36,0,0.0,CSK,Chidambaram,06 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
416,Dwayne Bravo,4.0,36,0,0.0,KKR,Brabourne Stadium,22 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
417,Shalabh Srivastava,4.0,36,0,0.0,DEC,HPCA Stadium,16 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
418,Jacques Kallis,4.0,36,0,0.0,DC,M. Chinnaswamy Stadium,25 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
419,Lakshmipathy Balaji,4.0,36,0,0.0,DEC,Chidambaram,14 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
420,Juan Theron,4.0,36,1,24.0,KKR,Eden Gardens,04 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
421,Ajit Agarkar,4.0,36,1,24.0,DC,Eden Gardens,07 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
422,Dale Steyn,4.0,36,1,24.0,PBKS,M. Chinnaswamy Stadium,16 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
423,Irfan Pathan,4.0,36,1,24.0,KKR,Eden Gardens,04 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
424,Pragyan Ojha,4.0,36,1,24.0,DC,Barabati Stadium,21 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
425,Vinay Kumar,4.0,36,1,24.0,RR,Sawai Mansingh Stadium,14 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
426,Lasith Malinga,4.0,36,2,12.0,PBKS,IS Bindra Stadium,09 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
427,Aditya Dole,4.0,36,2,12.0,PBKS,Sawai Mansingh Stadium,07 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
428,Sumit Narwal,4.0,36,3,8.0,DC,Arun Jaitley Stadium,31 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
429,Zaheer Khan,3.2,36,0,0.0,PBKS,IS Bindra Stadium,09 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
430,Irfan Pathan,3.1,36,1,19.0,RCB,IS Bindra Stadium,02 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
431,Yusuf Abdulla,2.5,36,0,0.0,RCB,M. Chinnaswamy Stadium,16 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
432,Dirk Nannes,4.0,35,0,0.0,MI,Arun Jaitley Stadium,17 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
433,Vinay Kumar,4.0,35,0,0.0,DC,Arun Jaitley Stadium,04 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
434,Siddharth Trivedi,4.0,35,0,0.0,DC,Arun Jaitley Stadium,31 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
435,RP Singh,4.0,35,1,24.0,KKR,DY Patil Stadium,12 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
436,Piyush Chawla,4.0,35,1,24.0,KKR,IS Bindra Stadium,27 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
437,Harbhajan Singh,4.0,35,1,24.0,RCB,Brabourne Stadium,20 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
438,Moises Henriques,4.0,35,1,24.0,DEC,Barabati Stadium,21 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
439,Jacques Kallis,4.0,35,1,24.0,MI,Brabourne Stadium,20 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
440,Jaskaran Singh,4.0,35,1,24.0,KKR,DY Patil Stadium,12 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
441,Siddharth Trivedi,4.0,35,1,24.0,MI,Sawai Mansingh Stadium,11 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
442,Pradeep Sangwan,4.0,35,2,12.0,MI,Brabourne Stadium,13 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
443,Sumit Narwal,4.0,35,2,12.0,DEC,Narendra Modi Stadium,26 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
444,Dwayne Bravo,3.1,35,0,0.0,RCB,Brabourne Stadium,20 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
445,Siddharth Trivedi,3.0,35,0,0.0,DEC,Narendra Modi Stadium,26 March 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
446,Shalabh Srivastava,3.0,35,0,0.0,KKR,Eden Gardens,04 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
447,Ajit Agarkar,3.0,35,0,0.0,PBKS,Eden Gardens,04 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
448,Irfan Pathan,3.0,35,1,18.0,DEC,HPCA Stadium,16 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
449,Chris Gayle,3.0,35,1,18.0,CSK,Chidambaram,13 April 2010,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
450,Siddharth Trivedi,4.0,59,0,0.0,PBKS,IS Bindra Stadium,21 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
451,Zaheer Khan,4.0,53,0,0.0,KKR,Eden Gardens,22 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
452,Alfonso Thomas,4.0,53,1,24.0,MI,DY Patil Stadium,04 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
