Unnamed: 0,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date,Year,Metric,Source_File
453,Amit Mishra,4.0,53,1,24.0,DC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
454,Lakshmipathy Balaji,3.0,51,1,18.0,MI,Eden Gardens,22 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
455,Johan van der Wath,4.0,50,0,0.0,PBKS,HPCA Stadium,17 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
456,Shane Warne,4.0,50,1,24.0,PBKS,IS Bindra Stadium,21 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
457,Morne Morkel,4.0,49,1,24.0,MI,Wankhede Stadium,07 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
458,Ajit Agarkar,4.0,49,1,24.0,CSK,Chidambaram,12 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
459,Johan van der Wath,4.0,49,2,12.0,CSK,Chidambaram,16 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
460,Vinay Kumar,4.0,48,0,0.0,MI,Wankhede Stadium,15 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
461,Piyush Chawla,4.0,48,0,0.0,DEC,HPCA Stadium,21 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
462,Ryan Harris,4.0,48,0,0.0,DC,Arun Jaitley Stadium,23 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
463,Dan Christian,4.0,48,0,0.0,MI,Rajiv Gandhi Intl. Cricket Stadium,24 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
464,Charl Langeveldt,4.0,48,2,12.0,PBKS,HPCA Stadium,17 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
465,Shane Watson,4.0,47,0,0.0,CSK,Sawai Mansingh Stadium,09 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
466,Ajit Agarkar,4.0,47,2,12.0,PBKS,Arun Jaitley Stadium,23 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
467,Kamran Khan,3.0,47,0,0.0,RCB,M. Chinnaswamy Stadium,29 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
468,Shalabh Srivastava,4.0,46,0,0.0,DC,Arun Jaitley Stadium,23 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
469,James Hopes,4.0,45,1,24.0,MI,Wankhede Stadium,07 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
470,Praveen Kumar,4.0,45,1,24.0,DC,Arun Jaitley Stadium,23 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
471,RP Singh,4.0,44,1,24.0,KKR,Jawaharlal Nehru Stadium,05 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
472,Pragyan Ojha,3.5,44,0,0.0,RR,Rajiv Gandhi Intl. Cricket Stadium,09 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
473,P Parameswaran,2.1,44,0,0.0,RCB,M. Chinnaswamy Stadium,08 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
474,James Hopes,4.0,43,1,24.0,PBKS,Arun Jaitley Stadium,23 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
475,Lakshmipathy Balaji,4.0,43,1,24.0,RCB,Eden Gardens,22 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
476,Kieron Pollard,3.0,43,0,0.0,KTK,Wankhede Stadium,15 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
477,Brett Lee,4.0,42,0,0.0,KTK,Jawaharlal Nehru Stadium,05 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
478,Johan Botha,4.0,42,0,0.0,RCB,Sawai Mansingh Stadium,11 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
479,Lasith Malinga,4.0,42,0,0.0,RR,Wankhede Stadium,20 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
480,Morne Morkel,4.0,42,1,24.0,KKR,Arun Jaitley Stadium,28 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
481,Ryan Harris,4.0,42,1,24.0,KTK,Holkar Cricket Stadium,13 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
482,Ashok Dinda,4.0,42,2,12.0,PWI,DY Patil Stadium,17 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
483,Lasith Malinga,4.0,42,2,12.0,KTK,Wankhede Stadium,15 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
484,Muttiah Muralitharan,3.5,42,1,23.0,PWI,DY Patil Stadium,13 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
485,Daniel Vettori,3.4,42,0,0.0,CSK,Wankhede Stadium,24 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
486,Ishant Sharma,4.0,41,0,0.0,CSK,Chidambaram,01 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
487,Murali Kartik,4.0,41,0,0.0,RR,Sawai Mansingh Stadium,01 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
488,Roelof van der Merwe,4.0,41,1,24.0,RR,Sawai Mansingh Stadium,12 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
489,Amit Mishra,4.0,41,1,24.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,14 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
490,Vinay Kumar,4.0,41,1,24.0,DC,Jawaharlal Nehru Stadium,30 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
491,Harbhajan Singh,4.0,40,0,0.0,RCB,Chidambaram,27 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
492,Albie Morkel,4.0,40,0,0.0,RCB,Wankhede Stadium,24 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
493,Ryan McLaren,4.0,40,1,24.0,RCB,M. Chinnaswamy Stadium,06 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
494,Irfan Pathan,4.0,40,1,24.0,CSK,Chidambaram,12 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
495,Amit Singh,4.0,40,1,24.0,CSK,Sawai Mansingh Stadium,09 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
496,Munaf Patel,4.0,40,1,24.0,CSK,Wankhede Stadium,22 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
497,Shaun Tait,4.0,40,2,12.0,DC,Sawai Mansingh Stadium,12 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
498,Aavishkar Salvi,4.0,40,2,12.0,PBKS,HPCA Stadium,15 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
499,Dale Steyn,4.0,39,0,0.0,MI,Rajiv Gandhi Intl. Cricket Stadium,24 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
500,Dan Christian,4.0,39,1,24.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,03 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
501,Suresh Raina,4.0,39,1,24.0,RCB,Chidambaram,28 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
502,Ishant Sharma,4.0,39,1,24.0,MI,Rajiv Gandhi Intl. Cricket Stadium,24 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
503,Shalabh Srivastava,4.0,39,2,12.0,DC,HPCA Stadium,15 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
504,Shahbaz Nadeem,4.0,39,2,12.0,PWI,DY Patil Stadium,17 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
505,Love Ablish,3.0,39,0,0.0,RCB,M. Chinnaswamy Stadium,06 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
506,Syed Mohammad,3.0,39,1,18.0,CSK,Chidambaram,28 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
507,Sreenath Aravind,3.0,39,2,9.0,CSK,Chidambaram,28 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
508,Irfan Pathan,4.0,38,0,0.0,KTK,Arun Jaitley Stadium,02 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
509,Thisara Perera,4.0,38,0,0.0,MI,Wankhede Stadium,15 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
510,Suresh Raina,4.0,38,0,0.0,RCB,M. Chinnaswamy Stadium,22 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
511,Doug Bollinger,4.0,38,1,24.0,DC,Chidambaram,12 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
512,Doug Bollinger,4.0,38,1,24.0,KTK,Chidambaram,18 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
513,Wayne Parnell,4.0,38,1,24.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
514,Dan Christian,4.0,38,2,12.0,DC,Arun Jaitley Stadium,19 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
515,Lakshmipathy Balaji,4.0,38,2,12.0,DC,Arun Jaitley Stadium,28 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
516,Ryan Harris,4.0,38,3,8.0,RCB,M. Chinnaswamy Stadium,06 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
517,Albie Morkel,4.0,38,3,8.0,DEC,Chidambaram,01 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
518,Shanthakumaran Sreesanth,3.5,38,0,0.0,PBKS,Holkar Cricket Stadium,13 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
519,Shrikant Wagh,3.0,38,0,0.0,DC,DY Patil Stadium,17 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
520,Tim Southee,3.0,38,0,0.0,KTK,Jawaharlal Nehru Stadium,18 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
521,Albie Morkel,3.0,38,1,18.0,PBKS,IS Bindra Stadium,13 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
522,Munaf Patel,4.0,37,0,0.0,DEC,Wankhede Stadium,14 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
523,Umesh Yadav,4.0,37,0,0.0,RCB,Arun Jaitley Stadium,26 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
524,Ravichandran Ashwin,4.0,37,0,0.0,PBKS,IS Bindra Stadium,13 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
525,Morne Morkel,4.0,37,0,0.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
526,Brett Lee,4.0,37,0,0.0,MI,Eden Gardens,22 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
527,Ali Murtaza,4.0,37,0,0.0,KTK,Wankhede Stadium,15 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
528,Ishant Sharma,4.0,37,0,0.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,03 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
529,Praveen Kumar,4.0,37,0,0.0,RCB,M. Chinnaswamy Stadium,06 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
530,Shadab Jakati,4.0,37,1,24.0,RCB,Wankhede Stadium,24 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
531,Brett Lee,4.0,37,1,24.0,MI,Wankhede Stadium,25 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
532,Praveen Kumar,4.0,37,2,12.0,CSK,IS Bindra Stadium,13 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
533,Piyush Chawla,4.0,37,2,12.0,MI,Wankhede Stadium,02 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
534,Piyush Chawla,4.0,37,2,12.0,RCB,M. Chinnaswamy Stadium,06 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
535,Abhimanyu Mithun,4.0,37,2,12.0,DC,Arun Jaitley Stadium,26 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
536,Siddharth Trivedi,3.4,37,1,22.0,CSK,Chidambaram,04 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
537,Sreenath Aravind,3.0,37,2,9.0,KKR,Eden Gardens,22 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
538,Bhargav Bhatt,4.0,36,0,0.0,KTK,Holkar Cricket Stadium,13 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
539,Zaheer Khan,4.0,36,0,0.0,MI,M. Chinnaswamy Stadium,12 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
540,Sreenath Aravind,4.0,36,0,0.0,PBKS,HPCA Stadium,17 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
541,Johan Botha,4.0,36,0,0.0,DC,Sawai Mansingh Stadium,12 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
542,Umesh Yadav,4.0,36,0,0.0,PWI,DY Patil Stadium,17 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
543,Kieron Pollard,4.0,36,1,24.0,PWI,DY Patil Stadium,04 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
544,Dwayne Bravo,4.0,36,1,24.0,KTK,Chidambaram,18 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
545,Piyush Chawla,4.0,36,1,24.0,DC,Arun Jaitley Stadium,23 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
546,James Hopes,4.0,36,1,24.0,DEC,Arun Jaitley Stadium,19 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
547,Ravichandran Ashwin,4.0,36,1,24.0,RR,Chidambaram,04 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
548,Dwayne Bravo,4.0,36,1,24.0,RR,Sawai Mansingh Stadium,09 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
549,Siddharth Trivedi,4.0,36,1,24.0,DC,Sawai Mansingh Stadium,12 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
550,Varun Aaron,4.0,36,1,24.0,PBKS,Arun Jaitley Stadium,23 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
551,Jaydev Unadkat,4.0,36,2,12.0,DEC,Eden Gardens,11 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
552,Ashok Dinda,3.3,36,1,21.0,RCB,Arun Jaitley Stadium,26 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
553,Shaun Tait,3.0,36,0,0.0,KTK,Holkar Cricket Stadium,15 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
554,Shadab Jakati,3.0,36,1,18.0,RCB,Chidambaram,16 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
555,Albie Morkel,3.0,36,1,18.0,DC,Chidambaram,12 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
556,Zaheer Khan,4.0,35,0,0.0,PBKS,M. Chinnaswamy Stadium,06 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
557,Chris Gayle,4.0,35,0,0.0,PBKS,HPCA Stadium,17 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
558,Ryan Harris,4.0,35,1,24.0,DEC,HPCA Stadium,21 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
559,Abhimanyu Mithun,4.0,35,1,24.0,CSK,M. Chinnaswamy Stadium,22 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
560,Bhargav Bhatt,4.0,35,1,24.0,PWI,IS Bindra Stadium,08 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
561,Munaf Patel,4.0,35,1,24.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,24 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
562,Sreenath Aravind,4.0,35,1,24.0,PWI,M. Chinnaswamy Stadium,29 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
563,Pragyan Ojha,4.0,35,2,12.0,PWI,DY Patil Stadium,16 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
564,James Franklin,4.0,35,2,12.0,KKR,Eden Gardens,22 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
565,Wayne Parnell,4.0,35,3,8.0,KTK,DY Patil Stadium,13 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
566,Amit Singh,4.0,35,3,8.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,09 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
567,Bhargav Bhatt,3.0,35,0,0.0,CSK,IS Bindra Stadium,13 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
568,Manpreet Gony,2.0,35,0,0.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,16 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
569,Shane Warne,4.0,34,0,0.0,CSK,Sawai Mansingh Stadium,09 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
570,Doug Bollinger,4.0,34,0,0.0,RCB,M. Chinnaswamy Stadium,22 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
571,Siddharth Trivedi,4.0,34,0,0.0,KKR,Sawai Mansingh Stadium,15 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
572,Suraj Randiv,4.0,34,0,0.0,DEC,Chidambaram,01 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
573,Daniel Vettori,4.0,34,0,0.0,CSK,Chidambaram,28 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
574,Ajit Agarkar,4.0,34,1,24.0,KKR,Arun Jaitley Stadium,28 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
575,Ryan Harris,4.0,34,1,24.0,RR,IS Bindra Stadium,21 April 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
576,RP Singh,4.0,34,1,24.0,CSK,Chidambaram,18 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
577,Shalabh Srivastava,4.0,34,1,24.0,KTK,Holkar Cricket Stadium,13 May 2011,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
