POS,Player,Runs,BF,4s,6s,Against,Venue,Match Date,SR,Unnamed: 0,Year,Metric,Source_File
41.0,Robin Uthappa,80,34,9,3,MI,Barabati Stadium,14 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
42.0,Ambati Rayudu,68,34,7,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,12 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
43.0,Virat Kohli,67,34,4,4,SRH,Rajiv Gandhi Intl. Cricket Stadium,20 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
44.0,Kevin Pietersen,58,34,9,0,PBKS,IS Bindra Stadium,25 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
45.0,Karun Nair,56,34,8,0,RCB,M. Chinnaswamy Stadium,11 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
46.0,Virender Sehwag,72,35,11,1,KKR,Barabati Stadium,11 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
47.0,Dinesh Karthik,69,35,7,3,PBKS,Arun Jaitley Stadium,19 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
48.0,Suresh Raina,62,35,6,1,RCB,JSCA Stadium,18 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
49.0,JP Duminy,52,35,3,3,KKR,Dubai International Stadium,19 April 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
50.0,Shane Watson,51,35,3,4,CSK,JSCA Stadium,13 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
51.0,Dinesh Karthik,51,35,4,3,CSK,Arun Jaitley Stadium,05 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
52.0,Sanju Samson,74,36,7,3,MI,Wankhede Stadium,25 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
53.0,Brendon McCullum,71,36,8,2,MI,Dubai International Stadium,25 April 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
54.0,Lendl Simmons,67,36,5,4,CSK,Brabourne Stadium,28 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
55.0,Dinesh Karthik,56,36,5,2,KKR,Dubai International Stadium,19 April 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
56.0,Suresh Raina,56,36,5,1,DC,Zayed Cricket Stadium,21 April 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
57.0,Aaron Finch,88,37,8,4,DC,Dubai International Stadium,25 April 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
58.0,Kieron Pollard,78,37,3,6,SRH,Dubai International Stadium,30 April 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
59.0,Jacques Kallis,72,37,5,3,MI,Zayed Cricket Stadium,16 April 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
60.0,Dwayne Smith,66,37,4,5,SRH,Sharjah Cricket Stadium,27 April 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
61.0,Dwayne Smith,66,37,6,3,PBKS,Zayed Cricket Stadium,18 April 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
62.0,Dwayne Smith,79,38,4,8,DC,Arun Jaitley Stadium,05 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
63.0,Gautam Gambhir,63,38,7,0,PBKS,Barabati Stadium,11 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
64.0,Ambati Rayudu,59,38,2,4,CSK,Wankhede Stadium,10 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
65.0,Robin Uthappa,55,38,6,1,DC,Dubai International Stadium,19 April 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
66.0,Gautam Gambhir,69,39,5,2,DC,Arun Jaitley Stadium,07 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
67.0,Lendl Simmons,68,39,5,4,SRH,Rajiv Gandhi Intl. Cricket Stadium,12 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
68.0,Robin Uthappa,65,39,5,3,RR,Narendra Modi Stadium,05 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
69.0,Manoj Tiwary,61,39,5,2,RR,Narendra Modi Stadium,15 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
70.0,MS Dhoni,57,39,2,4,SRH,JSCA Stadium,22 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
71.0,Murali Vijay,52,39,7,1,SRH,Dubai International Stadium,25 April 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
72.0,Shikhar Dhawan,50,39,7,1,RCB,Rajiv Gandhi Intl. Cricket Stadium,20 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
73.0,Virat Kohli,73,40,2,5,CSK,M. Chinnaswamy Stadium,24 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
74.0,Shikhar Dhawan,64,40,4,2,CSK,JSCA Stadium,22 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
75.0,David Warner,58,40,3,3,DC,Dubai International Stadium,25 April 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
76.0,Rohit Sharma,50,40,3,2,CSK,Dubai International Stadium,25 April 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
77.0,Karun Nair,73,41,8,2,DC,Arun Jaitley Stadium,03 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
78.0,Aaron Finch,68,41,7,2,MI,Rajiv Gandhi Intl. Cricket Stadium,12 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
79.0,David Warner,65,41,1,4,MI,Dubai International Stadium,30 April 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
80.0,David Warner,59,41,3,4,RCB,Rajiv Gandhi Intl. Cricket Stadium,20 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
81.0,Manan Vohra,67,42,6,2,KKR,M. Chinnaswamy Stadium,01 June 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
82.0,Manish Pandey,64,42,6,2,MI,Zayed Cricket Stadium,16 April 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
83.0,Parthiv Patel,57,42,7,0,MI,Dubai International Stadium,19 April 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
84.0,Suresh Raina,65,43,3,5,KKR,Eden Gardens,20 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
85.0,Lendl Simmons,62,43,6,2,RR,Narendra Modi Stadium,19 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
86.0,David Warner,61,43,4,3,RCB,M. Chinnaswamy Stadium,04 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
87.0,Wriddhiman Saha,59,43,4,3,MI,Wankhede Stadium,03 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
88.0,Faf du Plessis,54,43,3,3,RCB,M. Chinnaswamy Stadium,24 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
89.0,Rohit Sharma,51,43,4,2,KKR,Barabati Stadium,14 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
90.0,Ajinkya Rahane,72,44,6,1,KKR,Zayed Cricket Stadium,29 April 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
91.0,JP Duminy,67,44,4,3,RCB,Sharjah Cricket Stadium,17 April 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
92.0,Ajinkya Rahane,64,45,8,1,DC,Narendra Modi Stadium,15 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
93.0,Ajinkya Rahane,59,46,6,0,SRH,Zayed Cricket Stadium,18 April 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
94.0,Dwayne Smith,57,49,5,3,MI,Wankhede Stadium,10 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
1.0,Harbhajan Singh,64,19,5,6,PBKS,Wankhede Stadium,12 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
2.0,Andre Russell,51,19,5,4,PBKS,Eden Gardens,09 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
3.0,David Warner,61,20,11,1,CSK,Rajiv Gandhi Intl. Cricket Stadium,02 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
4.0,Moises Henriques,57,20,5,4,RCB,Rajiv Gandhi Intl. Cricket Stadium,15 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
5.0,Kieron Pollard,64,21,4,5,CSK,Wankhede Stadium,17 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
6.0,Chris Gayle,117,22,7,12,PBKS,M. Chinnaswamy Stadium,06 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
7.0,Dwayne Smith,62,22,8,4,MI,Wankhede Stadium,17 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
8.0,Deepak Hooda,54,22,3,4,DC,Arun Jaitley Stadium,12 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
9.0,Eoin Morgan,63,23,4,5,RR,Brabourne Stadium,07 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
10.0,Kedar Jadhav,63,24,8,2,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,09 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
11.0,David Warner,57,24,6,4,RCB,M. Chinnaswamy Stadium,13 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
12.0,Hardik Pandya,61,25,8,2,KKR,Wankhede Stadium,14 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
13.0,Andre Russell,55,25,4,4,CSK,Eden Gardens,30 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
14.0,Rohit Sharma,50,25,6,2,CSK,Eden Gardens,24 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
15.0,George Bailey,61,27,4,3,MI,Wankhede Stadium,12 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
16.0,Ambati Rayudu,53,27,4,3,RR,Wankhede Stadium,01 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
17.0,Kieron Pollard,70,28,7,5,RR,Narendra Modi Stadium,14 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
18.0,Andre Russell,66,28,9,2,PBKS,Maharashtra Cricket Association's International Stadium,18 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
19.0,MS Dhoni,53,28,4,4,SRH,Chidambaram,11 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
20.0,AB de Villiers,133,29,19,4,MI,Wankhede Stadium,10 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
21.0,Dwayne Bravo,62,29,8,1,RR,Narendra Modi Stadium,19 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
22.0,Suresh Raina,62,29,4,6,RCB,M. Chinnaswamy Stadium,22 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
23.0,Chris Gayle,62,29,6,4,DC,Arun Jaitley Stadium,26 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
24.0,David Miller,54,29,1,5,RR,Narendra Modi Stadium,21 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
25.0,Quinton de Kock,50,29,9,1,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,09 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
26.0,Quinton de Kock,69,30,9,3,RCB,M. Chinnaswamy Stadium,17 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
27.0,David Warner,52,30,5,1,RCB,Rajiv Gandhi Intl. Cricket Stadium,15 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
28.0,Rohit Sharma,50,30,5,1,CSK,Wankhede Stadium,17 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
29.0,Shane Watson,104,31,9,5,KKR,Brabourne Stadium,16 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
30.0,David Miller,89,31,2,9,SRH,Rajiv Gandhi Intl. Cricket Stadium,11 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
31.0,Steve Smith,68,32,9,2,SRH,Brabourne Stadium,07 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
32.0,Brendon McCullum,66,32,8,3,PBKS,Chidambaram,25 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
33.0,Shaun Marsh,65,32,5,3,RR,Narendra Modi Stadium,21 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
34.0,Shreyas Iyer,60,32,3,5,SRH,ACA-VDCA Stadium,18 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
35.0,Parthiv Patel,59,32,5,3,PBKS,IS Bindra Stadium,03 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
36.0,Mandeep Singh,54,32,7,2,RR,Maharashtra Cricket Association's International Stadium,20 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
37.0,Karun Nair,61,33,6,2,DC,Brabourne Stadium,03 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
38.0,Unmukt Chand,58,33,8,2,RCB,M. Chinnaswamy Stadium,19 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
39.0,Shikhar Dhawan,54,33,6,2,RR,Brabourne Stadium,07 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
40.0,Yuvraj Singh,54,33,5,3,PBKS,Maharashtra Cricket Association's International Stadium,15 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
41.0,AB de Villiers,66,34,4,4,RR,Maharashtra Cricket Association's International Stadium,20 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
42.0,JP Duminy,56,34,3,3,RR,Brabourne Stadium,03 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
43.0,Ajinkya Rahane,76,35,6,2,CSK,Narendra Modi Stadium,19 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
44.0,Sanju Samson,76,35,7,3,MI,Wankhede Stadium,01 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
45.0,Shane Watson,73,35,6,4,CSK,Narendra Modi Stadium,19 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
46.0,Lendl Simmons,68,35,8,3,CSK,Eden Gardens,24 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
47.0,JP Duminy,67,35,4,3,RCB,M. Chinnaswamy Stadium,17 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
48.0,David Warner,58,35,10,1,PBKS,IS Bindra Stadium,27 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
49.0,Yusuf Pathan,52,35,5,2,MI,Wankhede Stadium,14 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
50.0,David Warner,91,36,9,4,KKR,ACA-VDCA Stadium,22 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
51.0,Ajinkya Rahane,91,36,9,3,DC,Brabourne Stadium,03 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
52.0,David Warner,81,36,6,5,PBKS,Rajiv Gandhi Intl. Cricket Stadium,11 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
53.0,JP Duminy,78,36,3,6,MI,Arun Jaitley Stadium,23 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
54.0,Shreyas Iyer,70,36,10,1,CSK,Shaheed Veer Narayan Singh International Cricket Stadium,12 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
55.0,Lendl Simmons,59,36,9,2,RCB,M. Chinnaswamy Stadium,19 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
56.0,Faf du Plessis,55,36,5,1,PBKS,IS Bindra Stadium,16 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
57.0,Parthiv Patel,51,36,9,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
58.0,Chris Gayle,96,37,7,7,KKR,Eden Gardens,11 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
59.0,Shreyas Iyer,83,37,7,5,MI,Arun Jaitley Stadium,23 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
60.0,Mayank Agarwal,68,37,7,2,PBKS,Maharashtra Cricket Association's International Stadium,15 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
61.0,Corey Anderson,50,37,5,3,RR,Narendra Modi Stadium,14 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
62.0,Brendon McCullum,100,38,7,9,SRH,Chidambaram,11 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
63.0,Lendl Simmons,71,38,9,1,PBKS,IS Bindra Stadium,03 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
64.0,Lendl Simmons,65,38,3,5,CSK,Wankhede Stadium,19 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
65.0,Gautam Gambhir,60,38,8,0,DC,Arun Jaitley Stadium,20 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
66.0,Shreyas Iyer,54,38,4,3,PBKS,Arun Jaitley Stadium,01 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
67.0,Virat Kohli,82,39,6,4,MI,Wankhede Stadium,10 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
68.0,Moises Henriques,74,39,1,5,DC,Shaheed Veer Narayan Singh International Cricket Stadium,09 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
69.0,Virat Kohli,62,39,1,3,RR,Narendra Modi Stadium,24 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
70.0,Gautam Gambhir,57,39,7,1,MI,Eden Gardens,08 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
71.0,JP Duminy,54,39,5,2,SRH,ACA-VDCA Stadium,18 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
72.0,Mayank Agarwal,52,39,6,1,PBKS,Arun Jaitley Stadium,01 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
73.0,Robin Uthappa,80,40,7,1,CSK,Eden Gardens,30 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
74.0,Steve Smith,79,40,8,1,MI,Narendra Modi Stadium,14 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
75.0,Ajinkya Rahane,74,40,6,2,PBKS,Narendra Modi Stadium,21 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
76.0,George Bailey,60,40,5,2,KKR,Maharashtra Cricket Association's International Stadium,18 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
77.0,Yuvraj Singh,57,40,7,2,MI,Wankhede Stadium,05 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
78.0,Virat Kohli,51,40,4,2,CSK,M. Chinnaswamy Stadium,22 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
79.0,Gautam Gambhir,58,41,7,1,RCB,Eden Gardens,11 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
80.0,AB de Villiers,57,41,9,1,RR,M. Chinnaswamy Stadium,29 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
81.0,Corey Anderson,55,41,4,3,KKR,Eden Gardens,08 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
82.0,David Warner,53,41,1,3,CSK,Chidambaram,11 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
83.0,Lendl Simmons,51,41,6,1,SRH,Wankhede Stadium,25 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
84.0,Shikhar Dhawan,50,41,4,2,RCB,M. Chinnaswamy Stadium,13 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
85.0,Albie Morkel,73,43,8,1,CSK,Chidambaram,09 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
86.0,Lendl Simmons,68,43,5,3,RCB,Wankhede Stadium,10 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
87.0,Michael Hussey,56,43,3,2,RCB,JSCA Stadium,22 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
88.0,Shikhar Dhawan,54,43,4,1,KKR,ACA-VDCA Stadium,22 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
89.0,Brendon McCullum,81,44,7,4,RR,Chidambaram,10 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
90.0,Suresh Raina,52,44,5,1,RCB,Chidambaram,04 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
91.0,Dwayne Smith,57,45,9,1,MI,Eden Gardens,24 May 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
92.0,Rohit Sharma,98,46,12,4,KKR,Eden Gardens,08 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
93.0,Ajinkya Rahane,62,46,9,0,SRH,ACA-VDCA Stadium,16 April 2015,,,2015,Fastest Fifties,Fastest Fifties - 2015.csv
1.0,Chris Morris,82,17,4,8,GL,Arun Jaitley Stadium,27 April 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
2.0,Kieron Pollard,51,17,2,6,KKR,Wankhede Stadium,28 April 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
3.0,David Warner,58,21,4,5,RCB,M. Chinnaswamy Stadium,12 April 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
4.0,Quinton de Kock,108,22,15,3,RCB,M. Chinnaswamy Stadium,17 April 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
5.0,Krunal Pandya,86,22,7,6,DC,ACA-VDCA Stadium,15 May 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
6.0,David Warner,59,23,7,3,PBKS,Rajiv Gandhi Intl. Cricket Stadium,23 April 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
7.0,David Warner,69,24,8,3,RCB,M. Chinnaswamy Stadium,29 May 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
8.0,Robin Uthappa,53,24,9,0,PBKS,IS Bindra Stadium,19 April 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
9.0,AB de Villiers,129,25,10,12,GL,M. Chinnaswamy Stadium,14 May 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
10.0,AB de Villiers,83,25,6,4,RPS,Maharashtra Cricket Association's International Stadium,22 April 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
11.0,Chris Gayle,76,25,4,8,SRH,M. Chinnaswamy Stadium,29 May 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
12.0,Rishabh Pant,69,25,9,2,GL,Saurashtra Cricket Association Stadium,03 May 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
13.0,AB de Villiers,55,25,9,1,DC,M. Chinnaswamy Stadium,17 April 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
14.0,AB de Villiers,82,26,7,6,SRH,M. Chinnaswamy Stadium,12 April 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
15.0,Chris Gayle,73,26,4,8,PBKS,M. Chinnaswamy Stadium,18 May 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
16.0,Dwayne Smith,53,26,5,3,DC,Arun Jaitley Stadium,27 April 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
17.0,Manish Pandey,52,26,3,3,MI,Eden Gardens,13 April 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
18.0,KL Rahul,51,26,6,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,30 April 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
19.0,Yusuf Pathan,60,27,6,3,RCB,M. Chinnaswamy Stadium,02 May 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
20.0,Brendon McCullum,60,27,6,3,DC,Arun Jaitley Stadium,27 April 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
21.0,Quinton de Kock,52,27,6,2,PBKS,IS Bindra Stadium,07 May 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
22.0,Dinesh Karthik,51,27,8,1,KKR,Eden Gardens,08 May 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
23.0,Virat Kohli,113,28,12,8,PBKS,M. Chinnaswamy Stadium,18 May 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
24.0,Nitish Rana,70,28,7,4,GL,Green Park,21 May 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
25.0,Dwayne Smith,63,28,9,1,RPS,Maharashtra Cricket Association's International Stadium,29 April 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
26.0,Shikhar Dhawan,51,28,4,3,KKR,Eden Gardens,22 May 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
27.0,Steve Smith,101,29,8,5,GL,Maharashtra Cricket Association's International Stadium,29 April 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
28.0,David Warner,74,29,9,0,GL,Saurashtra Cricket Association Stadium,21 April 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
29.0,Glenn Maxwell,68,29,6,4,KKR,Eden Gardens,04 May 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
30.0,AB de Villiers,59,29,5,3,KKR,Eden Gardens,16 May 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
31.0,Wriddhiman Saha,52,29,7,0,DC,IS Bindra Stadium,07 May 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
32.0,KL Rahul,52,29,6,2,KKR,M. Chinnaswamy Stadium,02 May 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
33.0,Gurkeerat Mann Singh,51,29,3,3,RPS,ACA-VDCA Stadium,21 May 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
34.0,Hashim Amla,96,30,14,2,SRH,IS Bindra Stadium,15 May 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
35.0,AB de Villiers,64,30,5,2,PBKS,IS Bindra Stadium,09 May 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
36.0,MS Dhoni,64,30,4,5,PBKS,ACA-VDCA Stadium,21 May 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
37.0,Suresh Raina,58,30,8,2,MI,Green Park,21 May 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
38.0,Yusuf Pathan,52,30,3,2,SRH,Eden Gardens,22 May 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
39.0,Virat Kohli,108,31,8,7,RPS,M. Chinnaswamy Stadium,07 May 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
40.0,Dwayne Smith,73,31,5,6,RCB,M. Chinnaswamy Stadium,24 May 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
41.0,Ambati Rayudu,65,31,4,4,PBKS,IS Bindra Stadium,25 April 2016,,,2016,Fastest Fifties,Fastest Fifties - 2016.csv
