POS,Player,Runs,BF,4s,6s,Against,Venue,Match Date,SR,Unnamed: 0,Year,Metric,Source_File
92.0,KL Rahul,60,50,3,3,MI,Chidambaram,23 April 2021,,,2021,Fastest Fifties,Fastest Fifties - 2021.csv
93.0,David Warner,57,50,3,2,CSK,Arun Jaitley Stadium,28 April 2021,,,2021,Fastest Fifties,Fastest Fifties - 2021.csv
1.0,Pat Cummins,56,14,4,6,MI,Maharashtra Cricket Association Stadium,06 April 2022,373.33,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
2.0,Moeen Ali,93,19,13,3,RR,Brabourne - CCI,20 May 2022,163.15,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
3.0,Liam Livingstone,64,21,7,4,GT,Brabourne - CCI,08 April 2022,237.03,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
4.0,Rahul Tripathi,71,21,4,6,KKR,Brabourne - CCI,15 April 2022,191.89,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
5.0,Jonny Bairstow,66,21,4,7,RCB,Brabourne - CCI,13 May 2022,227.58,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
6.0,Evin Lewis,55,23,6,3,CSK,Brabourne - CCI,31 March 2022,239.13,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
7.0,Jos Buttler,106,23,10,6,RCB,Narendra Modi Stadium,27 May 2022,176.66,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
8.0,Jos Buttler,54,23,8,3,GT,DY Patil Stadium,14 April 2022,225.0,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
9.0,Aaron Finch,58,25,9,2,RR,Brabourne - CCI,18 April 2022,207.14,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
10.0,Robin Uthappa,50,25,8,1,LSG,Brabourne - CCI,31 March 2022,185.18,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
11.0,Sanju Samson,55,25,3,5,SRH,Maharashtra Cricket Association Stadium,29 March 2022,203.7,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
12.0,Dinesh Karthik,66,26,5,5,DC,Wankhede Stadium,16 April 2022,194.11,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
13.0,Liam Livingstone,60,26,5,4,SRH,DY Patil Stadium,17 April 2022,181.81,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
14.0,Shivam Dube,57,26,6,3,PBKS,Brabourne - CCI,03 April 2022,190.0,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
15.0,David Warner,60,26,10,1,PBKS,Brabourne - CCI,20 April 2022,200.0,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
16.0,Prithvi Shaw,51,27,7,2,KKR,Brabourne - CCI,10 April 2022,175.86,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
17.0,Andre Russell,70,27,2,8,PBKS,Wankhede Stadium,01 April 2022,225.8,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
18.0,Quinton De Kock,50,27,4,3,KKR,Maharashtra Cricket Association Stadium,07 May 2022,172.41,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
19.0,Liam Livingstone,60,27,5,5,CSK,Brabourne - CCI,03 April 2022,187.5,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
20.0,Devon Conway,87,27,7,5,DC,DY Patil Stadium,08 May 2022,177.55,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
21.0,Shreyas Iyer,50,28,4,3,LSG,DY Patil Stadium,18 May 2022,172.41,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
22.0,Ambati Rayudu,78,28,7,6,PBKS,Wankhede Stadium,25 April 2022,200.0,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
23.0,David Miller,94,28,8,6,CSK,Maharashtra Cricket Association Stadium,17 April 2022,184.31,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
24.0,Wriddhiman Saha,68,28,11,1,SRH,Wankhede Stadium,27 April 2022,178.94,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
25.0,Rajat Patidar,112,28,12,7,LSG,Eden Gardens,25 May 2022,207.4,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
26.0,Tilak Varma,61,28,3,5,RR,DY Patil Stadium,02 April 2022,184.84,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
27.0,Shubman Gill,96,29,11,1,PBKS,Brabourne - CCI,08 April 2022,162.71,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
28.0,Nicholas Pooran,62,29,2,6,DC,Brabourne - CCI,05 May 2022,182.35,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
29.0,Nicholas Pooran,64,29,3,6,CSK,Maharashtra Cricket Association Stadium,01 May 2022,193.93,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
30.0,Jos Buttler,103,29,9,5,KKR,Brabourne - CCI,18 April 2022,168.85,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
31.0,Riyan Parag,56,29,3,4,RCB,Maharashtra Cricket Association Stadium,26 April 2022,180.64,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
32.0,David Warner,66,29,4,5,RCB,Wankhede Stadium,16 April 2022,173.68,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
33.0,Rajat Patidar,52,29,5,2,GT,Brabourne - CCI,30 April 2022,162.5,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
34.0,Glenn Maxwell,55,30,7,2,DC,Wankhede Stadium,16 April 2022,161.76,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
35.0,Prithvi Shaw,61,30,9,2,LSG,DY Patil Stadium,07 April 2022,179.41,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
36.0,Mayank Agarwal,52,30,6,2,MI,Maharashtra Cricket Association Stadium,13 April 2022,162.5,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
37.0,Nitish Rana,57,30,3,4,DC,Wankhede Stadium,28 April 2022,167.64,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
38.0,Shivam Dube,95,30,5,8,RCB,DY Patil Stadium,12 April 2022,206.52,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
39.0,Rovman Powell,67,30,3,6,SRH,Brabourne - CCI,05 May 2022,191.42,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
40.0,Devdutt Padikkal,54,31,7,2,DC,Wankhede Stadium,22 April 2022,154.28,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
41.0,Deepak Hooda,51,31,3,3,SRH,DY Patil Stadium,04 April 2022,154.54,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
42.0,Aiden Markram,68,31,6,4,KKR,Brabourne - CCI,15 April 2022,188.88,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
43.0,Shreyas Iyer,85,32,7,4,RR,Brabourne - CCI,18 April 2022,166.66,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
44.0,Shreyas Iyer,54,32,5,2,DC,Brabourne - CCI,10 April 2022,163.63,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
45.0,Shubman Gill,84,32,6,4,DC,Maharashtra Cricket Association Stadium,02 April 2022,182.6,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
46.0,Nitish Rana,54,32,6,2,SRH,Brabourne - CCI,15 April 2022,150.0,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
47.0,Suryakumar Yadav,68,32,5,6,RCB,Maharashtra Cricket Association Stadium,09 April 2022,183.78,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
48.0,Jos Buttler,100,32,11,5,MI,DY Patil Stadium,02 April 2022,147.05,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
49.0,Rahul Tripathi,58,32,6,2,RCB,Wankhede Stadium,08 May 2022,156.75,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
50.0,Rahul Tripathi,76,32,9,3,MI,Wankhede Stadium,17 May 2022,172.72,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
51.0,Abhishek Sharma,75,32,5,3,CSK,DY Patil Stadium,09 April 2022,150.0,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
52.0,Deepak Hooda,52,32,6,1,DC,Wankhede Stadium,01 May 2022,152.94,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
53.0,Virat Kohli,73,33,8,2,GT,Wankhede Stadium,19 May 2022,135.18,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
54.0,K L Rahul,103,33,9,5,MI,Brabourne - CCI,16 April 2022,171.66,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
55.0,Hardik Pandya,87,33,8,4,RR,DY Patil Stadium,14 April 2022,167.3,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
56.0,Shubman Gill,52,33,6,2,MI,Brabourne - CCI,06 May 2022,144.44,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
57.0,Ruturaj Gaikwad,99,33,6,6,SRH,Maharashtra Cricket Association Stadium,01 May 2022,173.68,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
58.0,Robin Uthappa,88,33,4,9,RCB,DY Patil Stadium,12 April 2022,176.0,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
59.0,Shimron Hetmyer,59,33,1,6,LSG,Wankhede Stadium,10 April 2022,163.88,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
60.0,Abhishek Sharma,65,33,6,3,GT,Wankhede Stadium,27 April 2022,154.76,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
61.0,Deepak Hooda,59,33,5,2,RR,Brabourne - CCI,15 May 2022,151.28,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
62.0,Yashasvi Jaiswal,68,33,9,2,PBKS,Wankhede Stadium,07 May 2022,165.85,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
63.0,Devon Conway,56,33,6,2,RCB,Maharashtra Cricket Association Stadium,04 May 2022,151.35,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
64.0,Faf Du Plessis,73,34,8,2,SRH,Wankhede Stadium,08 May 2022,146.0,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
65.0,Ishan Kishan,81,34,11,2,DC,Brabourne - CCI,27 March 2022,168.75,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
66.0,Quinton De Kock,61,34,9,0,CSK,Brabourne - CCI,31 March 2022,135.55,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
67.0,Suryakumar Yadav,52,34,5,2,KKR,Maharashtra Cricket Association Stadium,06 April 2022,144.44,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
68.0,David Warner,92,34,12,3,SRH,Brabourne - CCI,05 May 2022,158.62,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
69.0,Jonny Bairstow,56,34,8,1,RR,Wankhede Stadium,07 May 2022,140.0,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
70.0,Wriddhiman Saha,55,34,6,2,MI,Brabourne - CCI,06 May 2022,137.5,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
71.0,K L Rahul,77,35,4,5,DC,Wankhede Stadium,01 May 2022,150.98,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
72.0,David Miller,68,35,3,5,RR,Eden Gardens,24 May 2022,178.94,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
73.0,Liam Livingstone,70,35,5,4,RCB,Brabourne - CCI,13 May 2022,166.66,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
74.0,David Warner,61,35,6,2,KKR,Brabourne - CCI,10 April 2022,135.55,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
75.0,Aiden Markram,56,35,2,3,GT,Wankhede Stadium,27 April 2022,140.0,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
76.0,Hardik Pandya,67,36,4,2,KKR,DY Patil Stadium,23 April 2022,136.73,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
77.0,Quinton De Kock,80,36,9,2,DC,DY Patil Stadium,07 April 2022,153.84,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
78.0,Quinton De Kock,140,36,10,10,KKR,DY Patil Stadium,18 May 2022,200.0,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
79.0,Suryakumar Yadav,51,36,5,2,RR,DY Patil Stadium,30 April 2022,130.76,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
80.0,Jos Buttler,116,36,9,9,DC,Wankhede Stadium,22 April 2022,178.46,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
81.0,Deepak Hooda,55,36,6,2,GT,Wankhede Stadium,28 March 2022,134.14,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
82.0,Shikhar Dhawan,88,37,9,2,CSK,Wankhede Stadium,25 April 2022,149.15,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
83.0,Shikhar Dhawan,70,37,5,3,MI,Maharashtra Cricket Association Stadium,13 April 2022,140.0,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
84.0,K L Rahul,103,37,12,4,MI,Wankhede Stadium,24 April 2022,166.12,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
85.0,Ravichandran Ashwin,50,37,4,2,DC,DY Patil Stadium,11 May 2022,131.57,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
86.0,Ruturaj Gaikwad,73,37,5,5,GT,Maharashtra Cricket Association Stadium,17 April 2022,152.08,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
87.0,Shikhar Dhawan,62,38,8,1,GT,DY Patil Stadium,03 May 2022,116.98,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
88.0,Mitchell Marsh,89,38,5,7,RR,DY Patil Stadium,11 May 2022,143.54,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
89.0,MS Dhoni,50,38,7,1,KKR,Wankhede Stadium,26 March 2022,131.57,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
90.0,Sanju Samson,54,38,7,1,KKR,Wankhede Stadium,02 May 2022,110.2,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
91.0,Anuj Rawat,66,38,2,6,MI,Maharashtra Cricket Association Stadium,09 April 2022,140.42,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
92.0,Ayush Badoni,54,38,4,3,GT,Wankhede Stadium,28 March 2022,131.7,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
93.0,Aiden Markram,57,39,5,2,RR,Maharashtra Cricket Association Stadium,29 March 2022,139.02,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
94.0,Yashasvi Jaiswal,59,39,8,1,CSK,Brabourne - CCI,20 May 2022,134.09,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
95.0,Devon Conway,85,39,8,4,SRH,Maharashtra Cricket Association Stadium,01 May 2022,154.54,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
96.0,K L Rahul,68,40,6,1,SRH,DY Patil Stadium,04 April 2022,136.0,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
97.0,Mitchell Marsh,63,40,4,3,PBKS,DY Patil Stadium,16 May 2022,131.25,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
98.0,Faf Du Plessis,96,40,11,2,LSG,DY Patil Stadium,19 April 2022,150.0,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
99.0,Rajat Patidar,58,40,4,3,RR,Narendra Modi Stadium,27 May 2022,138.09,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
100.0,K L Rahul,68,41,3,4,KKR,DY Patil Stadium,18 May 2022,133.33,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
101.0,Faf Du Plessis,88,41,3,7,PBKS,DY Patil Stadium,27 March 2022,154.38,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
102.0,Ishan Kishan,51,41,5,1,KKR,DY Patil Stadium,09 May 2022,118.6,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
103.0,Ishan Kishan,54,41,5,1,RR,DY Patil Stadium,02 April 2022,125.58,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
104.0,David Warner,52,41,5,1,RR,DY Patil Stadium,11 May 2022,126.82,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
105.0,Venkatesh Iyer,50,41,6,1,MI,Maharashtra Cricket Association Stadium,06 April 2022,121.95,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
106.0,Hardik Pandya,50,42,4,1,SRH,DY Patil Stadium,11 April 2022,119.04,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
107.0,Hardik Pandya,62,42,4,3,RCB,Wankhede Stadium,19 May 2022,131.91,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
108.0,Shubman Gill,63,42,7,0,LSG,Maharashtra Cricket Association Stadium,10 May 2022,128.57,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
109.0,Kane Williamson,57,42,2,4,GT,DY Patil Stadium,11 April 2022,123.91,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
110.0,Jos Buttler,89,42,12,2,GT,Eden Gardens,24 May 2022,158.92,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
111.0,Jos Buttler,70,42,0,6,RCB,Wankhede Stadium,05 April 2022,148.93,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
112.0,Wriddhiman Saha,67,42,8,1,CSK,Wankhede Stadium,15 May 2022,117.54,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
113.0,Sai Sudharsan,65,42,5,1,PBKS,DY Patil Stadium,03 May 2022,130.0,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
114.0,Tilak Varma,51,42,3,2,CSK,DY Patil Stadium,21 April 2022,118.6,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
115.0,K L Rahul,79,43,3,5,RCB,Eden Gardens,25 May 2022,136.2,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
116.0,Ruturaj Gaikwad,53,44,4,1,GT,Wankhede Stadium,15 May 2022,108.16,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
117.0,Virat Kohli,58,45,6,1,GT,Brabourne - CCI,30 April 2022,109.43,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
118.0,Jos Buttler,67,48,5,4,MI,DY Patil Stadium,30 April 2022,128.84,,2022,Fastest Fifties,Fastest Fifties - 2022.csv
,Yusuf Pathan,61,21,4,6,DEC,Rajiv Gandhi Intl. Cricket Stadium,24 April 2008,,0.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Kumar Sangakkara,94,23,13,1,MI,IS Bindra Stadium,25 April 2008,,1.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Virender Sehwag,51,23,2,5,PBKS,Arun Jaitley Stadium,17 May 2008,,2.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Kumar Sangakkara,50,23,7,2,DEC,IS Bindra Stadium,23 May 2008,,3.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Virender Sehwag,71,24,7,4,CSK,Chidambaram,02 May 2008,,4.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,James Hopes,71,24,10,3,CSK,IS Bindra Stadium,19 April 2008,,5.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,MS Dhoni,65,24,9,3,RCB,M. Chinnaswamy Stadium,28 April 2008,,6.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,David Hussey,57,24,4,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,11 May 2008,,7.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Sanath Jayasuriya,114,25,9,11,CSK,Wankhede Stadium,14 May 2008,,8.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Rahul Dravid,75,25,6,6,RR,Sawai Mansingh Stadium,17 May 2008,,9.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Albie Morkel,71,26,6,4,RR,Chidambaram,24 May 2008,,10.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Kamran Akmal,53,26,4,3,CSK,Chidambaram,24 May 2008,,11.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Rohit Sharma,50,26,3,4,PBKS,IS Bindra Stadium,23 May 2008,,12.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Shaun Marsh,115,27,11,7,RR,IS Bindra Stadium,28 May 2008,,13.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Virender Sehwag,94,27,10,6,DEC,Rajiv Gandhi Intl. Cricket Stadium,22 April 2008,,14.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Dinesh Karthik,56,27,4,3,MI,Arun Jaitley Stadium,24 May 2008,,15.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Adam Gilchrist,109,28,9,10,MI,DY Patil Stadium,27 April 2008,,16.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Venugopal Rao,71,28,4,6,KKR,Rajiv Gandhi Intl. Cricket Stadium,11 May 2008,,17.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Yusuf Pathan,68,28,9,2,DEC,Sawai Mansingh Stadium,09 May 2008,,18.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Wriddhiman Saha,59,28,2,4,PBKS,IS Bindra Stadium,03 May 2008,,19.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Shane Watson,52,28,4,3,DC,Wankhede Stadium,30 May 2008,,20.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Andrew Symonds,117,29,11,7,RR,Rajiv Gandhi Intl. Cricket Stadium,24 April 2008,,21.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Graeme Smith,91,29,9,4,CSK,Chidambaram,24 May 2008,,22.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Swapnil Asnodkar,60,29,10,1,KKR,Sawai Mansingh Stadium,01 May 2008,,23.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Yuvraj Singh,57,29,6,3,RR,Sawai Mansingh Stadium,21 April 2008,,24.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Yusuf Pathan,55,29,6,2,KKR,Sawai Mansingh Stadium,01 May 2008,,25.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Kumar Sangakkara,54,29,5,2,CSK,IS Bindra Stadium,19 April 2008,,26.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Ross Taylor,53,30,3,3,CSK,M. Chinnaswamy Stadium,28 April 2008,,27.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,James Hopes,51,30,7,1,RR,IS Bindra Stadium,28 May 2008,,28.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Michael Hussey,116,31,8,9,PBKS,IS Bindra Stadium,19 April 2008,,29.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Sanath Jayasuriya,70,31,7,5,DC,Arun Jaitley Stadium,24 May 2008,,30.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Rohit Sharma,66,31,6,4,DC,Rajiv Gandhi Intl. Cricket Stadium,22 April 2008,,31.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Vidyut Sivaramakrishnan,54,31,7,1,DC,Chidambaram,02 May 2008,,32.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Brendon McCullum,158,32,10,13,RCB,M. Chinnaswamy Stadium,18 April 2008,,33.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Simon Katich,75,32,11,1,DC,IS Bindra Stadium,27 April 2008,,34.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Shane Watson,74,32,5,5,DC,Sawai Mansingh Stadium,11 May 2008,,35.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Venugopal Rao,57,32,4,3,MI,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008,,36.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Suresh Raina,55,32,4,4,PBKS,Wankhede Stadium,31 May 2008,,37.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Subramaniam Badrinath,53,32,7,2,MI,Wankhede Stadium,14 May 2008,,38.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Wasim Jaffer,50,32,5,2,CSK,M. Chinnaswamy Stadium,28 April 2008,,39.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Shikhar Dhawan,50,32,4,3,RCB,Arun Jaitley Stadium,30 April 2008,,40.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Matthew Hayden,81,33,12,2,MI,Chidambaram,23 April 2008,,41.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Shaun Marsh,58,33,3,4,CSK,Chidambaram,10 May 2008,,42.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Suresh Raina,53,33,3,3,MI,Chidambaram,23 April 2008,,43.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Gautam Gambhir,79,34,7,3,DEC,Arun Jaitley Stadium,15 May 2008,,44.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Rohit Sharma,76,34,10,2,PBKS,Rajiv Gandhi Intl. Cricket Stadium,01 May 2008,,45.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Graeme Smith,75,34,8,2,RCB,Sawai Mansingh Stadium,17 May 2008,,46.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Graeme Smith,71,34,9,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,24 April 2008,,47.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Shane Watson,61,34,8,2,RCB,M. Chinnaswamy Stadium,26 April 2008,,48.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Parthiv Patel,54,34,5,2,RR,Chidambaram,24 May 2008,,49.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Sanath Jayasuriya,54,34,4,4,RCB,M. Chinnaswamy Stadium,28 May 2008,,50.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Adam Gilchrist,54,34,7,2,CSK,Chidambaram,06 May 2008,,51.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Shaun Marsh,84,35,11,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,01 May 2008,,52.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Shaun Marsh,81,35,7,4,MI,Wankhede Stadium,21 May 2008,,53.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Gautam Gambhir,80,35,11,1,CSK,Arun Jaitley Stadium,08 May 2008,,54.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Shane Watson,76,35,5,5,PBKS,Sawai Mansingh Stadium,21 April 2008,,55.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Shaun Marsh,74,35,9,2,RCB,IS Bindra Stadium,12 May 2008,,56.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Niraj Patel,57,35,10,0,PBKS,IS Bindra Stadium,28 May 2008,,57.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Gautam Gambhir,50,35,5,1,CSK,Chidambaram,02 May 2008,,58.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Gautam Gambhir,86,36,11,1,RCB,Arun Jaitley Stadium,30 April 2008,,59.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Yusuf Pathan,56,36,3,4,CSK,DY Patil Stadium,01 June 2008,,60.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Shikhar Dhawan,68,37,8,0,DEC,Arun Jaitley Stadium,15 May 2008,,61.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
