POS,Player,Ov,Runs,Wkts,Maid,Dots,SR,Against,Venue,Match Date,Year,Metric,Source_File
80,Trent Boult,3.2,23,1,0.0,12,20.0,CSK,Zayed Cricket Stadium,19 September 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
81,Mohammad Shami,4.0,28,2,0.0,12,12.0,DC,Dubai International Stadium,20 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
82,Kagiso Rabada,4.0,29,4,0.0,12,6.0,SRH,Zayed Cricket Stadium,08 November 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
83,Prasidh Krishna,4.0,29,3,0.0,12,8.0,PBKS,Zayed Cricket Stadium,10 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
84,Mohammad Shami,4.0,29,0,0.0,12,0.0,CSK,Zayed Cricket Stadium,01 November 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
85,Trent Boult,4.0,30,3,0.0,12,8.0,DC,Dubai International Stadium,10 November 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
86,Mohammad Shami,4.0,30,2,0.0,12,12.0,MI,Dubai International Stadium,18 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
87,Ravi Bishnoi,4.0,32,3,0.0,12,8.0,RCB,Dubai International Stadium,24 September 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
88,Kagiso Rabada,4.0,33,1,1.0,12,24.0,CSK,Sharjah Cricket Stadium,17 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
89,Ravi Bishnoi,4.0,34,0,0.0,12,0.0,RR,Sharjah Cricket Stadium,27 September 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
90,Varun Aaron,4.0,47,0,0.0,12,0.0,PBKS,Zayed Cricket Stadium,30 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
91,Axar Patel,4.0,14,1,0.0,11,24.0,PBKS,Dubai International Stadium,20 September 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
92,Axar Patel,4.0,16,0,0.0,11,0.0,MI,Dubai International Stadium,10 November 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
93,Yuzvendra Chahal,4.0,18,3,0.0,11,8.0,SRH,Dubai International Stadium,21 September 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
94,Rahul Tewatia,4.0,18,1,0.0,11,24.0,CSK,Zayed Cricket Stadium,19 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
95,Ravichandran Ashwin,4.0,18,0,0.0,11,0.0,MI,Dubai International Stadium,31 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
96,Shahbaz Nadeem,4.0,19,2,0.0,11,12.0,MI,Sharjah Cricket Stadium,03 November 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
97,Pat Cummins,4.0,19,1,0.0,11,24.0,SRH,Zayed Cricket Stadium,26 September 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
98,Ravi Bishnoi,4.0,20,2,1.0,11,12.0,KKR,Sharjah Cricket Stadium,26 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
99,Rahul Tewatia,4.0,20,1,0.0,11,24.0,DC,Sharjah Cricket Stadium,09 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
100,Jofra Archer,4.0,20,1,0.0,11,24.0,CSK,Zayed Cricket Stadium,19 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
101,Kagiso Rabada,4.0,21,2,0.0,11,12.0,SRH,Zayed Cricket Stadium,29 September 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
102,Piyush Chawla,4.0,21,1,0.0,11,24.0,MI,Zayed Cricket Stadium,19 September 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
103,Krunal Pandya,4.0,22,1,0.0,11,24.0,DC,Dubai International Stadium,05 November 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
104,Rashid Khan,4.0,22,1,0.0,11,24.0,MI,Sharjah Cricket Stadium,04 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
105,Rashid Khan,4.0,22,0,0.0,11,0.0,RCB,Zayed Cricket Stadium,06 November 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
106,Krunal Pandya,4.0,23,0,0.0,11,0.0,KKR,Zayed Cricket Stadium,16 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
107,Jofra Archer,4.0,24,3,0.0,11,8.0,DC,Sharjah Cricket Stadium,09 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
108,Sam Curran,3.0,18,1,0.0,11,18.0,SRH,Dubai International Stadium,13 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
109,Rahul Tewatia,4.0,25,3,0.0,11,8.0,KKR,Dubai International Stadium,01 November 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
110,Chris Jordan,4.0,25,2,0.0,11,12.0,KKR,Sharjah Cricket Stadium,26 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
111,Pat Cummins,4.0,25,0,0.0,11,0.0,CSK,Zayed Cricket Stadium,07 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
112,Bhuvneshwar Kumar,4.0,25,0,0.0,11,0.0,RCB,Dubai International Stadium,21 September 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
113,T Natarajan,3.5,24,2,0.0,11,11.5,PBKS,Dubai International Stadium,08 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
114,Kagiso Rabada,4.0,26,3,0.0,11,8.0,CSK,Dubai International Stadium,25 September 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
115,T Natarajan,4.0,26,2,0.0,11,12.0,DC,Dubai International Stadium,27 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
116,Rahul Chahar,4.0,26,2,0.0,11,12.0,KKR,Zayed Cricket Stadium,23 September 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
117,Sandeep Sharma,4.0,27,2,0.0,11,12.0,DC,Dubai International Stadium,27 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
118,Trent Boult,4.0,28,2,0.0,11,12.0,SRH,Sharjah Cricket Stadium,04 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
119,Shreyas Gopal,4.0,28,2,0.0,11,12.0,MI,Zayed Cricket Stadium,06 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
120,Anrich Nortje,4.0,28,0,0.0,11,0.0,MI,Zayed Cricket Stadium,11 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
121,Varun Chakaravarthy,4.0,28,0,0.0,11,0.0,RCB,Zayed Cricket Stadium,21 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
122,Ravichandran Ashwin,4.0,29,3,0.0,11,8.0,MI,Dubai International Stadium,05 November 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
123,Andre Russell,4.0,29,2,0.0,11,12.0,DC,Sharjah Cricket Stadium,03 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
124,T Natarajan,4.0,29,0,0.0,11,0.0,MI,Sharjah Cricket Stadium,04 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
125,Mohammad Shami,4.0,30,1,0.0,11,24.0,KKR,Zayed Cricket Stadium,10 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
126,Navdeep Saini,3.0,23,1,0.0,11,18.0,KKR,Zayed Cricket Stadium,21 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
127,Jofra Archer,4.0,31,2,0.0,11,12.0,MI,Zayed Cricket Stadium,25 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
128,Deepak Chahar,4.0,31,2,0.0,11,12.0,SRH,Dubai International Stadium,02 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
129,Anrich Nortje,4.0,33,3,0.0,11,8.0,RCB,Zayed Cricket Stadium,02 November 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
130,Jason Holder,4.0,33,3,0.0,11,8.0,RR,Dubai International Stadium,22 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
131,Anrich Nortje,4.0,33,3,0.0,11,8.0,KKR,Sharjah Cricket Stadium,03 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
132,Anrich Nortje,4.0,33,0,0.0,11,0.0,PBKS,Dubai International Stadium,20 September 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
133,Mohammed Siraj,4.0,34,2,0.0,11,12.0,DC,Dubai International Stadium,05 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
134,Mohammad Shami,4.0,34,1,0.0,11,24.0,SRH,Dubai International Stadium,24 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
135,Jofra Archer,4.0,34,1,0.0,11,24.0,MI,Zayed Cricket Stadium,06 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
136,Deepak Chahar,4.0,34,0,0.0,11,0.0,MI,Sharjah Cricket Stadium,23 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
137,Kartik Tyagi,4.0,35,1,0.0,11,24.0,CSK,Zayed Cricket Stadium,19 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
138,Anrich Nortje,4.0,37,1,0.0,11,24.0,SRH,Dubai International Stadium,27 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
139,Pat Cummins,4.0,38,0,0.0,11,0.0,RCB,Sharjah Cricket Stadium,12 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
140,Lungi Ngidi,4.0,39,3,0.0,11,8.0,PBKS,Zayed Cricket Stadium,01 November 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
141,Deepak Chahar,3.0,10,1,0.0,10,18.0,RCB,Dubai International Stadium,10 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
142,Chris Morris,4.0,17,2,0.0,10,12.0,KKR,Sharjah Cricket Stadium,12 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
143,Ravichandran Ashwin,4.0,17,1,0.0,10,24.0,RR,Dubai International Stadium,14 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
144,Axar Patel,4.0,18,2,0.0,10,12.0,RCB,Dubai International Stadium,05 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
145,Deepak Chahar,4.0,18,2,1.0,10,12.0,DC,Sharjah Cricket Stadium,17 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
146,Ravichandran Ashwin,4.0,18,1,0.0,10,24.0,RCB,Zayed Cricket Stadium,02 November 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
147,Axar Patel,4.0,18,1,0.0,10,24.0,CSK,Dubai International Stadium,25 September 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
148,Mohammad Shami,3.0,14,1,0.0,10,18.0,RCB,Dubai International Stadium,24 September 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
149,Washington Sundar,4.0,20,0,0.0,10,0.0,MI,Zayed Cricket Stadium,28 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
150,Varun Chakaravarthy,4.0,23,1,0.0,10,24.0,MI,Zayed Cricket Stadium,16 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
1,Deepak Chahar,4.0,13,4,1.0,18,6.0,PBKS,Wankhede Stadium,16 April 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
2,Jasprit Bumrah,4.0,14,2,0.0,18,12.0,RR,Sharjah Cricket Stadium,05 October 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
3,Chris Morris,4.0,23,4,0.0,18,6.0,KKR,Wankhede Stadium,24 April 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
4,Shardul Thakur,4.0,11,1,0.0,17,24.0,RCB,Wankhede Stadium,25 April 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
5,Mohammad Shami,4.0,14,2,1.0,17,12.0,SRH,Sharjah Cricket Stadium,25 September 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
6,Lockie Ferguson,4.0,18,3,0.0,17,8.0,RR,Sharjah Cricket Stadium,07 October 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
7,Shivam Mavi,4.0,19,1,0.0,17,24.0,RR,Wankhede Stadium,24 April 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
8,Mohammad Shami,4.0,25,1,0.0,17,24.0,KKR,Narendra Modi Stadium,26 April 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
9,Yuzvendra Chahal,4.0,11,3,1.0,16,8.0,MI,Dubai International Stadium,26 September 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
10,Nathan Coulter-Nile,4.0,14,4,0.0,16,6.0,RR,Sharjah Cricket Stadium,05 October 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
11,Varun Chakaravarthy,4.0,14,1,0.0,16,24.0,RR,Sharjah Cricket Stadium,07 October 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
12,Avesh Khan,4.0,15,3,0.0,16,8.0,MI,Sharjah Cricket Stadium,02 October 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
13,Trent Boult,4.0,17,1,0.0,16,24.0,RCB,Dubai International Stadium,26 September 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
14,Jayant Yadav,4.0,20,0,0.0,16,0.0,PBKS,Chidambaram,23 April 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
15,Mohammed Siraj,4.0,27,3,0.0,16,8.0,RR,Wankhede Stadium,22 April 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
16,Ravindra Jadeja,4.0,13,3,1.0,15,8.0,RCB,Wankhede Stadium,25 April 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
17,Varun Chakaravarthy,4.0,13,3,0.0,15,8.0,RCB,Zayed Cricket Stadium,20 September 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
18,Shivam Mavi,4.0,13,1,0.0,15,24.0,PBKS,Narendra Modi Stadium,26 April 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
19,Jaydev Unadkat,4.0,15,3,0.0,15,8.0,DC,Wankhede Stadium,15 April 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
20,Harpreet Brar,4.0,19,3,1.0,15,8.0,RCB,Narendra Modi Stadium,30 April 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
21,Anrich Nortje,4.0,19,1,1.0,15,24.0,MI,Sharjah Cricket Stadium,02 October 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
22,Pat Cummins,4.0,24,3,0.0,15,8.0,DC,Narendra Modi Stadium,29 April 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
23,Lungi Ngidi,4.0,28,3,0.0,15,8.0,KKR,Wankhede Stadium,21 April 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
24,Anrich Nortje,4.0,12,2,0.0,14,12.0,SRH,Dubai International Stadium,22 September 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
25,Imran Tahir,4.0,16,2,0.0,14,12.0,RCB,Wankhede Stadium,25 April 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
26,Ravindra Jadeja,4.0,19,0,0.0,14,0.0,PBKS,Wankhede Stadium,16 April 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
27,Ravichandran Ashwin,4.0,20,1,0.0,14,24.0,RR,Zayed Cricket Stadium,25 September 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
28,Bhuvneshwar Kumar,4.0,20,0,0.0,14,0.0,KKR,Dubai International Stadium,03 October 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
29,Adam Milne,4.0,21,2,0.0,14,12.0,CSK,Dubai International Stadium,19 September 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
30,Mohammad Shami,4.0,22,1,0.0,14,24.0,CSK,Dubai International Stadium,07 October 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
31,Riley Meredith,3.4,21,0,0.0,14,0.0,CSK,Wankhede Stadium,16 April 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
32,Sam Curran,4.0,24,2,0.0,14,12.0,RR,Wankhede Stadium,19 April 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
33,Prasidh Krishna,4.0,24,1,0.0,14,24.0,RCB,Zayed Cricket Stadium,20 September 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
34,Mohammed Siraj,4.0,25,2,1.0,14,12.0,SRH,Chidambaram,14 April 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
35,Harpreet Brar,4.0,26,0,0.0,14,0.0,RCB,Sharjah Cricket Stadium,03 October 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
36,Deepak Chahar,4.0,29,4,0.0,14,6.0,KKR,Wankhede Stadium,21 April 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
37,Jimmy Neesham,4.0,12,3,0.0,13,8.0,RR,Sharjah Cricket Stadium,05 October 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
38,Moises Henriques,4.0,12,3,0.0,13,8.0,RCB,Sharjah Cricket Stadium,03 October 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
39,Krunal Pandya,4.0,13,1,0.0,13,24.0,KKR,Chidambaram,13 April 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
40,Rahul Chahar,4.0,19,3,0.0,13,8.0,SRH,Chidambaram,17 April 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
41,Deepak Chahar,4.0,19,2,0.0,13,12.0,MI,Dubai International Stadium,19 September 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
42,Nathan Ellis,4.0,20,1,0.0,13,24.0,MI,Zayed Cricket Stadium,28 September 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
43,Mohammad Shami,4.0,21,3,0.0,13,8.0,RR,Dubai International Stadium,21 September 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
44,Chris Woakes,4.0,22,2,0.0,13,12.0,RR,Wankhede Stadium,15 April 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
45,Mustafizur Rahman,4.0,22,1,0.0,13,24.0,KKR,Wankhede Stadium,24 April 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
46,Fabian Allen,4.0,22,1,1.0,13,24.0,SRH,Chidambaram,21 April 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
47,Kagiso Rabada,4.0,23,2,0.0,13,12.0,KKR,Sharjah Cricket Stadium,13 October 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
48,Rashid Khan,4.0,23,1,0.0,13,24.0,KKR,Dubai International Stadium,03 October 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
49,Trent Boult,4.0,23,0,0.0,13,0.0,DC,Chidambaram,20 April 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
50,Josh Hazlewood,4.0,24,3,0.0,13,8.0,SRH,Sharjah Cricket Stadium,30 September 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
51,Varun Chakaravarthy,4.0,26,2,0.0,13,12.0,SRH,Dubai International Stadium,03 October 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
52,Kagiso Rabada,4.0,26,1,0.0,13,24.0,RR,Zayed Cricket Stadium,25 September 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
53,Kyle Jamieson,4.0,27,1,0.0,13,24.0,MI,Chidambaram,09 April 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
54,Umran Malik,4.0,27,0,0.0,13,0.0,KKR,Dubai International Stadium,03 October 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
55,Avesh Khan,4.0,27,0,0.0,13,0.0,SRH,Dubai International Stadium,22 September 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
56,Josh Hazlewood,4.0,29,2,0.0,13,12.0,DC,Dubai International Stadium,10 October 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
57,Jason Holder,4.0,30,3,0.0,13,8.0,RCB,Chidambaram,14 April 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
58,Chetan Sakariya,4.0,31,3,0.0,13,8.0,PBKS,Wankhede Stadium,12 April 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
59,Kartik Tyagi,4.0,32,1,0.0,13,24.0,SRH,Arun Jaitley Stadium,02 May 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
60,Mohammad Shami,4.0,33,2,0.0,13,12.0,RR,Wankhede Stadium,12 April 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
61,Trent Boult,4.0,35,2,1.0,13,12.0,CSK,Dubai International Stadium,19 September 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
62,Kagiso Rabada,4.0,37,3,0.0,13,8.0,SRH,Dubai International Stadium,22 September 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
63,Sunil Narine,4.0,12,0,0.0,12,0.0,SRH,Dubai International Stadium,03 October 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
64,Shardul Thakur,4.0,13,2,0.0,12,12.0,DC,Dubai International Stadium,04 October 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
65,Jasprit Bumrah,4.0,14,1,0.0,12,24.0,SRH,Chidambaram,17 April 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
66,Jasprit Bumrah,4.0,15,1,0.0,12,24.0,RR,Arun Jaitley Stadium,29 April 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
67,Sam Curran,3.0,12,1,0.0,12,18.0,PBKS,Wankhede Stadium,16 April 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
68,Anrich Nortje,4.0,18,2,0.0,12,12.0,RR,Zayed Cricket Stadium,25 September 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
69,Nathan Coulter-Nile,4.0,19,1,0.0,12,24.0,DC,Sharjah Cricket Stadium,02 October 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
70,Mustafizur Rahman,4.0,20,3,0.0,12,8.0,SRH,Arun Jaitley Stadium,02 May 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
71,Sandeep Sharma,4.0,20,1,0.0,12,24.0,PBKS,Sharjah Cricket Stadium,25 September 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
72,Mohammed Siraj,3.0,15,1,0.0,12,18.0,MI,Dubai International Stadium,26 September 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
73,Sunil Narine,4.0,20,0,0.0,12,0.0,RCB,Zayed Cricket Stadium,20 September 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
74,Kagiso Rabada,4.0,21,0,0.0,12,0.0,CSK,Dubai International Stadium,04 October 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
75,Deepak Hooda,4.0,22,0,0.0,12,0.0,SRH,Chidambaram,21 April 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
76,Mohammed Siraj,4.0,22,0,0.0,12,0.0,MI,Chidambaram,09 April 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
77,Harpreet Brar,4.0,22,0,0.0,12,0.0,CSK,Dubai International Stadium,07 October 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
78,Chetan Sakariya,4.0,23,1,0.0,12,24.0,KKR,Sharjah Cricket Stadium,07 October 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
79,Pat Cummins,4.0,24,2,0.0,12,12.0,MI,Chidambaram,13 April 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
80,Khaleel Ahmed,4.0,24,1,0.0,12,24.0,MI,Chidambaram,17 April 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
81,Siddarth Kaul,4.0,24,1,1.0,12,24.0,RCB,Zayed Cricket Stadium,06 October 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
82,Harshal Patel,4.0,27,5,0.0,12,4.8,MI,Chidambaram,09 April 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
83,Trent Boult,4.0,27,2,0.0,12,12.0,KKR,Chidambaram,13 April 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
84,Rashid Khan,4.0,27,1,0.0,12,24.0,CSK,Sharjah Cricket Stadium,30 September 2021,2021,Most Dot Balls Innings,Most Dot Balls Innings - 2021.csv
