POS,Player,Ov,Runs,Wkts,Maid,Dots,SR,Against,Venue,Match Date,Year,Metric,Source_File
50,Harmeet Singh Bansal,4.0,25,2,0.0,13,12.0,RR,Vidarbha Cricket Association Stadium,05 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
51,Vinay Kumar,4.0,25,0,0.0,13,0.0,RR,M. Chinnaswamy Stadium,18 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
52,Ashish Nehra,4.0,26,3,0.0,13,8.0,CSK,Chidambaram,15 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
53,Dale Steyn,4.0,27,1,0.0,13,24.0,KKR,M. Chinnaswamy Stadium,10 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
54,Shane Warne,4.0,28,1,0.0,13,24.0,RCB,Sawai Mansingh Stadium,14 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
55,Amit Mishra,4.0,32,3,0.0,13,8.0,RCB,Arun Jaitley Stadium,04 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
56,Sarabjit Ladda,4.0,37,1,0.0,13,24.0,RR,Arun Jaitley Stadium,31 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
57,Praveen Kumar,4.0,16,1,0.0,12,24.0,KKR,Eden Gardens,14 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
58,Muttiah Muralitharan,4.0,16,1,0.0,12,24.0,KKR,Eden Gardens,16 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
59,Juan Theron,4.0,17,2,0.0,12,12.0,CSK,Chidambaram,21 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
60,Dirk Nannes,4.0,18,1,0.0,12,24.0,CSK,Arun Jaitley Stadium,19 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
61,Ryan Harris,3.0,14,0,0.0,12,0.0,RCB,DY Patil Stadium,24 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
62,Dirk Nannes,3.1,15,1,0.0,12,19.0,KKR,Arun Jaitley Stadium,29 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
63,Pragyan Ojha,4.0,19,0,0.0,12,0.0,KKR,DY Patil Stadium,12 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
64,Ashok Dinda,4.0,21,2,0.0,12,12.0,DC,Eden Gardens,07 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
65,Chaminda Vaas,4.0,21,1,0.0,12,24.0,DC,Barabati Stadium,21 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
66,Pragyan Ojha,3.5,22,0,0.0,12,0.0,RCB,DY Patil Stadium,24 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
67,Dilhara Fernando,4.0,23,2,0.0,12,12.0,CSK,DY Patil Stadium,25 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
68,Pragyan Ojha,4.0,24,2,0.0,12,12.0,MI,DY Patil Stadium,28 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
69,Umesh Yadav,4.0,24,2,0.0,12,12.0,DEC,Arun Jaitley Stadium,18 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
70,Doug Bollinger,4.0,24,2,0.0,12,12.0,DC,Chidambaram,15 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
71,Dale Steyn,4.0,25,0,0.0,12,0.0,CSK,M. Chinnaswamy Stadium,23 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
72,Pankaj Singh,4.0,27,2,1.0,12,12.0,RR,Sawai Mansingh Stadium,14 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
73,Shalabh Srivastava,4.0,27,1,0.0,12,24.0,MI,Brabourne Stadium,30 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
74,Ryan Harris,4.0,27,1,0.0,12,24.0,PBKS,HPCA Stadium,16 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
75,Piyush Chawla,4.0,27,0,0.0,12,0.0,RR,Sawai Mansingh Stadium,07 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
76,Muttiah Muralitharan,4.0,28,0,0.0,12,0.0,DEC,Chidambaram,14 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
77,Anil Kumble,4.0,33,1,0.0,12,24.0,DC,Arun Jaitley Stadium,04 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
78,RP Singh,4.0,35,1,0.0,12,24.0,KKR,DY Patil Stadium,12 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
79,Lasith Malinga,4.0,36,2,0.0,12,12.0,PBKS,IS Bindra Stadium,09 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
80,Yuvraj Singh,4.0,14,1,0.0,11,24.0,DC,Arun Jaitley Stadium,11 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
81,Amit Mishra,4.0,15,1,0.0,11,24.0,PBKS,Arun Jaitley Stadium,11 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
82,Shane Warne,4.0,15,1,0.0,11,24.0,DEC,Narendra Modi Stadium,26 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
83,Anil Kumble,4.0,15,1,0.0,11,24.0,CSK,M. Chinnaswamy Stadium,23 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
84,Pragyan Ojha,4.0,16,2,0.0,11,12.0,DC,Arun Jaitley Stadium,18 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
85,Anil Kumble,4.0,16,1,0.0,11,24.0,CSK,Chidambaram,31 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
86,Ryan Harris,4.0,18,3,0.0,11,8.0,CSK,Vidarbha Cricket Association Stadium,10 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
87,Anil Kumble,4.0,18,1,0.0,11,24.0,MI,Brabourne Stadium,20 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
88,Zaheer Khan,4.0,18,1,0.0,11,24.0,RCB,Brabourne Stadium,20 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
89,Paul Collingwood,4.0,19,2,0.0,11,12.0,PBKS,Arun Jaitley Stadium,11 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
90,Tillakaratne Dilshan,4.0,19,1,0.0,11,24.0,CSK,Chidambaram,15 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
91,Jacques Kallis,4.0,19,1,0.0,11,24.0,RR,Sawai Mansingh Stadium,14 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
92,Ashok Dinda,4.0,20,1,0.0,11,24.0,MI,Eden Gardens,19 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
93,Ravichandran Ashwin,4.0,20,1,0.0,11,24.0,PBKS,HPCA Stadium,18 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
94,Yuvraj Singh,4.0,21,2,0.0,11,12.0,DEC,Barabati Stadium,19 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
95,Praveen Kumar,4.0,21,1,0.0,11,24.0,CSK,M. Chinnaswamy Stadium,23 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
96,Pragyan Ojha,4.0,22,2,0.0,11,12.0,RCB,Vidarbha Cricket Association Stadium,12 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
97,Shaun Tait,4.0,22,2,0.0,11,12.0,CSK,Narendra Modi Stadium,28 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
98,Ravichandran Ashwin,4.0,22,1,0.0,11,24.0,KKR,Eden Gardens,16 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
99,Dirk Nannes,4.0,22,0,0.0,11,0.0,DEC,Arun Jaitley Stadium,18 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
100,Ryan McLaren,4.0,23,1,0.0,11,24.0,CSK,Brabourne Stadium,25 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
101,Harbhajan Singh,4.0,23,1,0.0,11,24.0,CSK,Chidambaram,06 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
102,Lasith Malinga,3.2,20,1,0.0,11,20.0,DEC,Brabourne Stadium,03 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
103,Pragyan Ojha,4.0,26,3,0.0,11,8.0,MI,Brabourne Stadium,03 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
104,Andrew Symonds,4.0,26,2,0.0,11,12.0,KKR,Eden Gardens,01 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
105,Shaun Tait,4.0,26,0,0.0,11,0.0,DC,Narendra Modi Stadium,15 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
106,Irfan Pathan,3.4,24,3,0.0,11,7.33,DC,Arun Jaitley Stadium,11 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
107,Dirk Nannes,4.0,27,1,0.0,11,24.0,RR,Narendra Modi Stadium,15 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
108,Ishant Sharma,4.0,27,0,0.0,11,0.0,RCB,Eden Gardens,14 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
109,Ali Murtaza,4.0,27,0,0.0,11,0.0,KKR,Eden Gardens,19 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
110,Ramesh Powar,4.0,28,2,0.0,11,12.0,CSK,HPCA Stadium,18 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
111,Thilan Thushara,4.0,28,2,0.0,11,12.0,RR,Narendra Modi Stadium,28 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
112,Piyush Chawla,4.0,28,1,0.0,11,24.0,CSK,HPCA Stadium,18 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
113,Dilhara Fernando,4.0,28,1,0.0,11,24.0,RCB,DY Patil Stadium,21 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
114,Shane Bond,4.0,28,1,0.0,11,24.0,DEC,Eden Gardens,01 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
115,Albie Morkel,4.0,28,1,0.0,11,24.0,RCB,M. Chinnaswamy Stadium,23 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
116,Sarabjit Ladda,4.0,28,0,0.0,11,0.0,RR,Narendra Modi Stadium,15 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
117,Irfan Pathan,3.5,27,1,0.0,11,23.0,DC,IS Bindra Stadium,13 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
118,Shadab Jakati,4.0,29,1,0.0,11,24.0,DEC,Vidarbha Cricket Association Stadium,10 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
119,Pradeep Sangwan,4.0,32,1,0.0,11,24.0,PBKS,IS Bindra Stadium,13 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
120,Lasith Malinga,4.0,33,0,0.0,11,0.0,CSK,DY Patil Stadium,25 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
121,Ryan Harris,4.0,34,2,0.0,11,12.0,RR,Vidarbha Cricket Association Stadium,05 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
122,Pradeep Sangwan,4.0,35,2,0.0,11,12.0,MI,Brabourne Stadium,13 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
123,MF Maharoof,4.0,37,2,0.0,11,12.0,PBKS,IS Bindra Stadium,13 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
124,Ryan Harris,4.0,37,2,0.0,11,12.0,RCB,M. Chinnaswamy Stadium,08 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
125,Doug Bollinger,4.0,39,1,0.0,11,24.0,MI,Chidambaram,06 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
126,Amit Mishra,4.0,41,0,0.0,11,0.0,KKR,Eden Gardens,07 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
127,RP Singh,4.0,43,1,0.0,11,24.0,PBKS,Barabati Stadium,19 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
128,Kieron Pollard,4.0,15,0,0.0,10,0.0,DC,Brabourne Stadium,13 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
129,Amit Mishra,3.0,12,1,0.0,10,18.0,DEC,Barabati Stadium,21 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
130,Kieron Pollard,4.0,17,3,0.0,10,8.0,RCB,DY Patil Stadium,21 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
131,Andrew Symonds,4.0,18,1,0.0,10,24.0,CSK,DY Patil Stadium,22 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
132,Amit Mishra,4.0,18,1,0.0,10,24.0,KKR,Arun Jaitley Stadium,29 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
133,Siddharth Trivedi,4.0,18,0,0.0,10,0.0,CSK,Narendra Modi Stadium,28 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
134,Dale Steyn,4.0,18,0,0.0,10,0.0,MI,M. Chinnaswamy Stadium,17 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
135,Ashok Dinda,3.1,15,2,0.0,10,9.5,RCB,M. Chinnaswamy Stadium,10 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
136,Angelo Mathews,4.0,19,4,0.0,10,6.0,RCB,Eden Gardens,14 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
137,RP Singh,4.0,21,2,0.0,10,12.0,RCB,Vidarbha Cricket Association Stadium,12 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
138,Harmeet Singh Bansal,4.0,21,1,0.0,10,24.0,CSK,Vidarbha Cricket Association Stadium,10 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
139,Lasith Malinga,4.0,22,4,0.0,10,6.0,PBKS,Brabourne Stadium,30 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
140,Shaun Tait,4.0,22,3,0.0,10,8.0,DEC,Narendra Modi Stadium,26 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
141,Ravichandran Ashwin,4.0,22,2,0.0,10,12.0,MI,Chidambaram,06 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
142,Yusuf Pathan,4.0,23,2,0.0,10,12.0,KKR,Narendra Modi Stadium,20 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
143,Andrew Symonds,4.0,23,1,0.0,10,24.0,CSK,Vidarbha Cricket Association Stadium,10 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
144,Amit Mishra,4.0,23,1,0.0,10,24.0,PBKS,IS Bindra Stadium,13 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
145,Shadab Jakati,4.0,23,1,0.0,10,24.0,KKR,Chidambaram,13 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
146,Ramesh Powar,4.0,23,0,0.0,10,0.0,KKR,Eden Gardens,04 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
147,Lasith Malinga,4.0,23,0,0.0,10,0.0,RR,Sawai Mansingh Stadium,11 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
148,Ashok Dinda,4.0,24,2,0.0,10,12.0,RR,Eden Gardens,17 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
149,Shanthakumaran Sreesanth,4.0,24,2,0.0,10,12.0,DC,IS Bindra Stadium,13 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
150,Kieron Pollard,4.0,24,1,0.0,10,24.0,DC,Arun Jaitley Stadium,17 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
1,Morne Morkel,4.0,32,1,0.0,18,24.0,PBKS,Arun Jaitley Stadium,23 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
2,Rahul Sharma,4.0,7,2,0.0,17,12.0,MI,DY Patil Stadium,04 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
3,Rahul Sharma,4.0,13,3,1.0,17,8.0,RR,Sawai Mansingh Stadium,01 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
4,RP Singh,4.0,17,1,0.0,17,24.0,RR,Holkar Cricket Stadium,15 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
5,Munaf Patel,4.0,18,2,1.0,17,12.0,RR,Sawai Mansingh Stadium,29 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
6,Praveen Kumar,4.0,19,2,1.0,17,12.0,MI,IS Bindra Stadium,10 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
7,Amit Mishra,4.0,9,4,1.0,16,6.0,PBKS,HPCA Stadium,21 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
8,Brad Hodge,4.0,13,4,0.0,16,6.0,RR,Holkar Cricket Stadium,15 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
9,Lasith Malinga,3.4,13,5,1.0,16,4.4,DC,Arun Jaitley Stadium,10 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
10,Ishant Sharma,4.0,16,2,0.0,16,12.0,DC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
11,Shanthakumaran Sreesanth,4.0,16,2,0.0,16,12.0,RR,Holkar Cricket Stadium,15 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
12,Pragyan Ojha,4.0,16,0,0.0,16,0.0,MI,Wankhede Stadium,14 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
13,Dale Steyn,4.0,18,2,0.0,16,12.0,RR,Rajiv Gandhi Intl. Cricket Stadium,09 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
14,Amit Singh,4.0,18,1,1.0,16,24.0,DC,Sawai Mansingh Stadium,12 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
15,Dale Steyn,3.3,16,3,1.0,16,7.0,KTK,Jawaharlal Nehru Stadium,27 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
16,Wayne Parnell,4.0,20,1,0.0,16,24.0,PBKS,DY Patil Stadium,10 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
17,Shanthakumaran Sreesanth,4.0,22,0,1.0,16,0.0,DEC,Jawaharlal Nehru Stadium,27 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
18,RP Singh,4.0,25,4,0.0,16,6.0,PBKS,Holkar Cricket Stadium,13 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
19,Brett Lee,4.0,8,0,0.0,15,0.0,CSK,Eden Gardens,07 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
20,Shanthakumaran Sreesanth,4.0,10,2,1.0,15,12.0,DC,Jawaharlal Nehru Stadium,30 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
21,Amit Singh,4.0,14,2,0.0,15,12.0,MI,Sawai Mansingh Stadium,29 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
22,Daniel Vettori,4.0,15,2,0.0,15,12.0,CSK,M. Chinnaswamy Stadium,22 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
23,Piyush Chawla,4.0,17,4,0.0,15,6.0,RCB,HPCA Stadium,17 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
24,Shane Warne,4.0,17,2,0.0,15,12.0,DC,Sawai Mansingh Stadium,12 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
25,Praveen Kumar,4.0,17,1,1.0,15,24.0,PWI,IS Bindra Stadium,08 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
26,Zaheer Khan,4.0,19,2,1.0,15,12.0,CSK,M. Chinnaswamy Stadium,22 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
27,Albie Morkel,4.0,19,1,1.0,15,24.0,MI,Wankhede Stadium,22 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
28,Irfan Pathan,4.0,23,1,1.0,15,24.0,MI,Wankhede Stadium,07 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
29,RP Singh,4.0,24,1,0.0,15,24.0,CSK,Jawaharlal Nehru Stadium,18 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
30,Zaheer Khan,4.0,31,2,0.0,15,12.0,CSK,Wankhede Stadium,24 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
31,Praveen Kumar,4.0,32,1,1.0,15,24.0,DC,HPCA Stadium,15 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
32,Sreenath Aravind,4.0,14,4,0.0,14,6.0,PBKS,M. Chinnaswamy Stadium,06 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
33,Amit Mishra,4.0,14,2,0.0,14,12.0,MI,Rajiv Gandhi Intl. Cricket Stadium,24 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
34,Raiphi Gomez,4.0,14,2,1.0,14,12.0,KKR,Jawaharlal Nehru Stadium,05 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
35,Ali Murtaza,4.0,15,0,0.0,14,0.0,RR,Sawai Mansingh Stadium,29 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
36,Piyush Chawla,4.0,16,3,0.0,14,8.0,DC,HPCA Stadium,15 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
37,Alfonso Thomas,4.0,16,1,0.0,14,24.0,MI,Wankhede Stadium,20 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
38,Ryan Harris,4.0,16,1,0.0,14,24.0,DC,HPCA Stadium,15 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
39,Roelof van der Merwe,4.0,16,0,0.0,14,0.0,MI,Arun Jaitley Stadium,10 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
40,Ankeet Chavan,4.0,17,0,0.0,14,0.0,MI,Wankhede Stadium,20 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
41,Dan Christian,3.0,13,2,0.0,14,9.0,PWI,DY Patil Stadium,16 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
42,Jacques Kallis,4.0,18,2,0.0,14,12.0,MI,Wankhede Stadium,25 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
43,Iqbal Abdulla,4.0,19,2,0.0,14,12.0,PBKS,Eden Gardens,30 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
44,Sreenath Aravind,4.0,20,2,0.0,14,12.0,CSK,M. Chinnaswamy Stadium,22 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
45,Lasith Malinga,4.0,20,1,0.0,14,24.0,RR,Sawai Mansingh Stadium,29 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
46,Doug Bollinger,4.0,21,3,1.0,14,8.0,PWI,DY Patil Stadium,27 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
47,Ishant Sharma,4.0,21,1,0.0,14,24.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,14 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
48,Chris Gayle,4.0,26,1,0.0,14,24.0,KTK,M. Chinnaswamy Stadium,08 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
49,Varun Aaron,4.0,26,0,0.0,14,0.0,PBKS,HPCA Stadium,15 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
50,P Parameswaran,4.0,29,2,0.0,14,12.0,DC,Arun Jaitley Stadium,02 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
51,Johan van der Wath,4.0,30,1,0.0,14,24.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,14 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
52,Pragyan Ojha,4.0,35,2,0.0,14,12.0,PWI,DY Patil Stadium,16 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
53,Lasith Malinga,4.0,9,3,0.0,13,8.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,24 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
54,Morne Morkel,4.0,11,1,0.0,13,24.0,RR,Sawai Mansingh Stadium,12 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
55,Wayne Parnell,4.0,12,2,0.0,13,12.0,PBKS,IS Bindra Stadium,08 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
56,Shane Warne,4.0,13,1,0.0,13,24.0,MI,Sawai Mansingh Stadium,29 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
57,Praveen Kumar,3.0,11,0,1.0,13,0.0,RCB,HPCA Stadium,17 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
58,Siddharth Trivedi,4.0,15,3,0.0,13,8.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,09 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
59,Iqbal Abdulla,4.0,15,1,0.0,13,24.0,CSK,Eden Gardens,07 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
60,Shakib Al Hasan,4.0,16,2,0.0,13,12.0,PWI,DY Patil Stadium,19 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
61,Ali Murtaza,4.0,18,2,0.0,13,12.0,PWI,Wankhede Stadium,20 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
