Unnamed: 0,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date,Year,Metric,Source_File
1320,Chris Gayle,73,32,228.12,4,8,PBKS,M. Chinnaswamy Stadium,18 May 2016,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1321,Krunal Pandya,36,17,211.76,4,2,DC,Arun Jaitley Stadium,23 April 2016,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1322,Yusuf Pathan,37,18,205.55,4,3,RPS,Eden Gardens,14 May 2016,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1323,Kieron Pollard,39,19,205.26,4,3,RCB,Wankhede Stadium,20 April 2016,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1324,Dwayne Bravo,20,10,200.0,4,0,SRH,Arun Jaitley Stadium,27 May 2016,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1325,Chris Gayle,76,38,200.0,4,8,SRH,M. Chinnaswamy Stadium,29 May 2016,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1326,MS Dhoni,64,32,200.0,4,5,PBKS,ACA-VDCA Stadium,21 May 2016,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1327,Steve Smith,45,23,195.65,4,3,MI,Maharashtra Cricket Association's International Stadium,01 May 2016,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1328,Chris Morris,38,20,190.0,4,2,RPS,ACA-VDCA Stadium,17 May 2016,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1329,Rohit Sharma,30,17,176.47,4,2,GL,Green Park,21 May 2016,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1330,Ambati Rayudu,65,37,175.67,4,4,PBKS,IS Bindra Stadium,25 April 2016,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1331,Wriddhiman Saha,33,19,173.68,4,0,GL,Saurashtra Cricket Association Stadium,01 May 2016,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1332,Shikhar Dhawan,51,30,170.0,4,3,KKR,Eden Gardens,22 May 2016,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1333,Yuvraj Singh,38,23,165.21,4,2,RCB,M. Chinnaswamy Stadium,29 May 2016,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1334,Manan Vohra,38,23,165.21,4,2,GL,IS Bindra Stadium,11 April 2016,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1335,KL Rahul,38,23,165.21,4,1,DC,Shaheed Veer Narayan Singh International Cricket Stadium,22 May 2016,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1336,Dinesh Karthik,33,20,165.0,4,0,RPS,Maharashtra Cricket Association's International Stadium,29 April 2016,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1337,Dwayne Smith,37,23,160.86,4,2,MI,Green Park,21 May 2016,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1338,Murali Vijay,25,16,156.25,4,0,DC,IS Bindra Stadium,07 May 2016,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1339,Dwayne Smith,27,18,150.0,4,1,KKR,Eden Gardens,08 May 2016,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1340,Marcus Stoinis,33,22,150.0,4,0,GL,IS Bindra Stadium,11 April 2016,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1341,Robin Uthappa,25,17,147.05,4,0,SRH,Eden Gardens,22 May 2016,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1342,Usman Khawaja,19,13,146.15,4,0,DC,ACA-VDCA Stadium,17 May 2016,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1343,KL Rahul,51,35,145.71,4,3,GL,Saurashtra Cricket Association Stadium,24 April 2016,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1344,Murali Vijay,59,41,143.9,4,3,RPS,ACA-VDCA Stadium,21 May 2016,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1345,Quinton de Kock,40,28,142.85,4,2,MI,ACA-VDCA Stadium,15 May 2016,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1346,Rohit Sharma,62,44,140.9,4,3,RCB,Wankhede Stadium,20 April 2016,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1347,Ravindra Jadeja,21,15,140.0,4,0,MI,Green Park,21 May 2016,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1348,Parthiv Patel,21,15,140.0,4,0,RPS,Maharashtra Cricket Association's International Stadium,01 May 2016,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1349,Sanju Samson,49,35,140.0,4,1,PBKS,IS Bindra Stadium,07 May 2016,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1350,Shreyas Iyer,96,57,168.42,15,2,GL,Green Park,10 May 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1351,Shaun Marsh,84,50,168.0,14,2,SRH,IS Bindra Stadium,28 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1352,Gautam Gambhir,76,48,158.33,12,0,GL,Saurashtra Cricket Association Stadium,07 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1353,Yuvraj Singh,70,41,170.73,11,1,DC,Arun Jaitley Stadium,02 May 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1354,Wriddhiman Saha,93,55,169.09,11,3,MI,Wankhede Stadium,11 May 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1355,Gautam Gambhir,72,49,146.93,11,0,PBKS,Eden Gardens,13 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1356,Gautam Gambhir,71,52,136.53,11,0,DC,Eden Gardens,28 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1357,David Warner,126,59,213.55,10,8,KKR,Rajiv Gandhi Intl. Cricket Stadium,30 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1358,Sunil Narine,42,17,247.05,9,1,GL,Eden Gardens,21 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1359,Manan Vohra,95,50,190.0,9,5,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1360,Suresh Raina,84,46,182.6,9,4,KKR,Eden Gardens,21 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1361,Rahul Tripathi,93,52,178.84,9,7,KKR,Eden Gardens,03 May 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1362,Hashim Amla,65,40,162.5,9,2,GL,Saurashtra Cricket Association Stadium,23 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1363,Shikhar Dhawan,77,48,160.41,9,1,PBKS,IS Bindra Stadium,28 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1364,Parthiv Patel,70,44,159.09,9,1,GL,Saurashtra Cricket Association Stadium,29 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1365,Vijay Shankar,63,44,143.18,9,0,GL,Green Park,13 May 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1366,Karun Nair,64,45,142.22,9,0,RPS,Arun Jaitley Stadium,12 May 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1367,Sam Billings,55,40,137.5,9,0,PBKS,Arun Jaitley Stadium,15 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1368,David Warner,69,52,132.69,9,0,GL,Green Park,13 May 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1369,Saurabh Tiwary,52,43,120.93,9,0,KKR,Eden Gardens,13 May 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1370,Dwayne Smith,74,39,189.74,8,4,PBKS,IS Bindra Stadium,07 May 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1371,Hashim Amla,104,60,173.33,8,5,GL,IS Bindra Stadium,07 May 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1372,Hashim Amla,104,60,173.33,8,6,MI,Holkar Cricket Stadium,20 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1373,Sanju Samson,102,63,161.9,8,5,RPS,Maharashtra Cricket Association's International Stadium,11 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1374,Chris Lynn,84,52,161.53,8,3,PBKS,IS Bindra Stadium,09 May 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1375,Dwayne Smith,47,30,156.66,8,1,RPS,Saurashtra Cricket Association Stadium,14 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1376,Krunal Pandya,45,30,150.0,8,0,KKR,M. Chinnaswamy Stadium,19 May 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1377,Robin Uthappa,72,48,150.0,8,2,GL,Eden Gardens,21 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1378,Yuvraj Singh,62,27,229.62,7,3,RCB,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1379,Jos Buttler,77,37,208.1,7,5,PBKS,Holkar Cricket Stadium,20 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1380,Robin Uthappa,87,47,185.1,7,6,RPS,Maharashtra Cricket Association's International Stadium,26 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1381,Parthiv Patel,38,23,165.21,7,0,PBKS,Wankhede Stadium,11 May 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1382,Rahul Tripathi,38,23,165.21,7,0,KKR,Maharashtra Cricket Association's International Stadium,26 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1383,Dwayne Smith,54,33,163.63,7,2,SRH,Green Park,13 May 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1384,Ben Stokes,103,63,163.49,7,6,GL,Maharashtra Cricket Association's International Stadium,01 May 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1385,Parthiv Patel,39,24,162.5,7,0,SRH,Wankhede Stadium,12 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1386,Sanju Samson,39,25,156.0,7,0,KKR,Arun Jaitley Stadium,17 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1387,Steve Smith,84,54,155.55,7,3,MI,Maharashtra Cricket Association's International Stadium,06 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1388,David Warner,49,34,144.11,7,2,MI,Wankhede Stadium,12 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1389,Shikhar Dhawan,70,50,140.0,7,1,DC,Rajiv Gandhi Intl. Cricket Stadium,19 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1390,Suresh Raina,68,51,133.33,7,0,KKR,Saurashtra Cricket Association Stadium,07 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1391,David Warner,70,54,129.62,7,2,PBKS,Rajiv Gandhi Intl. Cricket Stadium,17 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1392,Virat Kohli,64,50,128.0,7,1,GL,Saurashtra Cricket Association Stadium,18 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1393,Sunil Narine,54,17,317.64,6,4,RCB,M. Chinnaswamy Stadium,07 May 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1394,Chris Lynn,93,41,226.82,6,8,GL,Saurashtra Cricket Association Stadium,07 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1395,Rishabh Pant,97,43,225.58,6,9,GL,Arun Jaitley Stadium,04 May 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1396,Sunil Narine,34,17,200.0,6,1,RCB,Eden Gardens,23 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1397,Moises Henriques,55,28,196.42,6,2,RPS,Maharashtra Cricket Association's International Stadium,22 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1398,Dinesh Karthik,47,25,188.0,6,2,KKR,Saurashtra Cricket Association Stadium,07 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1399,Martin Guptill,50,27,185.18,6,3,DC,IS Bindra Stadium,30 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1400,Aaron Finch,69,39,176.92,6,4,DC,Green Park,10 May 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1401,Ajinkya Rahane,60,34,176.47,6,3,MI,Maharashtra Cricket Association's International Stadium,06 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1402,Kane Williamson,89,51,174.5,6,5,DC,Rajiv Gandhi Intl. Cricket Stadium,19 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1403,Ambati Rayudu,63,37,170.27,6,3,KKR,Eden Gardens,13 May 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1404,David Warner,76,45,168.88,6,4,GL,Rajiv Gandhi Intl. Cricket Stadium,09 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1405,Steve Smith,43,28,153.57,6,1,GL,Saurashtra Cricket Association Stadium,14 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1406,Rohit Sharma,56,37,151.35,6,1,RCB,Wankhede Stadium,01 May 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1407,Yusuf Pathan,59,39,151.28,6,2,DC,Arun Jaitley Stadium,17 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1408,Rohit Sharma,67,45,148.88,6,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,08 May 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1409,Rohit Sharma,58,39,148.71,6,3,RPS,Wankhede Stadium,24 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1410,Brendon McCullum,64,44,145.45,6,3,MI,Wankhede Stadium,16 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1411,Rahul Tripathi,59,41,143.9,6,3,SRH,Maharashtra Cricket Association's International Stadium,22 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1412,Ishan Kishan,48,35,137.14,6,2,MI,Saurashtra Cricket Association Stadium,29 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1413,Shaun Marsh,58,43,134.88,6,0,GL,IS Bindra Stadium,07 May 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1414,Gautam Gambhir,62,46,134.78,6,1,RPS,Maharashtra Cricket Association's International Stadium,26 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1415,Moises Henriques,52,39,133.33,6,0,GL,Rajiv Gandhi Intl. Cricket Stadium,09 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1416,Dinesh Karthik,58,44,131.81,6,0,PBKS,Saurashtra Cricket Association Stadium,23 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1417,Moises Henriques,44,35,125.71,6,0,MI,Rajiv Gandhi Intl. Cricket Stadium,08 May 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1418,Kedar Jadhav,38,16,237.5,5,2,GL,Saurashtra Cricket Association Stadium,18 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1419,Chris Lynn,50,22,227.27,5,4,RCB,M. Chinnaswamy Stadium,07 May 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1420,Aaron Finch,72,34,211.76,5,6,RCB,M. Chinnaswamy Stadium,27 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1421,Chris Gayle,77,38,202.63,5,7,GL,Saurashtra Cricket Association Stadium,18 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1422,Martin Guptill,36,18,200.0,5,1,MI,Wankhede Stadium,11 May 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1423,Karun Nair,30,15,200.0,5,1,GL,Green Park,10 May 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1424,Karun Nair,39,20,195.0,5,2,SRH,Arun Jaitley Stadium,02 May 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1425,Brendon McCullum,33,17,194.11,5,1,KKR,Eden Gardens,21 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1426,Dinesh Karthik,65,34,191.17,5,5,DC,Arun Jaitley Stadium,04 May 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1427,Kedar Jadhav,69,37,186.48,5,5,DC,M. Chinnaswamy Stadium,08 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1428,Lendl Simmons,59,32,184.37,5,4,PBKS,Wankhede Stadium,11 May 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1429,Kieron Pollard,63,35,180.0,5,4,DC,Arun Jaitley Stadium,06 May 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1430,MS Dhoni,61,34,179.41,5,3,SRH,Maharashtra Cricket Association's International Stadium,22 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1431,Suresh Raina,77,43,179.06,5,4,DC,Arun Jaitley Stadium,04 May 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1432,Robin Uthappa,59,33,178.78,5,4,DC,Eden Gardens,28 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1433,Robin Uthappa,68,39,174.35,5,4,SRH,Eden Gardens,15 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1434,Nitish Rana,50,29,172.41,5,3,KKR,Wankhede Stadium,09 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1435,Manish Pandey,81,47,172.34,5,5,MI,Wankhede Stadium,09 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1436,Brendon McCullum,45,27,166.66,5,2,RPS,Maharashtra Cricket Association's International Stadium,01 May 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1437,Shreyas Iyer,50,31,161.29,5,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,19 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1438,Kane Williamson,40,25,160.0,5,0,KKR,Rajiv Gandhi Intl. Cricket Stadium,30 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1439,Lendl Simmons,66,43,153.48,5,4,DC,Arun Jaitley Stadium,06 May 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1440,Brendon McCullum,49,32,153.12,5,3,RPS,Saurashtra Cricket Association Stadium,14 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1441,Ishan Kishan,61,40,152.5,5,4,SRH,Green Park,13 May 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1442,Mandeep Singh,24,16,150.0,5,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1443,Jason Roy,31,21,147.61,5,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,09 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1444,Karun Nair,33,23,143.47,5,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,19 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1445,Steve Smith,45,32,140.62,5,1,RCB,Maharashtra Cricket Association's International Stadium,29 April 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1446,Ishan Kishan,34,25,136.0,5,1,DC,Green Park,10 May 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1447,Manoj Tiwary,60,45,133.33,5,3,DC,Arun Jaitley Stadium,12 May 2017,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
