POS,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date,Year,Metric,Source_File
21,Ajit Agarkar,4.0,41,0,0.0,DEC,New Wanderers Stadium,16 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
22,Albie Morkel,4.0,41,1,24.0,DC,Kingsmead,23 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
23,Lakshmipathy Balaji,4.0,41,1,24.0,PBKS,Supersport Park,07 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
24,Lakshmipathy Balaji,3.3,41,1,21.0,DEC,Kingsmead,27 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
25,Ishant Sharma,4.0,40,0,0.0,RCB,Supersport Park,12 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
26,Jacques Kallis,4.0,40,0,0.0,KKR,Supersport Park,12 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
27,Ishant Sharma,4.0,40,0,0.0,RCB,Supersport Park,12 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
28,Irfan Pathan,4.0,40,1,24.0,RR,Kingsmead,05 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
29,Harmeet Singh Bansal,3.5,40,0,0.0,KKR,New Wanderers Stadium,16 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
30,Lakshmipathy Balaji,3.0,40,0,0.0,KKR,Supersport Park,18 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
31,Anil Kumble,4.0,39,0,0.0,DEC,Newlands,22 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
32,Ajantha Mendis,4.0,39,0,0.0,MI,St George's Park,27 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
33,Ryan Harris,4.0,39,0,0.0,CSK,Buffalo Park,04 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
34,Munaf Patel,4.0,39,2,12.0,DC,OUTsurance Oval,17 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
35,Amit Mishra,3.0,39,0,0.0,DEC,Kingsmead,13 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
36,Albie Morkel,3.0,39,0,0.0,KKR,Supersport Park,18 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
37,Ajantha Mendis,4.0,38,0,0.0,CSK,Supersport Park,18 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
38,Lasith Malinga,4.0,38,1,24.0,DC,Supersport Park,21 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
39,Irfan Pathan,4.0,38,1,24.0,CSK,Supersport Park,07 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
40,Vinay Kumar,4.0,38,2,12.0,CSK,New Wanderers Stadium,23 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
41,Shane Warne,3.0,38,2,9.0,PBKS,Kingsmead,05 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
42,Shane Warne,4.0,37,0,0.0,PBKS,Newlands,26 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
43,Irfan Pathan,4.0,37,0,0.0,KKR,St George's Park,03 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
44,Muttiah Muralitharan,4.0,37,0,0.0,PBKS,Supersport Park,07 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
45,Praveen Kumar,4.0,37,1,24.0,DEC,Newlands,22 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
46,Shanthakumaran Sreesanth,4.0,37,1,24.0,CSK,Supersport Park,07 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
47,Shanthakumaran Sreesanth,4.0,37,1,24.0,DEC,De Beers Diamond Oval,09 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
48,Lasith Malinga,4.0,37,1,24.0,RCB,St George's Park,10 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
49,Praveen Kumar,4.0,37,2,12.0,CSK,St George's Park,20 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
50,Jacques Kallis,3.0,37,0,0.0,DC,St George's Park,26 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
51,Praveen Kumar,4.0,36,0,0.0,PBKS,Kingsmead,24 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
52,Moises Henriques,4.0,36,0,0.0,DC,Kingsmead,05 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
53,RP Singh,4.0,36,1,24.0,CSK,Buffalo Park,04 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
54,Shadab Jakati,4.0,36,1,24.0,KKR,Supersport Park,18 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
55,Shane Warne,4.0,36,1,24.0,DEC,De Beers Diamond Oval,11 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
56,Ishant Sharma,4.0,36,2,12.0,KKR,Newlands,23 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
57,Ishant Sharma,4.0,36,2,12.0,RR,Newlands,23 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
58,Yusuf Abdulla,4.0,36,4,6.0,RCB,Kingsmead,01 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
59,Munaf Patel,3.0,36,1,18.0,KKR,Newlands,23 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
60,Albie Morkel,3.0,36,1,18.0,PBKS,Supersport Park,07 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
61,Dhawal Kulkarni,3.0,36,1,18.0,DC,Supersport Park,21 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
62,Vikram Singh,2.0,36,0,0.0,CSK,Supersport Park,07 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
63,Moises Henriques,4.0,35,1,24.0,DC,New Wanderers Stadium,10 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
64,Venugopal Rao,4.0,35,1,24.0,CSK,Kingsmead,27 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
65,Kamran Khan,4.0,35,1,24.0,DC,Supersport Park,28 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
66,Dale Steyn,4.0,35,1,24.0,CSK,St George's Park,20 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
67,Anureet Singh,4.0,35,2,12.0,RR,Newlands,23 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
68,Shadab Jakati,4.0,35,2,12.0,RR,De Beers Diamond Oval,09 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
69,Irfan Pathan,4.0,35,3,8.0,RCB,Kingsmead,24 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
70,Praveen Kumar,3.4,35,1,22.0,CSK,Kingsmead,14 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
71,Siddharth Trivedi,3.0,35,0,0.0,CSK,Supersport Park,30 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
72,Kamran Khan,2.4,35,0,0.0,CSK,Supersport Park,30 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
73,Amit Mishra,4.1,34,3,8.33,RR,Supersport Park,28 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
74,Zaheer Khan,4.0,34,0,0.0,CSK,Newlands,18 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
75,Ashok Dinda,4.0,34,1,24.0,PBKS,Kingsmead,21 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
76,Ryan Harris,4.0,34,1,24.0,RCB,New Wanderers Stadium,24 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
77,Sanath Jayasuriya,4.0,34,2,12.0,CSK,Newlands,18 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
78,Dwayne Bravo,4.0,34,3,8.0,DEC,Kingsmead,25 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
79,Yusuf Pathan,4.0,34,3,8.0,DEC,De Beers Diamond Oval,11 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
80,Muttiah Muralitharan,4.0,33,0,0.0,RR,Supersport Park,30 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
81,Venugopal Rao,4.0,33,0,0.0,MI,Kingsmead,25 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
82,Yusuf Abdulla,4.0,33,1,24.0,KKR,St George's Park,03 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
83,RP Singh,4.0,33,2,12.0,DC,Supersport Park,22 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
84,Vinay Kumar,4.0,33,2,12.0,KKR,Supersport Park,12 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
85,Amit Mishra,4.0,33,3,8.0,RR,OUTsurance Oval,17 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
86,Siddharth Trivedi,3.0,33,1,18.0,DEC,De Beers Diamond Oval,11 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
87,Ramesh Powar,3.0,33,1,18.0,RR,Kingsmead,05 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
88,Anil Kumble,4.0,32,0,0.0,MI,St George's Park,10 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
89,Zaheer Khan,4.0,32,0,0.0,DEC,Kingsmead,25 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
90,Vinay Kumar,4.0,32,0,0.0,MI,New Wanderers Stadium,03 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
91,Johan Botha,4.0,32,0,0.0,MI,Kingsmead,14 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
92,Amit Mishra,4.0,32,1,24.0,DEC,Supersport Park,30 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
93,Albie Morkel,4.0,32,1,24.0,DC,New Wanderers Stadium,02 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
94,Lasith Malinga,4.0,32,1,24.0,PBKS,Supersport Park,12 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
95,Lakshmipathy Balaji,4.0,32,1,24.0,RCB,Kingsmead,14 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
96,Chetanya Nanda,4.0,32,1,24.0,RCB,St George's Park,10 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
97,Roelof van der Merwe,4.0,32,1,24.0,DEC,Supersport Park,21 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
98,Piyush Chawla,4.0,32,1,24.0,MI,Supersport Park,12 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
99,Moises Henriques,4.0,32,1,24.0,PBKS,Kingsmead,21 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
100,Thilan Thushara,4.0,32,1,24.0,MI,Newlands,18 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
101,Manpreet Gony,4.0,32,2,12.0,MI,Newlands,18 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
102,Shane Warne,4.0,32,2,12.0,DC,Supersport Park,28 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
103,Irfan Pathan,4.0,32,2,12.0,CSK,Kingsmead,20 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
104,Scott Styris,4.0,32,2,12.0,KKR,Newlands,19 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
105,Pragyan Ojha,4.0,32,2,12.0,RCB,Supersport Park,21 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
106,Dillon du Preez,4.0,32,3,8.0,MI,New Wanderers Stadium,03 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
107,Scott Styris,4.0,32,3,8.0,RCB,Newlands,22 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
108,Dwayne Bravo,3.0,32,0,0.0,RCB,New Wanderers Stadium,03 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
109,Jaskaran Singh,3.0,32,0,0.0,RCB,Supersport Park,21 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
110,RP Singh,3.0,32,1,18.0,CSK,Kingsmead,27 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
111,Balachandra Akhil,3.0,32,1,18.0,KKR,Supersport Park,12 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
112,Brett Lee,4.0,31,0,0.0,DEC,New Wanderers Stadium,17 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
113,Praveen Kumar,4.0,31,0,0.0,RR,Supersport Park,07 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
114,Ryan Harris,4.0,31,0,0.0,PBKS,New Wanderers Stadium,17 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
115,Albie Morkel,4.0,31,1,24.0,MI,St George's Park,16 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
116,Sanath Jayasuriya,4.0,31,1,24.0,DEC,Supersport Park,06 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
117,Roelof van der Merwe,4.0,31,1,24.0,DC,New Wanderers Stadium,19 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
118,Harbhajan Singh,4.0,31,1,24.0,RR,Kingsmead,14 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
119,Pankaj Singh,4.0,31,2,12.0,DC,St George's Park,26 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
120,Kevin Pietersen,4.0,31,2,12.0,DEC,Newlands,22 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
121,Zaheer Khan,4.0,31,3,8.0,KKR,Buffalo Park,01 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
122,Yusuf Abdulla,4.0,31,4,6.0,RCB,Kingsmead,24 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
123,Chris Gayle,3.5,31,0,0.0,RCB,Kingsmead,29 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
124,Shoaib Ahmed,3.0,31,0,0.0,CSK,Kingsmead,27 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
125,Dwayne Bravo,3.0,31,2,9.0,KKR,St George's Park,27 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
126,Angelo Mathews,2.2,31,0,0.0,RCB,Supersport Park,12 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
127,Anil Kumble,4.0,30,0,0.0,CSK,New Wanderers Stadium,23 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
128,Yusuf Pathan,4.0,30,0,0.0,PBKS,Newlands,26 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
129,Andrew Symonds,4.0,30,0,0.0,RR,De Beers Diamond Oval,11 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
130,Jacob Oram,4.0,30,1,24.0,MI,Newlands,18 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
131,Lasith Malinga,4.0,30,1,24.0,DC,Buffalo Park,08 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
132,Tyron Henderson,4.0,30,1,24.0,RCB,Newlands,18 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
133,Vinay Kumar,4.0,30,1,24.0,MI,St George's Park,10 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
134,Vinay Kumar,4.0,30,2,12.0,DEC,New Wanderers Stadium,24 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
135,Piyush Chawla,4.0,30,2,12.0,RR,Kingsmead,05 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
136,Praveen Kumar,4.0,30,3,8.0,DC,New Wanderers Stadium,19 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
137,RP Singh,3.1,30,0,0.0,KKR,New Wanderers Stadium,16 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
138,KP Appanna,3.0,30,1,18.0,KKR,Kingsmead,29 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
139,Dwayne Bravo,3.0,30,1,18.0,RR,Kingsmead,14 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
140,Vinay Kumar,3.0,30,2,9.0,CSK,Kingsmead,14 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
141,Dimitri Mascarenhas,4.0,29,0,0.0,PBKS,Newlands,26 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
142,Piyush Chawla,4.0,29,0,0.0,RCB,Kingsmead,01 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
143,Dhawal Kulkarni,4.0,29,0,0.0,RR,Kingsmead,14 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
144,Ishant Sharma,4.0,29,1,24.0,KKR,St George's Park,27 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
145,Ajit Agarkar,4.0,29,1,24.0,PBKS,St George's Park,03 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
146,Ishant Sharma,4.0,29,1,24.0,MI,St George's Park,27 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
147,Dimitri Mascarenhas,4.0,29,1,24.0,KKR,Newlands,23 April 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
148,Shadab Jakati,4.0,29,1,24.0,RCB,New Wanderers Stadium,23 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
149,Ashok Dinda,4.0,29,1,24.0,CSK,Supersport Park,18 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
150,Roelof van der Merwe,4.0,29,1,24.0,CSK,Kingsmead,14 May 2009,2009,Most Runs Conceded Innings,Most Runs Conceded Innings - 2009.csv
1,Albie Morkel,4.0,56,2,12.0,RR,Chidambaram,03 April 2010,2010,Most Runs Conceded Innings,Most Runs Conceded Innings - 2010.csv
2,Pankaj Singh,4.0,54,0,0.0,MI,M. Chinnaswamy Stadium,17 April 2010,2010,Most Runs Conceded Innings,Most Runs Conceded Innings - 2010.csv
3,Shaun Tait,4.0,53,1,24.0,DC,Arun Jaitley Stadium,31 March 2010,2010,Most Runs Conceded Innings,Most Runs Conceded Innings - 2010.csv
4,Muttiah Muralitharan,4.0,52,1,24.0,RR,Chidambaram,03 April 2010,2010,Most Runs Conceded Innings,Most Runs Conceded Innings - 2010.csv
5,Shanthakumaran Sreesanth,4.0,51,0,0.0,DEC,Barabati Stadium,19 March 2010,2010,Most Runs Conceded Innings,Most Runs Conceded Innings - 2010.csv
6,RP Singh,4.0,51,1,24.0,PBKS,HPCA Stadium,16 April 2010,2010,Most Runs Conceded Innings,Most Runs Conceded Innings - 2010.csv
7,Rajagopal Sathish,3.0,51,1,18.0,RR,Brabourne Stadium,13 March 2010,2010,Most Runs Conceded Innings,Most Runs Conceded Innings - 2010.csv
8,MF Maharoof,4.0,50,2,12.0,MI,Arun Jaitley Stadium,17 March 2010,2010,Most Runs Conceded Innings,Most Runs Conceded Innings - 2010.csv
9,Shalabh Srivastava,4.0,49,1,24.0,RR,IS Bindra Stadium,24 March 2010,2010,Most Runs Conceded Innings,Most Runs Conceded Innings - 2010.csv
10,Lakshmipathy Balaji,4.0,49,1,24.0,RCB,M. Chinnaswamy Stadium,23 March 2010,2010,Most Runs Conceded Innings,Most Runs Conceded Innings - 2010.csv
11,Sumit Narwal,3.0,49,0,0.0,CSK,Narendra Modi Stadium,28 March 2010,2010,Most Runs Conceded Innings,Most Runs Conceded Innings - 2010.csv
12,Brett Lee,4.0,48,0,0.0,RCB,IS Bindra Stadium,02 April 2010,2010,Most Runs Conceded Innings,Most Runs Conceded Innings - 2010.csv
13,Kemar Roach,4.0,48,0,0.0,KKR,Eden Gardens,01 April 2010,2010,Most Runs Conceded Innings,Most Runs Conceded Innings - 2010.csv
14,Albie Morkel,4.0,48,1,24.0,PBKS,HPCA Stadium,18 April 2010,2010,Most Runs Conceded Innings,Most Runs Conceded Innings - 2010.csv
15,Lakshmipathy Balaji,4.0,47,1,24.0,MI,Brabourne Stadium,25 March 2010,2010,Most Runs Conceded Innings,Most Runs Conceded Innings - 2010.csv
16,Muttiah Muralitharan,4.0,47,1,24.0,KKR,Chidambaram,13 April 2010,2010,Most Runs Conceded Innings,Most Runs Conceded Innings - 2010.csv
17,Shane Watson,4.0,47,2,12.0,CSK,Chidambaram,03 April 2010,2010,Most Runs Conceded Innings,Most Runs Conceded Innings - 2010.csv
18,Ishant Sharma,4.0,46,0,0.0,RCB,M. Chinnaswamy Stadium,10 April 2010,2010,Most Runs Conceded Innings,Most Runs Conceded Innings - 2010.csv
19,Pradeep Sangwan,4.0,46,0,0.0,CSK,Arun Jaitley Stadium,19 March 2010,2010,Most Runs Conceded Innings,Most Runs Conceded Innings - 2010.csv
20,Ali Murtaza,4.0,46,1,24.0,RR,Brabourne Stadium,13 March 2010,2010,Most Runs Conceded Innings,Most Runs Conceded Innings - 2010.csv
21,Shaun Tait,4.0,46,1,24.0,MI,Brabourne Stadium,13 March 2010,2010,Most Runs Conceded Innings,Most Runs Conceded Innings - 2010.csv
22,Albie Morkel,4.0,46,2,12.0,RR,Narendra Modi Stadium,28 March 2010,2010,Most Runs Conceded Innings,Most Runs Conceded Innings - 2010.csv
23,Sudeep Tyagi,4.0,45,0,0.0,RR,Chidambaram,03 April 2010,2010,Most Runs Conceded Innings,Most Runs Conceded Innings - 2010.csv
24,Zaheer Khan,4.0,45,0,0.0,CSK,Brabourne Stadium,25 March 2010,2010,Most Runs Conceded Innings,Most Runs Conceded Innings - 2010.csv
25,Irfan Pathan,4.0,45,0,0.0,RR,IS Bindra Stadium,24 March 2010,2010,Most Runs Conceded Innings,Most Runs Conceded Innings - 2010.csv
26,Praveen Kumar,4.0,45,0,0.0,DC,M. Chinnaswamy Stadium,25 March 2010,2010,Most Runs Conceded Innings,Most Runs Conceded Innings - 2010.csv
27,Jacques Kallis,4.0,45,1,24.0,PBKS,IS Bindra Stadium,02 April 2010,2010,Most Runs Conceded Innings,Most Runs Conceded Innings - 2010.csv
28,Kieron Pollard,4.0,45,1,24.0,CSK,DY Patil Stadium,25 April 2010,2010,Most Runs Conceded Innings,Most Runs Conceded Innings - 2010.csv
29,Shaun Tait,4.0,44,0,0.0,CSK,Chidambaram,03 April 2010,2010,Most Runs Conceded Innings,Most Runs Conceded Innings - 2010.csv
30,Yusuf Pathan,4.0,44,0,0.0,CSK,Chidambaram,03 April 2010,2010,Most Runs Conceded Innings,Most Runs Conceded Innings - 2010.csv
31,Ajantha Mendis,4.0,44,0,0.0,RCB,M. Chinnaswamy Stadium,10 April 2010,2010,Most Runs Conceded Innings,Most Runs Conceded Innings - 2010.csv
