POS,Player,Ov,Runs,Wkts,Dots,Econ,SR,Against,Venue,Match Date,Year,Metric,Source_File
94,Sunil Narine,4.0,21,0,13,5.25,0.0,MI,M. Chinnaswamy Stadium,19 May 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
95,Moises Henriques,2.5,15,0,7,5.29,0.0,RPS,Rajiv Gandhi Intl. Cricket Stadium,06 May 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
96,Amit Mishra,3.0,16,1,9,5.33,18.0,PBKS,Arun Jaitley Stadium,15 April 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
97,Sandeep Sharma,4.0,22,3,15,5.5,8.0,RCB,M. Chinnaswamy Stadium,05 May 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
98,Nathan Coulter-Nile,4.0,22,3,12,5.5,8.0,DC,Arun Jaitley Stadium,17 April 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
99,Harbhajan Singh,4.0,22,3,15,5.5,8.0,DC,Arun Jaitley Stadium,06 May 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
100,Hardik Pandya,4.0,22,2,9,5.5,12.0,KKR,Eden Gardens,13 May 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
101,Axar Patel,4.0,22,2,12,5.5,12.0,DC,IS Bindra Stadium,30 April 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
102,Praveen Kumar,4.0,22,2,13,5.5,12.0,SRH,Green Park,13 May 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
103,Sunil Narine,4.0,22,1,12,5.5,24.0,MI,Wankhede Stadium,09 April 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
104,Yuzvendra Chahal,4.0,22,1,5,5.5,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
105,Rashid Khan,4.0,22,1,11,5.5,24.0,MI,Rajiv Gandhi Intl. Cricket Stadium,08 May 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
106,Suresh Raina,2.0,11,1,4,5.5,12.0,KKR,Eden Gardens,21 April 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
107,Harbhajan Singh,4.0,22,1,9,5.5,24.0,GL,Wankhede Stadium,16 April 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
108,Rashid Khan,2.0,11,0,5,5.5,0.0,KKR,M. Chinnaswamy Stadium,17 May 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
109,Krunal Pandya,4.0,22,0,9,5.5,0.0,RPS,Wankhede Stadium,16 May 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
110,Mohammad Nabi,3.0,17,0,8,5.66,0.0,GL,Green Park,13 May 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
111,Adam Zampa,3.5,22,2,8,5.73,11.5,PBKS,Maharashtra Cricket Association's International Stadium,14 May 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
112,Chris Morris,4.0,23,3,8,5.75,8.0,PBKS,Arun Jaitley Stadium,15 April 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
113,Harbhajan Singh,4.0,23,2,14,5.75,12.0,SRH,Wankhede Stadium,12 April 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
114,Pat Cummins,4.0,23,2,9,5.75,12.0,PBKS,Arun Jaitley Stadium,15 April 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
115,Harbhajan Singh,4.0,23,1,11,5.75,24.0,GL,Saurashtra Cricket Association Stadium,29 April 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
116,Avesh Khan,4.0,23,1,11,5.75,24.0,DC,Arun Jaitley Stadium,14 May 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
117,Kuldeep Yadav,4.0,23,1,12,5.75,24.0,SRH,Eden Gardens,15 April 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
118,Amit Mishra,4.0,23,1,9,5.75,24.0,SRH,Arun Jaitley Stadium,02 May 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
119,Shahbaz Nadeem,4.0,23,1,10,5.75,24.0,RPS,Maharashtra Cricket Association's International Stadium,11 April 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
120,Umesh Yadav,4.0,23,1,10,5.75,24.0,RPS,Eden Gardens,03 May 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
121,Harbhajan Singh,4.0,23,0,8,5.75,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,08 May 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
122,Ishant Sharma,4.0,23,0,9,5.75,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 April 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
123,Harbhajan Singh,4.0,23,0,11,5.75,0.0,RCB,M. Chinnaswamy Stadium,14 April 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
124,Mitchell Johnson,4.0,23,0,14,5.75,0.0,DC,Wankhede Stadium,22 April 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
125,Mitchell McClenaghan,4.0,24,3,11,6.0,8.0,DC,Wankhede Stadium,22 April 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
126,Jasprit Bumrah,4.0,24,3,9,6.0,8.0,SRH,Wankhede Stadium,12 April 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
127,Krunal Pandya,4.0,24,3,8,6.0,8.0,KKR,Wankhede Stadium,09 April 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
128,Siddarth Kaul,4.0,24,3,8,6.0,8.0,MI,Rajiv Gandhi Intl. Cricket Stadium,08 May 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
129,Kagiso Rabada,3.2,20,2,8,6.0,10.0,KKR,Eden Gardens,28 April 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
130,Mitchell McClenaghan,4.0,24,2,12,6.0,12.0,GL,Wankhede Stadium,16 April 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
131,KC Cariappa,4.0,24,2,8,6.0,12.0,GL,Saurashtra Cricket Association Stadium,23 April 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
132,Mohit Sharma,4.0,24,2,8,6.0,12.0,RCB,M. Chinnaswamy Stadium,05 May 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
133,Jaydev Unadkat,4.0,24,1,10,6.0,24.0,MI,Wankhede Stadium,16 May 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
134,Dhawal Kulkarni,4.0,24,1,9,6.0,24.0,PBKS,IS Bindra Stadium,07 May 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
135,Jasprit Bumrah,4.0,24,1,9,6.0,24.0,PBKS,Wankhede Stadium,11 May 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
136,Shahbaz Nadeem,2.0,12,1,4,6.0,12.0,RCB,Arun Jaitley Stadium,14 May 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
137,Ben Stokes,4.0,24,1,9,6.0,24.0,KKR,Eden Gardens,03 May 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
138,Imran Tahir,4.0,24,1,11,6.0,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 May 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
139,Imran Tahir,4.0,24,1,7,6.0,24.0,DC,Maharashtra Cricket Association's International Stadium,11 April 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
140,Krunal Pandya,3.0,18,0,4,6.0,0.0,GL,Wankhede Stadium,16 April 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
141,Sandeep Sharma,2.0,12,0,5,6.0,0.0,RPS,Maharashtra Cricket Association's International Stadium,14 May 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
142,Harbhajan Singh,2.0,12,0,4,6.0,0.0,PBKS,Holkar Cricket Stadium,20 April 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
143,Rashid Khan,4.0,24,0,7,6.0,0.0,DC,Arun Jaitley Stadium,02 May 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
144,Washington Sundar,2.0,12,0,8,6.0,0.0,GL,Maharashtra Cricket Association's International Stadium,01 May 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
145,Shardul Thakur,2.0,12,0,6,6.0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 May 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
146,Bipul Sharma,4.0,24,0,7,6.0,0.0,GL,Rajiv Gandhi Intl. Cricket Stadium,09 April 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
147,Ben Stokes,3.0,18,0,8,6.0,0.0,GL,Saurashtra Cricket Association Stadium,14 April 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
148,Zaheer Khan,4.0,25,2,7,6.25,12.0,RPS,Arun Jaitley Stadium,12 May 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
149,Mohit Sharma,4.0,25,2,10,6.25,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 April 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
150,Jaydev Unadkat,4.0,25,2,12,6.25,12.0,RCB,M. Chinnaswamy Stadium,16 April 2017,2017,Best Bowling Economy Innings,Best Bowling Economy Innings - 2017.csv
1,Lungi Ngidi,4.0,10,4,16,2.5,6.0,PBKS,Maharashtra Cricket Association's International Stadium,20 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
2,Rashid Khan,4.0,11,2,14,2.75,12.0,CSK,Wankhede Stadium,22 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
3,Rashid Khan,4.0,11,2,16,2.75,12.0,MI,Wankhede Stadium,24 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
4,Yuzvendra Chahal,2.0,6,1,6,3.0,12.0,PBKS,Holkar Cricket Stadium,14 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
5,Sandeep Sharma,3.0,9,1,14,3.0,18.0,MI,Wankhede Stadium,24 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
6,Krishnappa Gowtham,2.0,6,1,6,3.0,12.0,RCB,Sawai Mansingh Stadium,19 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
7,Ravindra Jadeja,4.0,13,1,14,3.25,24.0,SRH,Wankhede Stadium,22 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
8,Rashid Khan,4.0,13,1,18,3.25,24.0,MI,Rajiv Gandhi Intl. Cricket Stadium,12 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
9,Ankit Rajpoot,4.0,14,5,17,3.5,4.8,SRH,Rajiv Gandhi Intl. Cricket Stadium,26 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
10,Ish Sodhi,4.0,14,1,12,3.5,24.0,PBKS,Sawai Mansingh Stadium,08 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
11,Ben Stokes,4.0,15,3,14,3.75,8.0,KKR,Eden Gardens,15 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
12,Deepak Chahar,4.0,15,3,17,3.75,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,22 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
13,Jasprit Bumrah,4.0,15,3,11,3.75,8.0,PBKS,Wankhede Stadium,16 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
14,Sandeep Sharma,4.0,15,1,14,3.75,24.0,RR,Sawai Mansingh Stadium,29 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
15,Ish Sodhi,4.0,15,0,11,3.75,0.0,KKR,Eden Gardens,23 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
16,Krunal Pandya,3.1,12,2,12,3.78,9.5,KKR,Eden Gardens,09 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
17,Shreyas Gopal,4.0,16,4,10,4.0,6.0,RCB,Sawai Mansingh Stadium,19 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
18,Andrew Tye,4.0,16,4,15,4.0,6.0,MI,Wankhede Stadium,16 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
19,Krishnappa Gowtham,3.0,12,2,10,4.0,9.0,PBKS,Sawai Mansingh Stadium,08 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
20,Jofra Archer,4.0,16,2,14,4.0,12.0,MI,Wankhede Stadium,13 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
21,Colin de Grandhomme,2.0,8,1,6,4.0,12.0,PBKS,Holkar Cricket Stadium,14 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
22,Colin de Grandhomme,4.0,16,1,11,4.0,24.0,CSK,Maharashtra Cricket Association's International Stadium,05 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
23,Deepak Chahar,4.0,16,1,14,4.0,24.0,SRH,Maharashtra Cricket Association's International Stadium,13 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
24,Liam Plunkett,4.0,17,3,12,4.25,8.0,PBKS,Arun Jaitley Stadium,23 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
25,Sunil Narine,4.0,17,2,11,4.25,12.0,SRH,Eden Gardens,14 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
26,Sandeep Sharma,4.0,17,2,13,4.25,12.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,26 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
27,Siddarth Kaul,4.0,17,2,11,4.25,12.0,RR,Rajiv Gandhi Intl. Cricket Stadium,09 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
28,Mujeeb Ur Rahman,4.0,17,1,11,4.25,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,26 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
29,Sunil Narine,4.0,17,1,9,4.25,24.0,CSK,Chidambaram,10 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
30,Bhuvneshwar Kumar,4.0,17,0,16,4.25,0.0,CSK,Wankhede Stadium,27 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
31,Andre Russell,3.0,13,2,8,4.33,9.0,RR,Eden Gardens,15 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
32,Shane Watson,3.0,13,1,9,4.33,18.0,RR,Maharashtra Cricket Association's International Stadium,20 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
33,Bhuvneshwar Kumar,3.1,14,1,12,4.42,19.0,CSK,Wankhede Stadium,22 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
34,Ravindra Jadeja,4.0,18,3,8,4.5,8.0,RCB,Maharashtra Cricket Association's International Stadium,05 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
35,Krishnappa Gowtham,4.0,18,2,10,4.5,12.0,SRH,Sawai Mansingh Stadium,29 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
36,Kuldeep Yadav,4.0,18,1,13,4.5,24.0,RR,Eden Gardens,23 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
37,Piyush Chawla,4.0,18,1,10,4.5,24.0,RR,Sawai Mansingh Stadium,18 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
38,D'Arcy Short,2.0,9,0,7,4.5,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,09 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
39,Lungi Ngidi,3.0,14,2,10,4.66,9.0,DC,Arun Jaitley Stadium,18 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
40,Deepak Chahar,3.0,14,1,12,4.66,18.0,MI,Wankhede Stadium,07 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
41,Rashid Khan,4.0,19,3,12,4.75,8.0,KKR,Eden Gardens,25 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
42,Rashid Khan,4.0,19,3,11,4.75,8.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,26 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
43,Amit Mishra,4.0,19,3,13,4.75,8.0,MI,Arun Jaitley Stadium,20 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
44,Hardik Pandya,4.0,19,2,13,4.75,12.0,KKR,Wankhede Stadium,06 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
45,Amit Mishra,4.0,19,2,9,4.75,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,05 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
46,Ankit Rajpoot,4.0,19,2,18,4.75,12.0,CSK,Maharashtra Cricket Association's International Stadium,20 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
47,Ravindra Jadeja,4.0,19,1,10,4.75,24.0,DC,Arun Jaitley Stadium,18 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
48,Jasprit Bumrah,4.0,19,1,11,4.75,24.0,PBKS,Holkar Cricket Stadium,04 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
49,Ravichandran Ashwin,4.0,19,0,8,4.75,0.0,DC,Arun Jaitley Stadium,23 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
50,Mustafizur Rahman,3.4,18,1,12,4.9,22.0,SRH,Wankhede Stadium,24 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
51,Kuldeep Yadav,4.0,20,4,8,5.0,6.0,RR,Eden Gardens,15 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
52,Shreyas Gopal,4.0,20,3,12,5.0,8.0,CSK,Maharashtra Cricket Association's International Stadium,20 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
53,Umesh Yadav,3.0,15,2,13,5.0,9.0,CSK,Maharashtra Cricket Association's International Stadium,05 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
54,Krishnappa Gowtham,3.0,15,2,10,5.0,9.0,KKR,Eden Gardens,23 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
55,Mayank Markande,3.0,15,2,10,5.0,9.0,SRH,Wankhede Stadium,24 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
56,Trent Boult,4.0,20,2,12,5.0,12.0,CSK,Arun Jaitley Stadium,18 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
57,Sunil Narine,4.0,20,2,10,5.0,12.0,CSK,Eden Gardens,03 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
58,Amit Mishra,4.0,20,2,12,5.0,12.0,CSK,Arun Jaitley Stadium,18 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
59,Sandeep Sharma,4.0,20,1,10,5.0,24.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,07 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
60,Kuldeep Yadav,4.0,20,1,11,5.0,24.0,RCB,M. Chinnaswamy Stadium,29 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
61,Lungi Ngidi,4.0,20,1,10,5.0,24.0,SRH,Wankhede Stadium,22 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
62,Piyush Chawla,4.0,20,1,10,5.0,24.0,SRH,Eden Gardens,14 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
63,Andre Russell,2.0,10,0,2,5.0,0.0,RCB,Eden Gardens,08 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
64,Krunal Pandya,2.0,10,0,3,5.0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,12 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
65,Harbhajan Singh,3.5,20,1,7,5.21,23.0,MI,Maharashtra Cricket Association's International Stadium,28 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
66,Billy Stanlake,4.0,21,2,15,5.25,12.0,KKR,Eden Gardens,14 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
67,Shakib Al Hasan,4.0,21,2,11,5.25,12.0,KKR,Eden Gardens,14 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
68,Mujeeb Ur Rahman,4.0,21,2,8,5.25,12.0,RR,Sawai Mansingh Stadium,08 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
69,Sandeep Lamichhane,4.0,21,1,10,5.25,24.0,CSK,Arun Jaitley Stadium,18 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
70,Ish Sodhi,4.0,21,1,11,5.25,24.0,KKR,Eden Gardens,15 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
71,Axar Patel,4.0,21,1,7,5.25,24.0,RR,Holkar Cricket Stadium,06 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
72,Hardik Pandya,3.0,16,2,11,5.33,9.0,KKR,Eden Gardens,09 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
73,Shakib Al Hasan,3.0,16,1,8,5.33,18.0,MI,Wankhede Stadium,24 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
74,Shakib Al Hasan,3.0,16,1,6,5.33,18.0,KKR,Eden Gardens,25 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
75,Jofra Archer,4.0,22,3,13,5.5,8.0,MI,Sawai Mansingh Stadium,22 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
76,Harbhajan Singh,4.0,22,2,11,5.5,12.0,RCB,Maharashtra Cricket Association's International Stadium,05 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
77,Shreyas Gopal,4.0,22,2,11,5.5,12.0,RCB,M. Chinnaswamy Stadium,15 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
78,Washington Sundar,4.0,22,2,8,5.5,12.0,PBKS,M. Chinnaswamy Stadium,13 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
79,Yuzvendra Chahal,4.0,22,2,12,5.5,12.0,RR,M. Chinnaswamy Stadium,15 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
80,Nitish Rana,2.0,11,2,4,5.5,6.0,RR,Sawai Mansingh Stadium,18 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
81,Shardul Thakur,4.0,22,1,14,5.5,24.0,RR,Sawai Mansingh Stadium,11 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
82,Krunal Pandya,2.0,11,1,5,5.5,12.0,DC,Arun Jaitley Stadium,20 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
83,Harbhajan Singh,2.0,11,1,5,5.5,12.0,KKR,Chidambaram,10 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
84,Jasprit Bumrah,4.0,22,1,9,5.5,24.0,RCB,M. Chinnaswamy Stadium,01 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
85,Barinder Sran,4.0,22,0,11,5.5,0.0,SRH,IS Bindra Stadium,19 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
86,Mohammed Siraj,3.0,17,1,10,5.66,18.0,PBKS,Holkar Cricket Stadium,14 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
87,Murugan Ashwin,3.0,17,1,12,5.66,18.0,CSK,Maharashtra Cricket Association's International Stadium,05 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
88,Jasprit Bumrah,3.0,17,1,10,5.66,18.0,KKR,Eden Gardens,09 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
89,Dan Christian,3.0,17,1,8,5.66,18.0,PBKS,Arun Jaitley Stadium,23 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
90,Mayank Markande,4.0,23,4,11,5.75,6.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,12 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
91,Umesh Yadav,4.0,23,3,13,5.75,8.0,PBKS,M. Chinnaswamy Stadium,13 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
92,Mayank Markande,4.0,23,3,11,5.75,8.0,CSK,Wankhede Stadium,07 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
93,Umesh Yadav,4.0,23,3,15,5.75,8.0,PBKS,Holkar Cricket Stadium,14 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
94,Siddarth Kaul,4.0,23,3,13,5.75,8.0,MI,Wankhede Stadium,24 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
95,Shakib Al Hasan,4.0,23,2,9,5.75,12.0,RR,Rajiv Gandhi Intl. Cricket Stadium,09 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
96,Ankit Rajpoot,4.0,23,2,15,5.75,12.0,DC,Arun Jaitley Stadium,23 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
97,Krishnappa Gowtham,4.0,23,2,12,5.75,12.0,KKR,Sawai Mansingh Stadium,18 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
