POS,Player,Ov,Runs,Wkts,Dots,Econ,SR,Against,Venue,Match Date,Year,Metric,Source_File
98,Amit Mishra,4.0,23,2,10,5.75,12.0,KKR,Arun Jaitley Stadium,27 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
99,Andrew Tye,4.0,23,2,10,5.75,12.0,SRH,IS Bindra Stadium,19 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
100,Rashid Khan,4.0,23,2,9,5.75,12.0,DC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
101,Siddarth Kaul,4.0,23,2,8,5.75,12.0,RR,Sawai Mansingh Stadium,29 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
102,Kuldeep Yadav,4.0,23,1,8,5.75,24.0,SRH,Eden Gardens,14 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
103,Kuldeep Yadav,4.0,23,1,9,5.75,24.0,RR,Sawai Mansingh Stadium,18 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
104,Ravichandran Ashwin,4.0,23,1,4,5.75,24.0,DC,IS Bindra Stadium,08 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
105,Rashid Khan,4.0,23,1,11,5.75,24.0,RR,Rajiv Gandhi Intl. Cricket Stadium,09 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
106,Umesh Yadav,4.0,23,1,12,5.75,24.0,CSK,M. Chinnaswamy Stadium,25 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
107,Harshal Patel,4.0,23,1,10,5.75,24.0,CSK,Arun Jaitley Stadium,18 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
108,Sunil Narine,4.0,23,1,10,5.75,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,19 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
109,Yuzvendra Chahal,4.0,23,0,14,5.75,0.0,MI,M. Chinnaswamy Stadium,01 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
110,Ravichandran Ashwin,4.0,23,0,7,5.75,0.0,MI,Holkar Cricket Stadium,04 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
111,Sunil Narine,3.0,18,3,6,6.0,6.0,DC,Eden Gardens,16 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
112,Mustafizur Rahman,4.0,24,3,10,6.0,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,12 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
113,Rahul Tewatia,3.0,18,3,10,6.0,6.0,KKR,Eden Gardens,16 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
114,Hardik Pandya,4.0,24,3,12,6.0,8.0,CSK,Wankhede Stadium,07 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
115,Shakib Al Hasan,3.0,18,2,7,6.0,9.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,26 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
116,Ravichandran Ashwin,3.0,18,2,5,6.0,9.0,MI,Wankhede Stadium,16 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
117,Piyush Chawla,4.0,24,2,7,6.0,12.0,RR,Eden Gardens,23 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
118,Andrew Tye,4.0,24,2,7,6.0,12.0,RR,Holkar Cricket Stadium,06 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
119,Shardul Thakur,3.0,18,2,9,6.0,9.0,RR,Maharashtra Cricket Association's International Stadium,20 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
120,Basil Thampi,2.2,14,2,6,6.0,7.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,26 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
121,Andre Russell,2.0,12,2,5,6.0,6.0,MI,Wankhede Stadium,06 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
122,Amit Mishra,2.0,12,1,5,6.0,12.0,RR,Arun Jaitley Stadium,02 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
123,Sunil Narine,4.0,24,1,7,6.0,24.0,SRH,Eden Gardens,25 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
124,Dan Christian,2.0,12,1,6,6.0,12.0,PBKS,IS Bindra Stadium,08 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
125,Lungi Ngidi,4.0,24,1,15,6.0,24.0,RCB,Maharashtra Cricket Association's International Stadium,05 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
126,Krishnappa Gowtham,3.0,18,1,11,6.0,18.0,PBKS,Holkar Cricket Stadium,06 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
127,Rahul Tewatia,4.0,24,1,9,6.0,24.0,PBKS,IS Bindra Stadium,08 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
128,David Willey,4.0,24,1,12,6.0,24.0,RCB,Maharashtra Cricket Association's International Stadium,05 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
129,Ben Cutting,2.0,12,1,6,6.0,12.0,KKR,Eden Gardens,09 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
130,Moeen Ali,2.1,13,1,5,6.0,13.0,PBKS,Holkar Cricket Stadium,14 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
131,Krunal Pandya,4.0,24,0,11,6.0,0.0,RCB,M. Chinnaswamy Stadium,01 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
132,Rashid Khan,4.0,24,0,9,6.0,0.0,CSK,Wankhede Stadium,27 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
133,Liam Plunkett,4.0,24,0,9,6.0,0.0,KKR,Arun Jaitley Stadium,27 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
134,Krunal Pandya,4.0,24,0,8,6.0,0.0,RR,Wankhede Stadium,13 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
135,Mujeeb Ur Rahman,3.0,18,0,5,6.0,0.0,CSK,IS Bindra Stadium,15 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
136,Sandeep Sharma,4.0,24,0,11,6.0,0.0,DC,Arun Jaitley Stadium,10 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
137,Shreyas Gopal,3.0,18,0,6,6.0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,09 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
138,Mohammed Siraj,4.0,25,3,12,6.25,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,07 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
139,Umesh Yadav,4.0,25,3,12,6.25,8.0,RR,Sawai Mansingh Stadium,19 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
140,Sandeep Sharma,4.0,25,2,13,6.25,12.0,MI,Rajiv Gandhi Intl. Cricket Stadium,12 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
141,Dwayne Bravo,4.0,25,2,9,6.25,12.0,SRH,Wankhede Stadium,22 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
142,Mujeeb Ur Rahman,4.0,25,2,12,6.25,12.0,DC,Arun Jaitley Stadium,23 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
143,Andrew Tye,4.0,25,2,11,6.25,12.0,DC,Arun Jaitley Stadium,23 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
144,Tim Southee,4.0,25,2,14,6.25,12.0,MI,M. Chinnaswamy Stadium,01 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
145,Mustafizur Rahman,4.0,25,1,11,6.25,24.0,DC,Wankhede Stadium,14 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
146,Sandeep Lamichhane,4.0,25,1,10,6.25,24.0,RCB,Arun Jaitley Stadium,12 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
147,Mayank Markande,4.0,25,1,9,6.25,24.0,RCB,Wankhede Stadium,17 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
148,Axar Patel,4.0,25,1,10,6.25,24.0,RCB,M. Chinnaswamy Stadium,13 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
149,Siddarth Kaul,4.0,25,1,6,6.25,24.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,07 May 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
150,Bhuvneshwar Kumar,4.0,25,1,10,6.25,24.0,PBKS,IS Bindra Stadium,19 April 2018,2018,Best Bowling Economy Innings,Best Bowling Economy Innings - 2018.csv
1,Yuzvendra Chahal,4.0,6,1,18,1.5,24.0,CSK,Chidambaram,23 March 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
2,Imran Tahir,4.0,9,3,18,2.25,8.0,RCB,Chidambaram,23 March 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
3,Krunal Pandya,3.0,7,2,12,2.33,9.0,CSK,Chidambaram,26 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
4,Mohammed Siraj,2.0,5,1,8,2.5,12.0,CSK,Chidambaram,23 March 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
5,Mohammad Nabi,4.0,11,4,16,2.75,6.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,31 March 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
6,Ravindra Jadeja,3.0,9,3,9,3.0,6.0,DC,Chidambaram,01 May 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
7,Shreyas Gopal,4.0,12,3,16,3.0,8.0,RCB,Sawai Mansingh Stadium,02 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
8,Mitchell Santner,4.0,13,2,15,3.25,12.0,MI,Chidambaram,26 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
9,Mohammad Nabi,4.0,13,1,12,3.25,24.0,MI,Rajiv Gandhi Intl. Cricket Stadium,06 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
10,Alzarri Joseph,3.4,12,6,16,3.27,3.66,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
11,Jasprit Bumrah,3.0,10,2,12,3.33,9.0,CSK,Chidambaram,26 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
12,Rahul Tewatia,3.0,10,1,12,3.33,18.0,SRH,Arun Jaitley Stadium,04 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
13,Rahul Chahar,4.0,14,2,13,3.5,12.0,CSK,Chidambaram,07 May 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
14,Jasprit Bumrah,4.0,14,2,13,3.5,12.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,12 May 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
15,Krunal Pandya,2.0,7,1,6,3.5,12.0,DC,Arun Jaitley Stadium,18 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
16,Rahul Chahar,4.0,14,1,13,3.5,24.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,12 May 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
17,Krunal Pandya,4.0,14,0,11,3.5,0.0,KKR,Wankhede Stadium,05 May 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
18,Imran Tahir,3.2,12,4,12,3.6,5.0,DC,Chidambaram,01 May 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
19,Jofra Archer,4.0,15,3,15,3.75,8.0,PBKS,IS Bindra Stadium,16 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
20,Harbhajan Singh,4.0,15,2,15,3.75,12.0,KKR,Chidambaram,09 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
21,Rashid Khan,4.0,15,2,16,3.75,12.0,DC,ACA-VDCA Stadium,08 May 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
22,Ravindra Jadeja,4.0,15,2,15,3.75,12.0,RCB,Chidambaram,23 March 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
23,Ravichandran Ashwin,4.0,15,1,10,3.75,24.0,RCB,M. Chinnaswamy Stadium,24 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
24,Amit Mishra,4.0,16,1,10,4.0,24.0,SRH,ACA-VDCA Stadium,08 May 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
25,Axar Patel,4.0,16,0,12,4.0,0.0,RR,Arun Jaitley Stadium,04 May 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
26,Krishnappa Gowtham,4.0,16,0,9,4.0,0.0,DC,Arun Jaitley Stadium,04 May 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
27,Kuldeep Yadav,4.0,16,0,12,4.0,0.0,CSK,Chidambaram,09 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
28,Axar Patel,4.0,16,0,15,4.0,0.0,CSK,Arun Jaitley Stadium,26 March 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
29,Amit Mishra,4.0,17,3,11,4.25,8.0,RR,Arun Jaitley Stadium,04 May 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
30,Keemo Paul,4.0,17,3,10,4.25,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,14 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
31,Yuzvendra Chahal,4.0,17,2,11,4.25,12.0,RR,Sawai Mansingh Stadium,02 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
32,Jofra Archer,4.0,17,2,13,4.25,12.0,CSK,Chidambaram,31 March 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
33,Harbhajan Singh,4.0,17,2,10,4.25,12.0,PBKS,Chidambaram,06 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
34,Rashid Khan,4.0,17,2,13,4.25,12.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,17 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
35,Ravindra Jadeja,4.0,17,1,15,4.25,24.0,KKR,Chidambaram,09 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
36,Axar Patel,4.0,17,1,7,4.25,24.0,MI,Arun Jaitley Stadium,18 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
37,Deepak Chahar,4.0,17,0,12,4.25,0.0,RCB,Chidambaram,23 March 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
38,Jofra Archer,4.0,17,0,13,4.25,0.0,PBKS,Sawai Mansingh Stadium,25 March 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
39,Umesh Yadav,3.0,13,0,9,4.33,0.0,CSK,Chidambaram,23 March 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
40,Amit Mishra,3.0,13,0,8,4.33,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,14 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
41,Moeen Ali,4.0,18,2,12,4.5,12.0,MI,Wankhede Stadium,15 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
42,Shardul Thakur,4.0,18,2,14,4.5,12.0,KKR,Eden Gardens,14 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
43,Jasprit Bumrah,4.0,18,2,13,4.5,12.0,DC,Arun Jaitley Stadium,18 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
44,Rashid Khan,4.0,18,1,13,4.5,24.0,DC,Arun Jaitley Stadium,04 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
45,Axar Patel,4.0,18,1,10,4.5,24.0,SRH,Arun Jaitley Stadium,04 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
46,Bhuvneshwar Kumar,4.0,18,1,15,4.5,24.0,CSK,Chidambaram,23 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
47,Ravindra Jadeja,4.0,18,0,14,4.5,0.0,MI,Chidambaram,07 May 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
48,Krunal Pandya,2.0,9,0,4,4.5,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
49,Dhawal Kulkarni,3.0,14,1,11,4.66,18.0,CSK,Sawai Mansingh Stadium,11 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
50,Jofra Archer,3.0,14,0,12,4.66,0.0,KKR,Sawai Mansingh Stadium,07 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
51,Sam Curran,2.2,11,4,8,4.71,3.5,DC,IS Bindra Stadium,01 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
52,Keemo Paul,3.1,15,0,8,4.73,0.0,RR,Arun Jaitley Stadium,04 May 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
53,Rahul Chahar,4.0,19,3,15,4.75,8.0,DC,Arun Jaitley Stadium,18 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
54,Deepak Chahar,4.0,19,2,12,4.75,12.0,RR,Chidambaram,31 March 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
55,Dwayne Bravo,4.0,19,2,11,4.75,12.0,DC,ACA-VDCA Stadium,10 May 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
56,Sunil Narine,4.0,19,2,12,4.75,12.0,CSK,Eden Gardens,14 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
57,Jofra Archer,4.0,19,1,11,4.75,24.0,CSK,Sawai Mansingh Stadium,11 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
58,Moeen Ali,4.0,19,1,10,4.75,24.0,PBKS,IS Bindra Stadium,13 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
59,Moeen Ali,4.0,19,1,15,4.75,24.0,CSK,Chidambaram,23 March 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
60,Mitchell McClenaghan,4.0,19,0,13,4.75,0.0,KKR,Wankhede Stadium,05 May 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
61,Piyush Chawla,4.0,19,0,13,4.75,0.0,RR,Sawai Mansingh Stadium,07 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
62,Krishnappa Gowtham,4.0,19,0,10,4.75,0.0,RCB,Sawai Mansingh Stadium,02 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
63,Sandeep Sharma,3.5,19,3,13,4.95,7.66,RCB,Rajiv Gandhi Intl. Cricket Stadium,31 March 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
64,Piyush Chawla,4.0,20,3,14,5.0,8.0,RR,Eden Gardens,25 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
65,Deepak Chahar,4.0,20,3,20,5.0,8.0,KKR,Chidambaram,09 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
66,Hardik Pandya,4.0,20,3,14,5.0,8.0,CSK,Wankhede Stadium,03 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
67,Harbhajan Singh,4.0,20,3,13,5.0,8.0,RCB,Chidambaram,23 March 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
68,Jasprit Bumrah,4.0,20,3,14,5.0,8.0,RCB,M. Chinnaswamy Stadium,28 March 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
69,Ravindra Jadeja,4.0,20,2,9,5.0,12.0,RR,Sawai Mansingh Stadium,11 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
70,Varun Aaron,4.0,20,2,17,5.0,12.0,KKR,Eden Gardens,25 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
71,Imran Tahir,4.0,20,2,13,5.0,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
72,Mohammad Shami,3.0,15,1,9,5.0,18.0,KKR,IS Bindra Stadium,03 May 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
73,Rashid Khan,4.0,20,1,9,5.0,24.0,PBKS,IS Bindra Stadium,08 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
74,Ravichandran Ashwin,4.0,20,1,6,5.0,24.0,RR,Sawai Mansingh Stadium,25 March 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
75,Ravindra Jadeja,2.0,10,1,6,5.0,12.0,MI,Wankhede Stadium,03 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
76,Trent Boult,4.0,20,1,11,5.0,24.0,CSK,ACA-VDCA Stadium,10 May 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
77,Deepak Chahar,4.0,20,1,12,5.0,24.0,DC,Arun Jaitley Stadium,26 March 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
78,Imran Tahir,4.0,20,0,7,5.0,0.0,PBKS,Chidambaram,06 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
79,Kagiso Rabada,4.0,21,4,9,5.25,6.0,RCB,M. Chinnaswamy Stadium,07 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
80,Rashid Khan,4.0,21,3,12,5.25,8.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,29 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
81,Mohammad Shami,4.0,21,3,13,5.25,8.0,MI,Wankhede Stadium,10 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
82,Shreyas Gopal,4.0,21,2,8,5.25,12.0,MI,Sawai Mansingh Stadium,20 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
83,Mohammad Nabi,4.0,21,2,7,5.25,12.0,DC,Arun Jaitley Stadium,04 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
84,Rahul Chahar,4.0,21,2,13,5.25,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
85,Sandeep Sharma,4.0,21,2,9,5.25,12.0,PBKS,IS Bindra Stadium,08 April 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
86,Shreyas Gopal,4.0,21,2,13,5.25,12.0,DC,Arun Jaitley Stadium,04 May 2019,2019,Best Bowling Economy Innings,Best Bowling Economy Innings - 2019.csv
