Unnamed: 0.1,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date,Unnamed: 0,Year,Metric,Source_File
1047,Dale Steyn,4.0,29,2,12.0,RR,Zayed Cricket Stadium,18 April 2014,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1048,Sunil Narine,4.0,28,2,12.0,RR,Narendra Modi Stadium,05 May 2014,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1049,Moises Henriques,1.0,3,2,3.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,15 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1050,JP Duminy,3.0,17,4,4.5,SRH,ACA-VDCA Stadium,18 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1051,Sandeep Sharma,4.0,25,4,6.0,KKR,Maharashtra Cricket Association's International Stadium,18 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1052,Lasith Malinga,4.0,23,4,6.0,SRH,Wankhede Stadium,25 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1053,Chris Morris,4.0,23,4,6.0,KKR,Brabourne Stadium,16 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1054,Ravindra Jadeja,4.0,11,4,6.0,RR,Chidambaram,10 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1055,Ashish Nehra,4.0,10,4,6.0,RCB,M. Chinnaswamy Stadium,22 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1056,Nathan Coulter-Nile,4.0,20,4,6.0,PBKS,Arun Jaitley Stadium,01 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1057,Sunil Narine,4.0,19,4,6.0,PBKS,Eden Gardens,09 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1058,David Wiese,4.0,33,4,6.0,MI,M. Chinnaswamy Stadium,19 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1059,Mitchell Starc,4.0,15,4,6.0,PBKS,M. Chinnaswamy Stadium,06 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1060,Imran Tahir,4.0,28,4,6.0,RR,Arun Jaitley Stadium,12 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1061,Brad Hogg,4.0,29,4,6.0,CSK,Eden Gardens,30 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1062,Piyush Chawla,4.0,32,4,6.0,DC,Eden Gardens,07 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1063,Sreenath Aravind,4.0,27,4,6.0,PBKS,M. Chinnaswamy Stadium,06 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1064,Dwayne Bravo,3.0,22,3,6.0,KKR,Chidambaram,28 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1065,Bipul Sharma,2.0,13,2,6.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,11 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1066,Yuzvendra Chahal,2.0,25,2,6.0,PBKS,IS Bindra Stadium,13 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1067,Stuart Binny,2.0,27,2,6.0,DC,Brabourne Stadium,03 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1068,David Wiese,2.0,20,2,6.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,15 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1069,Angelo Mathews,2.0,15,2,6.0,MI,Arun Jaitley Stadium,23 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1070,Ravichandran Ashwin,2.0,5,2,6.0,KKR,Chidambaram,28 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1071,Harshal Patel,2.0,12,2,6.0,PBKS,IS Bindra Stadium,13 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1072,JP Duminy,2.0,16,2,6.0,PBKS,Maharashtra Cricket Association's International Stadium,15 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1073,Anureet Singh,2.0,21,2,6.0,RCB,IS Bindra Stadium,13 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1074,Axar Patel,2.0,11,2,6.0,RCB,IS Bindra Stadium,13 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1075,James Faulkner,4.0,26,3,8.0,PBKS,Maharashtra Cricket Association's International Stadium,10 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1076,Ashish Nehra,4.0,28,3,8.0,RCB,JSCA Stadium,22 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1077,Imran Tahir,4.0,22,3,8.0,MI,Arun Jaitley Stadium,23 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1078,Dwayne Bravo,4.0,25,3,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,02 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1079,Lasith Malinga,4.0,23,3,8.0,CSK,Wankhede Stadium,19 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1080,Bhuvneshwar Kumar,4.0,44,3,8.0,RR,Brabourne Stadium,07 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1081,Imran Tahir,4.0,43,3,8.0,PBKS,Maharashtra Cricket Association's International Stadium,15 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1082,Mitchell Starc,4.0,22,3,8.0,RR,Narendra Modi Stadium,24 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1083,Mitchell McClenaghan,4.0,16,3,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1084,Harbhajan Singh,4.0,27,3,8.0,RCB,M. Chinnaswamy Stadium,19 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1085,Mitchell McClenaghan,4.0,20,3,8.0,SRH,Wankhede Stadium,25 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1086,Ashish Nehra,4.0,19,3,8.0,RCB,Chidambaram,04 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1087,Trent Boult,4.0,36,3,8.0,RCB,M. Chinnaswamy Stadium,13 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1088,Nathan Coulter-Nile,4.0,30,3,8.0,CSK,Chidambaram,09 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1089,Mitchell Starc,4.0,20,3,8.0,DC,Arun Jaitley Stadium,26 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1090,Bhuvneshwar Kumar,4.0,26,3,8.0,MI,Wankhede Stadium,25 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1091,Mohit Sharma,4.0,25,3,8.0,RR,Chidambaram,10 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1092,Yuzvendra Chahal,4.0,40,3,8.0,CSK,M. Chinnaswamy Stadium,22 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1093,Ashish Nehra,4.0,23,3,8.0,MI,Wankhede Stadium,17 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1094,Dwayne Bravo,4.0,40,3,8.0,MI,Wankhede Stadium,19 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1095,Ashish Nehra,4.0,25,3,8.0,DC,Chidambaram,09 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1096,Anureet Singh,4.0,23,3,8.0,RR,Maharashtra Cricket Association's International Stadium,10 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1097,Mitchell McClenaghan,4.0,25,3,8.0,CSK,Eden Gardens,24 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1098,Chris Morris,4.0,19,3,8.0,CSK,Chidambaram,10 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1099,Umesh Yadav,4.0,33,3,8.0,PBKS,Maharashtra Cricket Association's International Stadium,18 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1100,Trent Boult,4.0,19,3,8.0,PBKS,IS Bindra Stadium,27 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1101,Mitchell Starc,4.0,24,3,8.0,CSK,Chidambaram,04 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1102,Moises Henriques,4.0,16,3,8.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,11 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1103,Mitchell McClenaghan,4.0,31,3,8.0,RR,Wankhede Stadium,01 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1104,Andre Russell,4.0,32,3,8.0,RR,Brabourne Stadium,16 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1105,Ravindra Jadeja,4.0,22,3,8.0,PBKS,Chidambaram,25 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1106,Dhawal Kulkarni,3.0,9,2,9.0,SRH,ACA-VDCA Stadium,16 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1107,Harshal Patel,3.0,15,2,9.0,RR,Maharashtra Cricket Association's International Stadium,20 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1108,Vinay Kumar,3.0,26,2,9.0,CSK,Wankhede Stadium,19 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1109,Shane Watson,3.0,36,2,9.0,SRH,Brabourne Stadium,07 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1110,Gurkeerat Mann Singh,3.0,17,2,9.0,KKR,Eden Gardens,09 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1111,Jagadeesha Suchith,3.0,14,2,9.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1112,Pawan Negi,3.0,28,2,9.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,12 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1113,Domnic Joseph,3.0,18,2,9.0,KKR,Arun Jaitley Stadium,20 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1114,Dhawal Kulkarni,3.0,26,2,9.0,MI,Wankhede Stadium,01 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1115,Albie Morkel,3.0,21,2,9.0,CSK,Shaheed Veer Narayan Singh International Cricket Stadium,12 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1116,Ravi Bopara,3.0,31,2,9.0,RCB,M. Chinnaswamy Stadium,13 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1117,Yuzvendra Chahal,3.0,26,2,9.0,DC,M. Chinnaswamy Stadium,17 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1118,Karn Sharma,3.0,12,2,9.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,09 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1119,Yuzvendra Chahal,3.1,25,2,9.5,RR,Narendra Modi Stadium,24 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1120,David Wiese,3.2,18,2,10.0,DC,Arun Jaitley Stadium,26 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1121,Dwayne Bravo,3.4,17,2,11.0,RCB,Chidambaram,04 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1122,Anureet Singh,3.5,56,2,11.5,KKR,Eden Gardens,09 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1123,Bhuvneshwar Kumar,3.5,30,2,11.5,RCB,M. Chinnaswamy Stadium,13 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1124,Bhuvneshwar Kumar,4.0,23,2,12.0,PBKS,IS Bindra Stadium,27 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1125,Lasith Malinga,4.0,33,2,12.0,DC,Wankhede Stadium,05 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1126,Shakib Al Hasan,4.0,22,2,12.0,MI,Wankhede Stadium,14 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1127,David Wiese,4.0,29,2,12.0,CSK,Chidambaram,04 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1128,Harbhajan Singh,4.0,20,2,12.0,PBKS,Wankhede Stadium,12 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1129,Nathan Coulter-Nile,4.0,25,2,12.0,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,09 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1130,Mohit Sharma,4.0,36,2,12.0,SRH,Chidambaram,11 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1131,Morne Morkel,4.0,30,2,12.0,DC,Arun Jaitley Stadium,20 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1132,Morne Morkel,4.0,18,2,12.0,MI,Eden Gardens,08 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1133,Varun Aaron,4.0,24,2,12.0,DC,Arun Jaitley Stadium,26 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1134,Bhuvneshwar Kumar,4.0,42,2,12.0,KKR,Eden Gardens,04 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1135,Anureet Singh,4.0,41,2,12.0,MI,Wankhede Stadium,12 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1136,Tim Southee,4.0,36,2,12.0,PBKS,Maharashtra Cricket Association's International Stadium,10 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1137,Mitchell Johnson,4.0,39,2,12.0,SRH,IS Bindra Stadium,27 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1138,Harbhajan Singh,4.0,11,2,12.0,DC,Wankhede Stadium,05 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1139,Ravi Bopara,4.0,18,2,12.0,RR,ACA-VDCA Stadium,16 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1140,Ishwar Pandey,4.0,27,2,12.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,12 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1141,Dwayne Bravo,4.0,36,2,12.0,MI,Eden Gardens,24 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1142,Moises Henriques,4.0,20,2,12.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,02 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1143,Yuzvendra Chahal,4.0,51,2,12.0,MI,Wankhede Stadium,10 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1144,Yusuf Pathan,4.0,40,2,12.0,RCB,Eden Gardens,11 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1145,Umesh Yadav,4.0,18,2,12.0,DC,Arun Jaitley Stadium,20 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1146,Shane Watson,4.0,38,2,12.0,KKR,Brabourne Stadium,16 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1147,Morne Morkel,4.0,27,2,12.0,PBKS,Maharashtra Cricket Association's International Stadium,18 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1148,Brad Hogg,4.0,17,2,12.0,SRH,Eden Gardens,04 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1149,Dhawal Kulkarni,4.0,43,2,12.0,DC,Brabourne Stadium,03 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1150,David Wiese,4.0,32,2,12.0,RR,Maharashtra Cricket Association's International Stadium,20 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1151,Mitchell Johnson,4.0,23,2,12.0,MI,Wankhede Stadium,12 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1152,Zaheer Khan,4.0,17,2,12.0,PBKS,Arun Jaitley Stadium,01 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1153,Mitchell Johnson,4.0,34,2,12.0,RR,Maharashtra Cricket Association's International Stadium,10 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1154,Yuzvendra Chahal,4.0,28,2,12.0,MI,M. Chinnaswamy Stadium,19 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1155,Axar Patel,4.0,25,2,12.0,SRH,IS Bindra Stadium,27 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1156,Sandeep Sharma,4.0,41,2,12.0,RCB,M. Chinnaswamy Stadium,06 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1157,Ashish Nehra,4.0,16,2,12.0,PBKS,Chidambaram,25 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1158,Lasith Malinga,4.0,25,2,12.0,CSK,Eden Gardens,24 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1159,Amit Mishra,4.0,32,2,12.0,MI,Arun Jaitley Stadium,23 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1160,Bhuvneshwar Kumar,4.0,32,2,12.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,02 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1161,Harshal Patel,4.0,36,2,12.0,MI,Wankhede Stadium,10 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1162,Chris Morris,4.0,35,2,12.0,DC,Arun Jaitley Stadium,12 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1163,Tim Southee,4.0,32,2,12.0,RCB,M. Chinnaswamy Stadium,29 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1164,Imran Tahir,4.0,46,2,12.0,KKR,Eden Gardens,07 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1165,Dhawal Kulkarni,4.0,36,2,12.0,KKR,Brabourne Stadium,16 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1166,Andre Russell,4.0,39,2,12.0,PBKS,Maharashtra Cricket Association's International Stadium,18 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1167,Umesh Yadav,4.0,34,2,12.0,SRH,Eden Gardens,04 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1168,Anureet Singh,4.0,33,2,12.0,DC,Maharashtra Cricket Association's International Stadium,15 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1169,Dale Steyn,4.0,38,2,12.0,MI,Wankhede Stadium,25 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1170,Harshal Patel,4.0,19,2,12.0,CSK,Chidambaram,04 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1171,Beuran Hendricks,4.0,40,2,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,11 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1172,Sreenath Aravind,4.0,20,2,12.0,RR,Maharashtra Cricket Association's International Stadium,20 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1173,Axar Patel,4.0,30,2,12.0,MI,Wankhede Stadium,12 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1174,Iqbal Abdulla,4.0,36,2,12.0,CSK,M. Chinnaswamy Stadium,22 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1175,Lasith Malinga,4.0,17,2,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1176,Piyush Chawla,4.0,26,2,12.0,CSK,Chidambaram,28 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1177,Pawan Negi,4.0,25,2,12.0,PBKS,IS Bindra Stadium,16 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1178,Dwayne Bravo,4.0,30,2,12.0,MI,Wankhede Stadium,17 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1179,Ravichandran Ashwin,4.0,14,2,12.0,PBKS,Chidambaram,25 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1180,Ishwar Pandey,4.0,28,2,12.0,RCB,Chidambaram,04 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1181,Lasith Malinga,4.0,31,2,12.0,PBKS,IS Bindra Stadium,03 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1182,Dhawal Kulkarni,4.0,28,2,12.0,RCB,Maharashtra Cricket Association's International Stadium,20 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1183,Axar Patel,4.0,30,2,12.0,RR,Narendra Modi Stadium,21 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1184,Dwayne Bravo,4.0,36,2,12.0,DC,Chidambaram,09 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1185,Nathan Coulter-Nile,4.0,30,2,12.0,MI,Wankhede Stadium,05 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1186,Pravin Tambe,4.0,21,2,12.0,SRH,ACA-VDCA Stadium,16 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1187,Praveen Kumar,4.0,35,2,12.0,MI,Wankhede Stadium,25 April 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1188,Yuzvendra Chahal,4.0,28,2,12.0,CSK,JSCA Stadium,22 May 2015,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
