Unnamed: 0.1,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date,Unnamed: 0,Year,Metric,Source_File
552,Zaheer Khan,4.0,19,2,12.0,CSK,M. Chinnaswamy Stadium,22 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
553,Shane Watson,4.0,24,2,12.0,PBKS,IS Bindra Stadium,21 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
554,Shane Warne,4.0,17,2,12.0,DC,Sawai Mansingh Stadium,12 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
555,Shadab Jakati,4.0,23,2,12.0,DEC,Chidambaram,01 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
556,James Franklin,4.0,35,2,12.0,KKR,Eden Gardens,22 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
557,Rahul Sharma,4.0,17,2,12.0,PBKS,IS Bindra Stadium,08 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
558,Rajat Bhatia,4.0,26,2,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,03 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
559,Rahul Sharma,4.0,27,2,12.0,RCB,M. Chinnaswamy Stadium,29 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
560,Vinay Kumar,4.0,25,2,12.0,DC,Arun Jaitley Stadium,02 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
561,Shadab Jakati,4.0,21,2,12.0,RCB,Chidambaram,28 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
562,Lasith Malinga,4.0,28,2,12.0,PWI,Wankhede Stadium,20 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
563,Kieron Pollard,4.0,25,2,12.0,RCB,M. Chinnaswamy Stadium,12 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
564,Shakib Al Hasan,4.0,31,2,12.0,RR,Sawai Mansingh Stadium,15 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
565,Iqbal Abdulla,4.0,19,2,12.0,PBKS,Eden Gardens,30 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
566,Rajat Bhatia,4.0,29,2,12.0,DEC,Eden Gardens,11 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
567,Yuvraj Singh,4.0,22,2,12.0,MI,DY Patil Stadium,04 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
568,Umesh Yadav,4.0,29,2,12.0,KKR,Arun Jaitley Stadium,28 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
569,Ajit Agarkar,4.0,47,2,12.0,PBKS,Arun Jaitley Stadium,23 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
570,Shane Warne,4.0,21,2,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,09 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
571,Munaf Patel,4.0,18,2,12.0,PBKS,Wankhede Stadium,02 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
572,Shakib Al Hasan,4.0,16,2,12.0,PWI,DY Patil Stadium,19 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
573,Ravichandran Ashwin,4.0,19,2,12.0,DC,Chidambaram,12 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
574,Praveen Kumar,4.0,37,2,12.0,CSK,IS Bindra Stadium,13 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
575,Suraj Randiv,4.0,24,2,12.0,RCB,Chidambaram,16 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
576,Sreenath Aravind,4.0,20,2,12.0,KTK,M. Chinnaswamy Stadium,08 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
577,Syed Mohammad,4.0,25,2,12.0,MI,Chidambaram,27 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
578,Charl Langeveldt,4.0,48,2,12.0,PBKS,HPCA Stadium,17 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
579,Praveen Kumar,4.0,22,2,12.0,RR,IS Bindra Stadium,21 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
580,Jaydev Unadkat,4.0,25,2,12.0,KTK,Jawaharlal Nehru Stadium,05 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
581,Alfonso Thomas,4.0,23,2,12.0,RCB,M. Chinnaswamy Stadium,29 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
582,Alfonso Thomas,4.0,29,2,12.0,CSK,Chidambaram,25 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
583,Praveen Kumar,4.0,19,2,12.0,MI,IS Bindra Stadium,10 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
584,Amit Mishra,4.0,28,2,12.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,16 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
585,Piyush Chawla,4.0,37,2,12.0,MI,Wankhede Stadium,02 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
586,Pragyan Ojha,4.0,35,2,12.0,PWI,DY Patil Stadium,16 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
587,Lasith Malinga,4.0,32,2,12.0,RCB,M. Chinnaswamy Stadium,12 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
588,Lasith Malinga,4.0,42,2,12.0,KTK,Wankhede Stadium,15 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
589,Harbhajan Singh,4.0,24,2,12.0,DC,Wankhede Stadium,07 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
590,Bhargav Bhatt,4.0,22,2,12.0,KKR,Eden Gardens,30 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
591,Jaydev Unadkat,4.0,36,2,12.0,DEC,Eden Gardens,11 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
592,Shalabh Srivastava,4.0,39,2,12.0,DC,HPCA Stadium,15 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
593,Amit Mishra,4.0,14,2,12.0,MI,Rajiv Gandhi Intl. Cricket Stadium,24 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
594,Ravichandran Ashwin,4.0,24,2,12.0,RR,Sawai Mansingh Stadium,09 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
595,Shadab Jakati,4.0,22,2,12.0,RR,Chidambaram,04 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
596,Irfan Pathan,4.0,27,2,12.0,KTK,Jawaharlal Nehru Stadium,30 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
597,RP Singh,4.0,25,2,12.0,KKR,Eden Gardens,20 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
598,Dan Christian,4.0,38,2,12.0,DC,Arun Jaitley Stadium,19 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
599,David Hussey,1.0,2,2,3.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,08 May 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
600,Sunil Narine,3.1,15,4,4.75,MI,Wankhede Stadium,16 May 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
601,Ravindra Jadeja,4.0,16,5,4.8,DEC,ACA-VDCA Stadium,07 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
602,Sunil Narine,4.0,19,5,4.8,PBKS,Eden Gardens,15 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
603,Dimitri Mascarenhas,4.0,25,5,4.8,PWI,IS Bindra Stadium,12 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
604,Munaf Patel,3.4,28,4,5.5,RR,Wankhede Stadium,11 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
605,Lasith Malinga,3.4,16,4,5.5,DEC,Wankhede Stadium,29 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
606,Lakshmipathy Balaji,4.0,18,4,6.0,RCB,M. Chinnaswamy Stadium,10 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
607,KP Appanna,4.0,19,4,6.0,RR,Sawai Mansingh Stadium,23 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
608,Morne Morkel,4.0,20,4,6.0,PBKS,HPCA Stadium,19 May 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
609,Ashok Dinda,4.0,18,4,6.0,MI,Wankhede Stadium,06 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
610,Parvinder Awana,4.0,34,4,6.0,RCB,IS Bindra Stadium,20 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
611,Munaf Patel,4.0,20,4,6.0,DEC,ACA-VDCA Stadium,09 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
612,Ajit Chandila,4.0,13,4,6.0,PWI,Sawai Mansingh Stadium,13 May 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
613,Kevon Cooper,4.0,26,4,6.0,PBKS,Sawai Mansingh Stadium,06 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
614,Kieron Pollard,4.0,44,4,6.0,RR,Wankhede Stadium,11 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
615,Ryan Harris,4.0,34,4,6.0,RR,IS Bindra Stadium,05 May 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
616,Siddharth Trivedi,4.0,25,4,6.0,RCB,M. Chinnaswamy Stadium,15 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
617,Pawan Negi,4.0,18,4,6.0,RR,Sawai Mansingh Stadium,01 May 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
618,Morne Morkel,3.0,18,3,6.0,KKR,Eden Gardens,05 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
619,Doug Bollinger,3.0,24,3,6.0,RCB,Chidambaram,12 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
620,Ravindra Jadeja,2.0,18,2,6.0,RCB,Chidambaram,12 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
621,Umesh Yadav,2.0,9,2,6.0,KKR,Eden Gardens,05 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
622,Nuwan Kulasekara,2.0,10,2,6.0,PWI,Chidambaram,19 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
623,Ravindra Jadeja,2.0,12,2,6.0,MI,Wankhede Stadium,06 May 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
624,Yusuf Pathan,2.0,12,2,6.0,PWI,Maharashtra Cricket Association's International Stadium,19 May 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
625,Shadab Jakati,2.0,14,2,6.0,DEC,ACA-VDCA Stadium,07 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
626,Jacques Kallis,2.0,7,2,6.0,RCB,M. Chinnaswamy Stadium,10 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
627,Doug Bollinger,2.1,20,2,6.5,DEC,ACA-VDCA Stadium,07 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
628,Harmeet Singh Bansal,3.2,24,3,6.66,PWI,Maharashtra Cricket Association's International Stadium,08 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
629,Ravichandran Ashwin,3.5,24,3,7.66,DC,Chidambaram,25 May 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
630,Shakib Al Hasan,4.0,17,3,8.0,RR,Eden Gardens,13 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
631,Marlon Samuels,4.0,39,3,8.0,CSK,Chidambaram,19 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
632,Albie Morkel,4.0,29,3,8.0,PBKS,Chidambaram,28 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
633,Amit Mishra,4.0,32,3,8.0,RR,Sawai Mansingh Stadium,17 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
634,Ashish Nehra,4.0,23,3,8.0,RR,Sawai Mansingh Stadium,13 May 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
635,Piyush Chawla,4.0,18,3,8.0,KKR,Eden Gardens,15 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
636,Morne Morkel,4.0,23,3,8.0,DEC,Arun Jaitley Stadium,19 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
637,Robin Peterson,4.0,37,3,8.0,DC,Arun Jaitley Stadium,27 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
638,Kevon Cooper,4.0,28,3,8.0,KKR,Sawai Mansingh Stadium,08 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
639,Azhar Mahmood,4.0,20,3,8.0,RCB,M. Chinnaswamy Stadium,02 May 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
640,Muttiah Muralitharan,4.0,25,3,8.0,DC,M. Chinnaswamy Stadium,07 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
641,Muttiah Muralitharan,4.0,21,3,8.0,CSK,Chidambaram,12 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
642,Shaun Tait,4.0,13,3,8.0,PWI,Maharashtra Cricket Association's International Stadium,08 May 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
643,Shahbaz Nadeem,4.0,16,3,8.0,DEC,Arun Jaitley Stadium,19 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
644,Dale Steyn,4.0,8,3,8.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,20 May 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
645,Lasith Malinga,4.0,27,3,8.0,DEC,ACA-VDCA Stadium,09 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
646,Parvinder Awana,4.0,39,3,8.0,MI,IS Bindra Stadium,25 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
647,Vinay Kumar,4.0,32,3,8.0,PWI,Maharashtra Cricket Association's International Stadium,11 May 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
648,Umesh Yadav,4.0,21,3,8.0,PBKS,Arun Jaitley Stadium,15 May 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
649,Ashish Reddy,4.0,25,3,8.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,20 May 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
650,Morne Morkel,4.0,50,3,8.0,PWI,Arun Jaitley Stadium,21 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
651,Azhar Mahmood,4.0,25,3,8.0,CSK,Chidambaram,28 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
652,Lasith Malinga,4.0,25,3,8.0,CSK,Wankhede Stadium,06 May 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
653,Dhawal Kulkarni,4.0,18,3,8.0,RR,Sawai Mansingh Stadium,20 May 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
654,Marchant de Lange,4.0,34,3,8.0,PWI,Eden Gardens,05 May 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
655,Umesh Yadav,4.0,19,3,8.0,PBKS,HPCA Stadium,19 May 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
656,Parvinder Awana,4.0,22,3,8.0,DC,Arun Jaitley Stadium,15 May 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
657,Dhawal Kulkarni,4.0,46,3,8.0,CSK,M. Chinnaswamy Stadium,23 May 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
658,Vinay Kumar,4.0,22,3,8.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,20 May 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
659,Alfonso Thomas,4.0,22,3,8.0,DC,Arun Jaitley Stadium,21 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
660,RP Singh,4.0,28,3,8.0,CSK,Wankhede Stadium,06 May 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
661,Dale Steyn,4.0,12,3,8.0,MI,ACA-VDCA Stadium,09 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
662,Ben Hilfenhaus,4.0,27,3,8.0,DC,Chidambaram,12 May 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
663,Zaheer Khan,4.0,38,3,8.0,DC,Arun Jaitley Stadium,17 May 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
664,Doug Bracewell,4.0,32,3,8.0,RCB,M. Chinnaswamy Stadium,07 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
665,James Franklin,3.0,18,2,9.0,DEC,Wankhede Stadium,29 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
666,Shakib Al Hasan,3.0,21,2,9.0,RCB,M. Chinnaswamy Stadium,10 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
667,Rahul Sharma,3.0,16,2,9.0,CSK,Maharashtra Cricket Association's International Stadium,14 April 2012,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
