Unnamed: 0,Player,Ov,Runs,Wkts,Maid,Dots,SR,Against,Venue,Match Date,Year,Metric,Source_File
1355,Bhuvneshwar Kumar,4.0,19,5,0,14,4.8,PBKS,Rajiv Gandhi Intl. Cricket Stadium,17 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1356,Sunil Narine,4.0,19,1,0,14,24.0,PBKS,Eden Gardens,13 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1357,Sandeep Sharma,4.0,20,4,0,14,6.0,DC,IS Bindra Stadium,30 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1358,Harbhajan Singh,4.0,23,2,0,14,12.0,SRH,Wankhede Stadium,12 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1359,Mitchell Johnson,4.0,23,0,1,14,0.0,DC,Wankhede Stadium,22 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1360,Karn Sharma,3.4,11,3,0,13,7.33,DC,Arun Jaitley Stadium,06 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1361,Axar Patel,4.0,12,1,0,13,24.0,RCB,Holkar Cricket Stadium,10 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1362,Washington Sundar,4.0,16,3,0,13,8.0,MI,Wankhede Stadium,16 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1363,Ankit Soni,4.0,16,1,0,13,24.0,MI,Saurashtra Cricket Association Stadium,29 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1364,Aniket Choudhary,4.0,17,2,1,13,12.0,PBKS,M. Chinnaswamy Stadium,05 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1365,Chris Woakes,4.0,18,3,0,13,8.0,RPS,Eden Gardens,03 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1366,Amit Mishra,4.0,18,2,1,13,12.0,MI,Wankhede Stadium,22 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1367,Sunil Narine,4.0,20,0,0,13,0.0,SRH,M. Chinnaswamy Stadium,17 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1368,Sunil Narine,4.0,21,0,0,13,0.0,MI,M. Chinnaswamy Stadium,19 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1369,Praveen Kumar,4.0,22,2,0,13,12.0,SRH,Green Park,13 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1370,Mitchell Johnson,4.0,28,2,0,13,12.0,KKR,M. Chinnaswamy Stadium,19 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1371,Varun Aaron,4.0,28,0,0,13,0.0,RCB,M. Chinnaswamy Stadium,05 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1372,Tymal Mills,4.0,31,2,0,13,12.0,KKR,Eden Gardens,23 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1373,Ankit Rajpoot,4.0,37,3,0,13,8.0,MI,Wankhede Stadium,09 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1374,Andrew Tye,4.0,12,3,0,12,8.0,RCB,M. Chinnaswamy Stadium,27 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1375,Shahbaz Nadeem,4.0,13,1,0,12,24.0,RCB,M. Chinnaswamy Stadium,08 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1376,Ben Stokes,3.0,10,0,0,12,0.0,PBKS,Maharashtra Cricket Association's International Stadium,14 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1377,Rashid Khan,4.0,16,1,0,12,24.0,PBKS,IS Bindra Stadium,28 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1378,Ankit Soni,4.0,16,0,0,12,0.0,RPS,Maharashtra Cricket Association's International Stadium,01 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1379,Imran Tahir,4.0,18,3,0,12,8.0,RCB,Maharashtra Cricket Association's International Stadium,29 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1380,Pawan Negi,4.0,18,1,0,12,24.0,RPS,Maharashtra Cricket Association's International Stadium,29 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1381,Karn Sharma,4.0,18,0,0,12,0.0,RPS,Rajiv Gandhi Intl. Cricket Stadium,21 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1382,Umesh Yadav,4.0,21,2,0,12,12.0,SRH,M. Chinnaswamy Stadium,17 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1383,Yuzvendra Chahal,4.0,21,2,0,12,12.0,PBKS,M. Chinnaswamy Stadium,05 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1384,Shane Watson,4.0,21,1,0,12,24.0,DC,M. Chinnaswamy Stadium,08 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1385,Nathan Coulter-Nile,4.0,22,3,0,12,8.0,DC,Arun Jaitley Stadium,17 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1386,Axar Patel,4.0,22,2,0,12,12.0,DC,IS Bindra Stadium,30 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1387,Sunil Narine,4.0,22,1,0,12,24.0,MI,Wankhede Stadium,09 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1388,Kuldeep Yadav,4.0,23,1,0,12,24.0,SRH,Eden Gardens,15 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1389,Mitchell McClenaghan,4.0,24,2,0,12,12.0,GL,Wankhede Stadium,16 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1390,Jaydev Unadkat,4.0,25,2,0,12,12.0,RCB,M. Chinnaswamy Stadium,16 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1391,Mohammed Siraj,4.0,26,2,0,12,12.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,30 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1392,Billy Stanlake,4.0,29,2,0,12,12.0,DC,M. Chinnaswamy Stadium,08 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1393,Jaydev Unadkat,4.0,30,5,1,12,4.8,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1394,Trent Boult,4.0,30,2,0,12,12.0,MI,Eden Gardens,13 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1395,Kagiso Rabada,4.0,30,1,0,12,24.0,MI,Wankhede Stadium,22 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1396,Imran Tahir,4.0,32,1,0,12,24.0,MI,Wankhede Stadium,24 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1397,Umesh Yadav,4.0,36,3,0,12,8.0,RCB,M. Chinnaswamy Stadium,07 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1398,Yuzvendra Chahal,4.0,39,1,0,12,24.0,KKR,M. Chinnaswamy Stadium,07 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1399,Karn Sharma,4.0,16,4,0,11,6.0,KKR,M. Chinnaswamy Stadium,19 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1400,Shane Watson,4.0,16,1,0,11,24.0,DC,Arun Jaitley Stadium,14 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1401,Ben Stokes,4.0,18,3,0,11,8.0,RCB,M. Chinnaswamy Stadium,16 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1402,Rashid Khan,4.0,19,3,0,11,8.0,GL,Rajiv Gandhi Intl. Cricket Stadium,09 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1403,Rashid Khan,4.0,19,1,0,11,24.0,MI,Wankhede Stadium,12 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1404,Bhuvneshwar Kumar,4.0,20,3,0,11,8.0,KKR,Eden Gardens,15 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1405,Mitchell McClenaghan,4.0,20,2,0,11,12.0,RCB,M. Chinnaswamy Stadium,14 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1406,Chris Woakes,4.0,20,2,0,11,12.0,PBKS,IS Bindra Stadium,09 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1407,Umesh Yadav,3.0,15,1,0,11,18.0,RCB,Eden Gardens,23 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1408,Bhuvneshwar Kumar,4.0,21,3,0,11,8.0,MI,Wankhede Stadium,12 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1409,Varun Aaron,4.0,21,2,0,11,12.0,RCB,Holkar Cricket Stadium,10 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1410,Jasprit Bumrah,4.0,21,2,0,11,12.0,DC,Wankhede Stadium,22 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1411,Lasith Malinga,4.0,21,0,0,11,0.0,RPS,Rajiv Gandhi Intl. Cricket Stadium,21 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1412,Rashid Khan,4.0,22,1,0,11,24.0,MI,Rajiv Gandhi Intl. Cricket Stadium,08 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1413,Harbhajan Singh,4.0,23,1,0,11,24.0,GL,Saurashtra Cricket Association Stadium,29 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1414,Avesh Khan,4.0,23,1,0,11,24.0,DC,Arun Jaitley Stadium,14 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1415,Harbhajan Singh,4.0,23,0,0,11,0.0,RCB,M. Chinnaswamy Stadium,14 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1416,Mitchell McClenaghan,4.0,24,3,0,11,8.0,DC,Wankhede Stadium,22 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1417,Imran Tahir,4.0,24,1,0,11,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1418,Siddarth Kaul,4.0,26,2,0,11,12.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,30 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1419,Jayant Yadav,4.0,26,0,0,11,0.0,SRH,Arun Jaitley Stadium,02 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1420,Bhuvneshwar Kumar,4.0,27,2,0,11,12.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1421,Nathan Coulter-Nile,3.0,21,3,0,11,6.0,RCB,Eden Gardens,23 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1422,Kagiso Rabada,4.0,28,2,0,11,12.0,GL,Arun Jaitley Stadium,04 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1423,Shahbaz Nadeem,3.0,21,1,0,11,18.0,RPS,Arun Jaitley Stadium,12 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1424,Mohammad Nabi,4.0,28,1,0,11,24.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,17 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1425,Ben Stokes,4.0,30,3,0,11,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1426,Mitchell Johnson,4.0,30,1,0,11,24.0,KKR,Eden Gardens,13 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1427,Basil Thampi,4.0,31,1,0,11,24.0,RCB,Saurashtra Cricket Association Stadium,18 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1428,Pat Cummins,4.0,31,1,0,11,24.0,RPS,Arun Jaitley Stadium,12 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1429,Mohammad Shami,4.0,31,0,0,11,0.0,RCB,Arun Jaitley Stadium,14 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1430,Umesh Yadav,4.0,33,4,0,11,6.0,PBKS,Eden Gardens,13 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1431,Nathan Coulter-Nile,4.0,34,3,0,11,8.0,DC,Eden Gardens,28 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1432,Ashish Nehra,4.0,35,1,0,11,24.0,KKR,Eden Gardens,15 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1433,Chris Woakes,2.0,6,3,0,10,4.0,RCB,Eden Gardens,23 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1434,Amit Mishra,3.0,11,3,0,10,6.0,RPS,Maharashtra Cricket Association's International Stadium,11 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1435,Yuzvendra Chahal,4.0,16,3,0,10,8.0,KKR,Eden Gardens,23 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1436,Andrew Tye,4.0,17,5,0,10,4.8,RPS,Saurashtra Cricket Association Stadium,14 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1437,Rashid Khan,4.0,17,1,0,10,24.0,RPS,Maharashtra Cricket Association's International Stadium,22 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1438,Sunil Narine,4.0,18,1,0,10,24.0,SRH,Eden Gardens,15 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1439,Rahul Tewatia,3.0,14,0,0,10,0.0,RPS,Maharashtra Cricket Association's International Stadium,14 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1440,Jaydev Unadkat,4.0,19,2,0,10,12.0,MI,Rajiv Gandhi Intl. Cricket Stadium,21 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1441,Yuzvendra Chahal,4.0,19,1,0,10,24.0,DC,M. Chinnaswamy Stadium,08 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1442,Jaydev Unadkat,4.0,19,1,0,10,24.0,RCB,Maharashtra Cricket Association's International Stadium,29 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1443,Nathan Coulter-Nile,4.0,20,3,0,10,8.0,SRH,M. Chinnaswamy Stadium,17 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1444,Pawan Negi,3.0,15,2,0,10,9.0,KKR,Eden Gardens,23 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1445,Dan Christian,4.0,20,1,0,10,24.0,SRH,Maharashtra Cricket Association's International Stadium,22 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1446,Sreenath Aravind,4.0,21,0,0,10,0.0,MI,M. Chinnaswamy Stadium,14 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1447,Shahbaz Nadeem,4.0,23,1,0,10,24.0,RPS,Maharashtra Cricket Association's International Stadium,11 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1448,Umesh Yadav,4.0,23,1,0,10,24.0,RPS,Eden Gardens,03 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1449,Jaydev Unadkat,4.0,24,1,0,10,24.0,MI,Wankhede Stadium,16 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1450,Mohit Sharma,4.0,25,2,0,10,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1451,Dan Christian,4.0,25,1,0,10,24.0,RCB,Maharashtra Cricket Association's International Stadium,29 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1452,Chris Morris,4.0,26,4,0,10,6.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,19 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1453,Aniket Choudhary,2.5,19,1,1,10,17.0,KKR,M. Chinnaswamy Stadium,07 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1454,Jaydev Unadkat,4.0,29,2,0,10,12.0,DC,Arun Jaitley Stadium,12 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1455,Dhawal Kulkarni,4.0,30,1,0,10,24.0,DC,Green Park,10 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1456,Karn Sharma,4.0,30,1,0,10,24.0,RPS,Wankhede Stadium,16 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1457,Umesh Yadav,4.0,30,0,0,10,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,30 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1458,Jasprit Bumrah,4.0,31,2,0,10,12.0,GL,Saurashtra Cricket Association Stadium,29 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1459,Tymal Mills,4.0,31,1,0,10,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1460,Ravindra Jadeja,4.0,31,0,0,10,0.0,DC,Green Park,10 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1461,Mohammed Siraj,4.0,32,4,0,10,6.0,GL,Green Park,13 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1462,Ben Stokes,4.0,32,0,0,10,0.0,PBKS,Holkar Cricket Stadium,08 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1463,Lasith Malinga,4.0,33,2,0,10,12.0,GL,Saurashtra Cricket Association Stadium,29 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1464,Trent Boult,4.0,33,1,0,10,24.0,SRH,Eden Gardens,15 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1465,Samuel Badree,4.0,33,1,0,10,24.0,KKR,Eden Gardens,23 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1466,Chris Morris,4.0,33,0,0,10,0.0,MI,Wankhede Stadium,22 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1467,Rashid Khan,4.0,34,3,0,10,8.0,GL,Green Park,13 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1468,Basil Thampi,4.0,34,1,0,10,24.0,RCB,M. Chinnaswamy Stadium,27 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1469,Shardul Thakur,4.0,35,3,0,10,8.0,RCB,M. Chinnaswamy Stadium,16 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1470,Kuldeep Yadav,4.0,35,1,0,10,24.0,RPS,Eden Gardens,03 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1471,Adam Milne,4.0,35,0,0,10,0.0,RPS,Maharashtra Cricket Association's International Stadium,29 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1472,Mohammad Shami,4.0,36,1,0,10,24.0,GL,Green Park,10 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1473,Ben Stokes,4.0,36,1,0,10,24.0,MI,Maharashtra Cricket Association's International Stadium,06 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1474,Trent Boult,4.0,36,0,0,10,0.0,PBKS,Eden Gardens,13 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1475,Pradeep Sangwan,4.0,37,0,0,10,0.0,SRH,Green Park,13 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1476,Pradeep Sangwan,4.0,38,2,0,10,12.0,RPS,Maharashtra Cricket Association's International Stadium,01 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1477,Ben Cutting,3.4,35,0,0,10,0.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1478,Tim Southee,4.0,39,2,1,10,12.0,KKR,Eden Gardens,13 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1479,James Faulkner,4.0,39,2,0,10,12.0,DC,Green Park,10 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1480,Sandeep Sharma,4.0,41,1,0,10,24.0,DC,Arun Jaitley Stadium,15 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1481,Mitchell McClenaghan,4.0,46,2,0,10,12.0,PBKS,Holkar Cricket Stadium,20 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1482,Mohit Sharma,4.0,47,0,0,10,0.0,RCB,Holkar Cricket Stadium,10 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1483,Rashid Khan,4.0,13,1,0,18,24.0,MI,Rajiv Gandhi Intl. Cricket Stadium,12 April 2018,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1484,Ankit Rajpoot,4.0,19,2,1,18,12.0,CSK,Maharashtra Cricket Association's International Stadium,20 May 2018,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
