Unnamed: 0,Player,Ov,Runs,Wkts,Maid,Dots,SR,Against,Venue,Match Date,Year,Metric,Source_File
396,Shaun Tait,4.0,22,2,0,11,12.0,CSK,Narendra Modi Stadium,28 March 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
397,Ravichandran Ashwin,4.0,22,1,0,11,24.0,KKR,Eden Gardens,16 March 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
398,Dirk Nannes,4.0,22,0,0,11,0.0,DEC,Arun Jaitley Stadium,18 April 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
399,Ryan McLaren,4.0,23,1,0,11,24.0,CSK,Brabourne Stadium,25 March 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
400,Harbhajan Singh,4.0,23,1,0,11,24.0,CSK,Chidambaram,06 April 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
401,Lasith Malinga,3.2,20,1,0,11,20.0,DEC,Brabourne Stadium,03 April 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
402,Pragyan Ojha,4.0,26,3,0,11,8.0,MI,Brabourne Stadium,03 April 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
403,Andrew Symonds,4.0,26,2,0,11,12.0,KKR,Eden Gardens,01 April 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
404,Shaun Tait,4.0,26,0,0,11,0.0,DC,Narendra Modi Stadium,15 March 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
405,Irfan Pathan,3.4,24,3,0,11,7.33,DC,Arun Jaitley Stadium,11 April 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
406,Dirk Nannes,4.0,27,1,0,11,24.0,RR,Narendra Modi Stadium,15 March 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
407,Ishant Sharma,4.0,27,0,0,11,0.0,RCB,Eden Gardens,14 March 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
408,Ali Murtaza,4.0,27,0,0,11,0.0,KKR,Eden Gardens,19 April 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
409,Ramesh Powar,4.0,28,2,0,11,12.0,CSK,HPCA Stadium,18 April 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
410,Thilan Thushara,4.0,28,2,0,11,12.0,RR,Narendra Modi Stadium,28 March 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
411,Piyush Chawla,4.0,28,1,0,11,24.0,CSK,HPCA Stadium,18 April 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
412,Dilhara Fernando,4.0,28,1,0,11,24.0,RCB,DY Patil Stadium,21 April 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
413,Shane Bond,4.0,28,1,0,11,24.0,DEC,Eden Gardens,01 April 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
414,Albie Morkel,4.0,28,1,0,11,24.0,RCB,M. Chinnaswamy Stadium,23 March 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
415,Sarabjit Ladda,4.0,28,0,0,11,0.0,RR,Narendra Modi Stadium,15 March 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
416,Irfan Pathan,3.5,27,1,0,11,23.0,DC,IS Bindra Stadium,13 March 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
417,Shadab Jakati,4.0,29,1,0,11,24.0,DEC,Vidarbha Cricket Association Stadium,10 April 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
418,Pradeep Sangwan,4.0,32,1,0,11,24.0,PBKS,IS Bindra Stadium,13 March 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
419,Lasith Malinga,4.0,33,0,0,11,0.0,CSK,DY Patil Stadium,25 April 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
420,Ryan Harris,4.0,34,2,0,11,12.0,RR,Vidarbha Cricket Association Stadium,05 April 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
421,Pradeep Sangwan,4.0,35,2,0,11,12.0,MI,Brabourne Stadium,13 April 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
422,MF Maharoof,4.0,37,2,0,11,12.0,PBKS,IS Bindra Stadium,13 March 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
423,Ryan Harris,4.0,37,2,0,11,12.0,RCB,M. Chinnaswamy Stadium,08 April 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
424,Doug Bollinger,4.0,39,1,0,11,24.0,MI,Chidambaram,06 April 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
425,Amit Mishra,4.0,41,0,0,11,0.0,KKR,Eden Gardens,07 April 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
426,RP Singh,4.0,43,1,0,11,24.0,PBKS,Barabati Stadium,19 March 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
427,Kieron Pollard,4.0,15,0,0,10,0.0,DC,Brabourne Stadium,13 April 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
428,Amit Mishra,3.0,12,1,0,10,18.0,DEC,Barabati Stadium,21 March 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
429,Kieron Pollard,4.0,17,3,0,10,8.0,RCB,DY Patil Stadium,21 April 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
430,Andrew Symonds,4.0,18,1,0,10,24.0,CSK,DY Patil Stadium,22 April 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
431,Amit Mishra,4.0,18,1,0,10,24.0,KKR,Arun Jaitley Stadium,29 March 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
432,Siddharth Trivedi,4.0,18,0,0,10,0.0,CSK,Narendra Modi Stadium,28 March 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
433,Dale Steyn,4.0,18,0,0,10,0.0,MI,M. Chinnaswamy Stadium,17 April 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
434,Ashok Dinda,3.1,15,2,0,10,9.5,RCB,M. Chinnaswamy Stadium,10 April 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
435,Angelo Mathews,4.0,19,4,0,10,6.0,RCB,Eden Gardens,14 March 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
436,RP Singh,4.0,21,2,0,10,12.0,RCB,Vidarbha Cricket Association Stadium,12 April 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
437,Harmeet Singh Bansal,4.0,21,1,0,10,24.0,CSK,Vidarbha Cricket Association Stadium,10 April 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
438,Lasith Malinga,4.0,22,4,0,10,6.0,PBKS,Brabourne Stadium,30 March 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
439,Shaun Tait,4.0,22,3,0,10,8.0,DEC,Narendra Modi Stadium,26 March 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
440,Ravichandran Ashwin,4.0,22,2,0,10,12.0,MI,Chidambaram,06 April 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
441,Yusuf Pathan,4.0,23,2,0,10,12.0,KKR,Narendra Modi Stadium,20 March 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
442,Andrew Symonds,4.0,23,1,0,10,24.0,CSK,Vidarbha Cricket Association Stadium,10 April 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
443,Amit Mishra,4.0,23,1,0,10,24.0,PBKS,IS Bindra Stadium,13 March 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
444,Shadab Jakati,4.0,23,1,0,10,24.0,KKR,Chidambaram,13 April 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
445,Ramesh Powar,4.0,23,0,0,10,0.0,KKR,Eden Gardens,04 April 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
446,Lasith Malinga,4.0,23,0,0,10,0.0,RR,Sawai Mansingh Stadium,11 April 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
447,Ashok Dinda,4.0,24,2,0,10,12.0,RR,Eden Gardens,17 April 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
448,Shanthakumaran Sreesanth,4.0,24,2,0,10,12.0,DC,IS Bindra Stadium,13 March 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
449,Kieron Pollard,4.0,24,1,0,10,24.0,DC,Arun Jaitley Stadium,17 March 2010,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
450,Morne Morkel,4.0,32,1,0,18,24.0,PBKS,Arun Jaitley Stadium,23 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
451,Rahul Sharma,4.0,7,2,0,17,12.0,MI,DY Patil Stadium,04 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
452,Rahul Sharma,4.0,13,3,1,17,8.0,RR,Sawai Mansingh Stadium,01 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
453,RP Singh,4.0,17,1,0,17,24.0,RR,Holkar Cricket Stadium,15 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
454,Munaf Patel,4.0,18,2,1,17,12.0,RR,Sawai Mansingh Stadium,29 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
455,Praveen Kumar,4.0,19,2,1,17,12.0,MI,IS Bindra Stadium,10 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
456,Amit Mishra,4.0,9,4,1,16,6.0,PBKS,HPCA Stadium,21 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
457,Brad Hodge,4.0,13,4,0,16,6.0,RR,Holkar Cricket Stadium,15 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
458,Lasith Malinga,3.4,13,5,1,16,4.4,DC,Arun Jaitley Stadium,10 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
459,Ishant Sharma,4.0,16,2,0,16,12.0,DC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
460,Shanthakumaran Sreesanth,4.0,16,2,0,16,12.0,RR,Holkar Cricket Stadium,15 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
461,Pragyan Ojha,4.0,16,0,0,16,0.0,MI,Wankhede Stadium,14 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
462,Dale Steyn,4.0,18,2,0,16,12.0,RR,Rajiv Gandhi Intl. Cricket Stadium,09 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
463,Amit Singh,4.0,18,1,1,16,24.0,DC,Sawai Mansingh Stadium,12 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
464,Dale Steyn,3.3,16,3,1,16,7.0,KTK,Jawaharlal Nehru Stadium,27 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
465,Wayne Parnell,4.0,20,1,0,16,24.0,PBKS,DY Patil Stadium,10 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
466,Shanthakumaran Sreesanth,4.0,22,0,1,16,0.0,DEC,Jawaharlal Nehru Stadium,27 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
467,RP Singh,4.0,25,4,0,16,6.0,PBKS,Holkar Cricket Stadium,13 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
468,Brett Lee,4.0,8,0,0,15,0.0,CSK,Eden Gardens,07 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
469,Shanthakumaran Sreesanth,4.0,10,2,1,15,12.0,DC,Jawaharlal Nehru Stadium,30 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
470,Amit Singh,4.0,14,2,0,15,12.0,MI,Sawai Mansingh Stadium,29 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
471,Daniel Vettori,4.0,15,2,0,15,12.0,CSK,M. Chinnaswamy Stadium,22 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
472,Piyush Chawla,4.0,17,4,0,15,6.0,RCB,HPCA Stadium,17 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
473,Shane Warne,4.0,17,2,0,15,12.0,DC,Sawai Mansingh Stadium,12 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
474,Praveen Kumar,4.0,17,1,1,15,24.0,PWI,IS Bindra Stadium,08 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
475,Zaheer Khan,4.0,19,2,1,15,12.0,CSK,M. Chinnaswamy Stadium,22 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
476,Albie Morkel,4.0,19,1,1,15,24.0,MI,Wankhede Stadium,22 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
477,Irfan Pathan,4.0,23,1,1,15,24.0,MI,Wankhede Stadium,07 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
478,RP Singh,4.0,24,1,0,15,24.0,CSK,Jawaharlal Nehru Stadium,18 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
479,Zaheer Khan,4.0,31,2,0,15,12.0,CSK,Wankhede Stadium,24 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
480,Praveen Kumar,4.0,32,1,1,15,24.0,DC,HPCA Stadium,15 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
481,Sreenath Aravind,4.0,14,4,0,14,6.0,PBKS,M. Chinnaswamy Stadium,06 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
482,Amit Mishra,4.0,14,2,0,14,12.0,MI,Rajiv Gandhi Intl. Cricket Stadium,24 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
483,Raiphi Gomez,4.0,14,2,1,14,12.0,KKR,Jawaharlal Nehru Stadium,05 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
484,Ali Murtaza,4.0,15,0,0,14,0.0,RR,Sawai Mansingh Stadium,29 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
485,Piyush Chawla,4.0,16,3,0,14,8.0,DC,HPCA Stadium,15 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
486,Alfonso Thomas,4.0,16,1,0,14,24.0,MI,Wankhede Stadium,20 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
487,Ryan Harris,4.0,16,1,0,14,24.0,DC,HPCA Stadium,15 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
488,Roelof van der Merwe,4.0,16,0,0,14,0.0,MI,Arun Jaitley Stadium,10 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
489,Ankeet Chavan,4.0,17,0,0,14,0.0,MI,Wankhede Stadium,20 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
490,Dan Christian,3.0,13,2,0,14,9.0,PWI,DY Patil Stadium,16 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
491,Jacques Kallis,4.0,18,2,0,14,12.0,MI,Wankhede Stadium,25 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
492,Iqbal Abdulla,4.0,19,2,0,14,12.0,PBKS,Eden Gardens,30 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
493,Sreenath Aravind,4.0,20,2,0,14,12.0,CSK,M. Chinnaswamy Stadium,22 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
494,Lasith Malinga,4.0,20,1,0,14,24.0,RR,Sawai Mansingh Stadium,29 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
495,Doug Bollinger,4.0,21,3,1,14,8.0,PWI,DY Patil Stadium,27 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
496,Ishant Sharma,4.0,21,1,0,14,24.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,14 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
497,Chris Gayle,4.0,26,1,0,14,24.0,KTK,M. Chinnaswamy Stadium,08 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
498,Varun Aaron,4.0,26,0,0,14,0.0,PBKS,HPCA Stadium,15 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
499,P Parameswaran,4.0,29,2,0,14,12.0,DC,Arun Jaitley Stadium,02 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
500,Johan van der Wath,4.0,30,1,0,14,24.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,14 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
501,Pragyan Ojha,4.0,35,2,0,14,12.0,PWI,DY Patil Stadium,16 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
502,Lasith Malinga,4.0,9,3,0,13,8.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,24 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
503,Morne Morkel,4.0,11,1,0,13,24.0,RR,Sawai Mansingh Stadium,12 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
504,Wayne Parnell,4.0,12,2,0,13,12.0,PBKS,IS Bindra Stadium,08 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
505,Shane Warne,4.0,13,1,0,13,24.0,MI,Sawai Mansingh Stadium,29 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
506,Praveen Kumar,3.0,11,0,1,13,0.0,RCB,HPCA Stadium,17 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
507,Siddharth Trivedi,4.0,15,3,0,13,8.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,09 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
508,Iqbal Abdulla,4.0,15,1,0,13,24.0,CSK,Eden Gardens,07 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
509,Shakib Al Hasan,4.0,16,2,0,13,12.0,PWI,DY Patil Stadium,19 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
510,Ali Murtaza,4.0,18,2,0,13,12.0,PWI,Wankhede Stadium,20 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
511,Rahul Sharma,4.0,18,1,0,13,24.0,KTK,DY Patil Stadium,13 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
512,Rajat Bhatia,4.0,18,0,0,13,0.0,PBKS,Eden Gardens,30 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
513,Sreenath Aravind,4.0,20,2,0,13,12.0,KTK,M. Chinnaswamy Stadium,08 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
514,Munaf Patel,4.0,21,5,0,13,4.8,PBKS,IS Bindra Stadium,10 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
515,Shane Warne,4.0,21,2,0,13,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,09 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
516,Ali Murtaza,4.0,21,1,0,13,24.0,DC,Arun Jaitley Stadium,10 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
517,Lakshmipathy Balaji,4.0,23,0,0,13,0.0,KTK,Eden Gardens,20 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
518,Dale Steyn,4.0,24,3,0,13,8.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,14 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
519,Jaydev Unadkat,4.0,24,1,0,13,24.0,DC,Arun Jaitley Stadium,28 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
520,Lasith Malinga,4.0,25,3,0,13,8.0,PWI,DY Patil Stadium,04 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
521,Morne Morkel,4.0,25,3,0,13,8.0,RCB,Arun Jaitley Stadium,26 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
522,Ryan Harris,4.0,25,1,0,13,24.0,CSK,IS Bindra Stadium,13 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
523,Ryan Harris,4.0,26,1,0,13,24.0,PWI,IS Bindra Stadium,08 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
524,Harmeet Singh Bansal,4.0,27,2,0,13,12.0,DC,Arun Jaitley Stadium,19 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
525,Shaun Tait,3.5,29,1,0,13,23.0,KKR,Eden Gardens,17 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
526,Zaheer Khan,4.0,36,0,0,13,0.0,MI,M. Chinnaswamy Stadium,12 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
527,Ishant Sharma,3.0,12,5,0,12,3.6,KTK,Jawaharlal Nehru Stadium,27 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
528,Ravichandran Ashwin,3.0,12,2,0,12,9.0,KKR,Eden Gardens,07 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
529,Rahul Sharma,4.0,17,2,0,12,12.0,PBKS,IS Bindra Stadium,08 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
530,Lasith Malinga,4.0,17,1,0,12,24.0,DEC,Wankhede Stadium,14 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
531,Morne Morkel,4.0,18,3,0,12,8.0,KTK,Jawaharlal Nehru Stadium,30 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
532,Ravichandran Ashwin,4.0,18,1,0,12,24.0,RCB,M. Chinnaswamy Stadium,22 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
533,Shane Watson,4.0,19,3,0,12,8.0,MI,Wankhede Stadium,20 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
534,Ravichandran Ashwin,4.0,19,2,1,12,12.0,PWI,Chidambaram,25 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
535,Ravichandran Ashwin,4.0,19,2,0,12,12.0,DC,Chidambaram,12 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
536,Yusuf Pathan,4.0,20,3,1,12,8.0,KTK,Eden Gardens,20 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
537,Lasith Malinga,4.0,20,2,0,12,12.0,CSK,Wankhede Stadium,22 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
538,Syed Mohammad,4.0,20,1,0,12,24.0,KKR,Eden Gardens,22 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
539,Shane Watson,4.0,20,0,0,12,0.0,KKR,Eden Gardens,17 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
540,Dhawal Kulkarni,4.0,20,0,0,12,0.0,PWI,DY Patil Stadium,04 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
541,RP Singh,4.0,21,2,0,12,12.0,DEC,Jawaharlal Nehru Stadium,27 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
542,Dwayne Bravo,4.0,21,0,0,12,0.0,RCB,M. Chinnaswamy Stadium,22 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
543,Lasith Malinga,3.2,18,2,1,12,10.0,DC,Wankhede Stadium,07 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
544,Doug Bollinger,4.0,22,3,0,12,8.0,RR,Sawai Mansingh Stadium,09 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
545,Johan Botha,4.0,23,1,0,12,24.0,CSK,Sawai Mansingh Stadium,09 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
546,Johan Botha,4.0,23,1,0,12,24.0,PWI,Sawai Mansingh Stadium,01 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
547,Ishant Sharma,4.0,23,0,0,12,0.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,16 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
548,Iqbal Abdulla,4.0,24,3,0,12,8.0,DEC,Eden Gardens,11 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
