POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date,Year,Metric,Source_File
242,Kane Williamson,17,16,106.25,3,0,KKR,Brabourne - CCI,15 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
243,David Willey,18,28,64.28,3,0,KKR,DY Patil Stadium,30 March 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
244,Faf Du Plessis,23,21,109.52,3,1,RR,Maharashtra Cricket Association Stadium,26 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
245,Faf Du Plessis,25,27,92.59,3,0,RR,Narendra Modi Stadium,27 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
246,Faf Du Plessis,88,57,154.38,3,7,PBKS,DY Patil Stadium,27 March 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
247,Jagadeesan Narayan,39,33,118.18,3,1,GT,Wankhede Stadium,15 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
248,Ruturaj Gaikwad,28,23,121.73,3,1,RCB,Maharashtra Cricket Association Stadium,04 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
249,Ruturaj Gaikwad,17,16,106.25,3,0,RCB,DY Patil Stadium,12 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
250,Ruturaj Gaikwad,16,13,123.07,3,0,SRH,DY Patil Stadium,09 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
251,Sam Billings,34,29,117.24,3,1,SRH,Maharashtra Cricket Association Stadium,14 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
252,David Miller,68,38,178.94,3,5,RR,Eden Gardens,24 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
253,David Miller,32,19,168.42,3,1,RR,Narendra Modi Stadium,29 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
254,Nicholas Pooran,64,33,193.93,3,6,CSK,Maharashtra Cricket Association Stadium,01 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
255,Nicholas Pooran,34,24,141.66,3,2,LSG,DY Patil Stadium,04 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
256,Sarfaraz Khan,36,28,128.57,3,0,LSG,DY Patil Stadium,07 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
257,Andre Russell,49,28,175.0,3,4,SRH,Maharashtra Cricket Association Stadium,14 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
258,Andre Russell,45,19,236.84,3,5,LSG,Maharashtra Cricket Association Stadium,07 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
259,Andre Russell,24,21,114.28,3,0,DC,Brabourne - CCI,10 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
260,Nitish Rana,57,34,167.64,3,4,DC,Wankhede Stadium,28 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
261,Nitish Rana,48,37,129.72,3,2,RR,Wankhede Stadium,02 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
262,Nitish Rana,43,26,165.38,3,4,MI,DY Patil Stadium,09 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
263,Rinku Singh,23,16,143.75,3,0,DC,Wankhede Stadium,28 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
264,Sunil Narine,22,12,183.33,3,1,LSG,Maharashtra Cricket Association Stadium,07 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
265,Ishan Kishan,26,28,92.85,3,0,RCB,Maharashtra Cricket Association Stadium,09 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
266,Ishan Kishan,48,35,137.14,3,4,DC,Wankhede Stadium,21 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
267,Kieron Pollard,22,24,91.66,3,1,RR,DY Patil Stadium,02 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
268,Quinton De Kock,23,13,176.92,3,1,DC,Wankhede Stadium,01 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
269,Suryakumar Yadav,32,21,152.38,3,1,CSK,DY Patil Stadium,21 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
270,Suryakumar Yadav,37,27,137.03,3,0,LSG,Brabourne - CCI,16 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
271,Jos Buttler,35,28,125.0,3,3,SRH,Maharashtra Cricket Association Stadium,29 March 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
272,Jos Buttler,22,25,88.0,3,0,KKR,Wankhede Stadium,02 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
273,Mahipal Lomror,42,27,155.55,3,2,CSK,Maharashtra Cricket Association Stadium,04 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
274,Riyan Parag,56,31,180.64,3,4,RCB,Maharashtra Cricket Association Stadium,26 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
275,Sanju Samson,38,19,200.0,3,2,KKR,Brabourne - CCI,18 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
276,Sanju Samson,55,27,203.7,3,5,SRH,Maharashtra Cricket Association Stadium,29 March 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
277,Devdutt Padikkal,15,15,100.0,3,0,MI,DY Patil Stadium,30 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
278,Devdutt Padikkal,31,32,96.87,3,0,PBKS,Wankhede Stadium,07 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
279,Devdutt Padikkal,24,18,133.33,3,1,KKR,Brabourne - CCI,18 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
280,Moeen Ali,48,35,137.14,3,2,SRH,DY Patil Stadium,09 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
281,Shimron Hetmyer,35,14,250.0,3,3,MI,DY Patil Stadium,02 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
282,Shimron Hetmyer,31,16,193.75,3,2,PBKS,Wankhede Stadium,07 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
283,Abhishek Sharma,31,25,124.0,3,1,PBKS,DY Patil Stadium,17 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
284,Deepak Hooda,27,26,103.84,3,0,GT,Maharashtra Cricket Association Stadium,10 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
285,Deepak Hooda,25,24,104.16,3,0,RR,Wankhede Stadium,10 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
286,Deepak Hooda,51,33,154.54,3,3,SRH,DY Patil Stadium,04 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
287,Wriddhiman Saha,21,17,123.52,3,1,PBKS,DY Patil Stadium,03 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
288,Rovman Powell,35,21,166.66,3,2,LSG,Wankhede Stadium,01 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
289,Rovman Powell,67,35,191.42,3,6,SRH,Brabourne - CCI,05 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
290,Bhanuka Rajapaksa,31,9,344.44,3,3,KKR,Wankhede Stadium,01 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
291,Shahbaz Ahmed,32,21,152.38,3,1,DC,Wankhede Stadium,16 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
292,Lalit Yadav,37,24,154.16,3,2,RR,Wankhede Stadium,22 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
293,Matthew Wade,19,19,100.0,3,0,SRH,DY Patil Stadium,11 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
294,Matthew Wade,12,6,200.0,3,0,RR,DY Patil Stadium,14 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
295,Venkatesh Iyer,43,24,179.16,3,4,MI,DY Patil Stadium,09 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
296,Tim David,13,9,144.44,3,0,KKR,DY Patil Stadium,09 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
297,Tim David,46,18,255.55,3,4,SRH,Wankhede Stadium,17 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
298,Abhinav Manohar,15,7,214.28,3,0,LSG,Wankhede Stadium,28 March 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
299,Ayush Badoni,19,12,158.33,3,0,SRH,DY Patil Stadium,04 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
300,Hrithik Shokeen,25,25,100.0,3,0,CSK,DY Patil Stadium,21 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
301,Tilak Varma,38,27,140.74,3,2,KKR,Maharashtra Cricket Association Stadium,06 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
302,Tilak Varma,51,43,118.6,3,2,CSK,DY Patil Stadium,21 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
303,Tilak Varma,36,20,180.0,3,2,PBKS,Maharashtra Cricket Association Stadium,13 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
304,Tilak Varma,61,33,184.84,3,5,RR,DY Patil Stadium,02 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
305,Tilak Varma,22,15,146.66,3,0,DC,Brabourne - CCI,27 March 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
306,Rishi Dhawan,21,22,95.45,3,1,LSG,Maharashtra Cricket Association Stadium,29 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
307,Jitesh Sharma,19,7,271.42,3,1,SRH,Wankhede Stadium,22 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
308,Jitesh Sharma,44,34,129.41,3,2,DC,DY Patil Stadium,16 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
309,Virat Kohli,20,14,142.85,2,1,PBKS,Brabourne - CCI,13 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
310,Virat Kohli,25,24,104.16,2,0,LSG,Eden Gardens,25 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
311,Virat Kohli,9,10,90.0,2,0,RR,Maharashtra Cricket Association Stadium,26 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
312,Virat Kohli,12,7,171.42,2,0,KKR,DY Patil Stadium,30 March 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
313,Rohit Sharma,48,36,133.33,2,4,SRH,Wankhede Stadium,17 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
314,Shikhar Dhawan,12,16,75.0,2,0,RR,Wankhede Stadium,07 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
315,Shikhar Dhawan,21,15,140.0,2,1,RCB,Brabourne - CCI,13 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
316,Shikhar Dhawan,39,32,121.87,2,2,SRH,Wankhede Stadium,22 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
317,Shreyas Iyer,13,10,130.0,2,0,RCB,DY Patil Stadium,30 March 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
318,Shreyas Iyer,10,6,166.66,2,0,MI,Maharashtra Cricket Association Stadium,06 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
319,Shreyas Iyer,15,9,166.66,2,0,SRH,Maharashtra Cricket Association Stadium,14 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
320,Dinesh Karthik,34,14,242.85,2,3,CSK,DY Patil Stadium,12 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
321,Kuldeep Yadav,10,7,142.85,2,0,RCB,Wankhede Stadium,16 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
322,Krunal Pandya,25,27,92.59,2,0,KKR,Maharashtra Cricket Association Stadium,07 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
323,Krunal Pandya,22,15,146.66,2,0,RR,Wankhede Stadium,10 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
324,Rishabh Pant,27,14,192.85,2,2,KKR,Brabourne - CCI,10 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
325,K L Rahul,40,26,153.84,2,3,CSK,Brabourne - CCI,31 March 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
326,Umesh Yadav,18,12,150.0,2,1,RCB,DY Patil Stadium,30 March 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
327,Marcus Stoinis,24,15,160.0,2,1,RCB,DY Patil Stadium,19 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
328,Marcus Stoinis,38,17,223.52,2,4,RR,Wankhede Stadium,10 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
329,Glenn Maxwell,26,11,236.36,2,2,CSK,DY Patil Stadium,12 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
330,Glenn Maxwell,8,2,400.0,2,0,MI,Maharashtra Cricket Association Stadium,09 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
331,Glenn Maxwell,12,11,109.09,2,0,SRH,Brabourne - CCI,23 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
332,Mitchell Marsh,10,7,142.85,2,0,SRH,Brabourne - CCI,05 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
333,Mitchell Marsh,13,7,185.71,2,0,KKR,Wankhede Stadium,28 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
334,Ravichandran Ashwin,40,23,173.91,2,3,CSK,Brabourne - CCI,20 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
335,Ravindra Jadeja,23,15,153.33,2,1,SRH,DY Patil Stadium,09 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
336,Prithvi Shaw,24,23,104.34,2,1,MI,Wankhede Stadium,21 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
337,Hardik Pandya,10,6,166.66,2,0,SRH,Wankhede Stadium,27 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
338,Mayank Agarwal,15,13,115.38,2,0,RR,Wankhede Stadium,07 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
339,Mayank Agarwal,18,21,85.71,2,0,CSK,Wankhede Stadium,25 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
340,Mayank Agarwal,32,24,133.33,2,2,RCB,DY Patil Stadium,27 March 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
341,Mayank Agarwal,25,17,147.05,2,2,LSG,Maharashtra Cricket Association Stadium,29 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
342,MS Dhoni,16,6,266.66,2,1,LSG,Brabourne - CCI,31 March 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
343,Ambati Rayudu,13,21,61.9,2,0,PBKS,Brabourne - CCI,03 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
344,Ambati Rayudu,40,35,114.28,2,3,MI,DY Patil Stadium,21 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
345,Ambati Rayudu,27,20,135.0,2,2,LSG,Brabourne - CCI,31 March 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
346,Ambati Rayudu,10,14,71.42,2,0,MI,Wankhede Stadium,12 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
347,Shubman Gill,9,6,150.0,2,0,PBKS,DY Patil Stadium,03 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
348,Shubman Gill,13,14,92.85,2,0,RR,DY Patil Stadium,14 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
349,Kane Williamson,16,17,94.11,2,0,RCB,Brabourne - CCI,23 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
350,Kane Williamson,57,46,123.91,2,4,GT,DY Patil Stadium,11 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
351,Kane Williamson,47,37,127.02,2,2,CSK,Maharashtra Cricket Association Stadium,01 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
352,Kane Williamson,32,40,80.0,2,1,CSK,DY Patil Stadium,09 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
353,Trent Boult,17,9,188.88,2,0,LSG,Brabourne - CCI,15 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
354,Mitchell Santner,11,9,122.22,2,0,MI,DY Patil Stadium,21 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
355,James Neesham,14,12,116.66,2,0,LSG,Brabourne - CCI,15 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
356,Faf Du Plessis,8,11,72.72,2,0,DC,Wankhede Stadium,16 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
357,Faf Du Plessis,10,8,125.0,2,0,PBKS,Brabourne - CCI,13 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
358,Sam Billings,36,24,150.0,2,3,LSG,DY Patil Stadium,18 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
359,Shardul Thakur,24,19,126.31,2,1,CSK,DY Patil Stadium,08 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
360,Axar Patel,38,17,223.52,2,3,MI,Brabourne - CCI,27 March 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
361,Axar Patel,22,14,157.14,2,1,KKR,Brabourne - CCI,10 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
362,Axar Patel,8,4,200.0,2,0,GT,Maharashtra Cricket Association Stadium,02 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
363,Axar Patel,24,17,141.17,2,1,KKR,Wankhede Stadium,28 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
364,Axar Patel,17,20,85.0,2,0,PBKS,DY Patil Stadium,16 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
365,Harshal Patel,10,6,166.66,2,0,KKR,DY Patil Stadium,30 March 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
366,Harshal Patel,11,7,157.14,2,0,PBKS,Brabourne - CCI,13 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
367,Rahul Tewatia,17,12,141.66,2,0,KKR,DY Patil Stadium,23 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
368,Arshdeep Singh,9,17,52.94,2,0,DC,Brabourne - CCI,20 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
369,David Miller,20,15,133.33,2,0,DC,Maharashtra Cricket Association Stadium,02 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
370,Nicholas Pooran,34,18,188.88,2,2,GT,DY Patil Stadium,11 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
371,Nicholas Pooran,19,14,135.71,2,1,RCB,Wankhede Stadium,08 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
372,Nicholas Pooran,38,22,172.72,2,3,MI,Wankhede Stadium,17 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
373,Nicholas Pooran,62,34,182.35,2,6,DC,Brabourne - CCI,05 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
374,Simran Singh,14,11,127.27,2,0,SRH,DY Patil Stadium,17 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
375,Varun Chakaravarthy,10,16,62.5,2,0,RCB,DY Patil Stadium,30 March 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
376,Andre Russell,70,31,225.8,2,8,PBKS,Wankhede Stadium,01 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
377,Nitish Rana,21,17,123.52,2,1,CSK,Wankhede Stadium,26 March 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
378,Rinku Singh,23,19,121.05,2,1,MI,DY Patil Stadium,09 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
379,Rinku Singh,40,15,266.66,2,4,LSG,DY Patil Stadium,18 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
380,Robin Uthappa,30,25,120.0,2,2,MI,DY Patil Stadium,21 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
381,Robin Uthappa,13,10,130.0,2,0,PBKS,Brabourne - CCI,03 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
382,Robin Uthappa,28,21,133.33,2,2,KKR,Wankhede Stadium,26 March 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
383,Evin Lewis,10,9,111.11,2,0,GT,Wankhede Stadium,28 March 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
384,Ishan Kishan,13,17,76.47,2,0,LSG,Brabourne - CCI,16 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
385,Quinton De Kock,39,32,121.87,2,1,RR,Wankhede Stadium,10 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
386,Rahul Chahar,25,24,104.16,2,1,DC,DY Patil Stadium,16 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
387,Rahul Chahar,22,14,157.14,2,1,GT,Brabourne - CCI,08 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
388,Jaydev Unadkat,14,6,233.33,2,1,LSG,Brabourne - CCI,16 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
389,Liam Livingstone,49,22,222.72,2,5,SRH,Wankhede Stadium,22 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
390,Liam Livingstone,30,10,300.0,2,3,GT,DY Patil Stadium,03 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
391,Mahipal Lomror,16,8,200.0,2,1,GT,Brabourne - CCI,30 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
392,Mahipal Lomror,14,9,155.55,2,0,LSG,Eden Gardens,25 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
393,Rahul Tripathi,16,10,160.0,2,1,GT,Wankhede Stadium,27 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
394,Rahul Tripathi,22,18,122.22,2,1,DC,Brabourne - CCI,05 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
395,Riyan Parag,12,9,133.33,2,0,SRH,Maharashtra Cricket Association Stadium,29 March 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
396,Sanju Samson,13,12,108.33,2,0,LSG,Wankhede Stadium,10 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
397,Sanju Samson,15,20,75.0,2,0,CSK,Brabourne - CCI,20 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
398,Sanju Samson,14,11,127.27,2,0,GT,Narendra Modi Stadium,29 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
399,Shashank Singh,10,6,166.66,2,0,DC,Brabourne - CCI,05 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
400,Shreyas Gopal,9,7,128.57,2,0,DC,Brabourne - CCI,05 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
401,Devdutt Padikkal,37,29,127.58,2,2,RCB,Wankhede Stadium,05 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
402,Devdutt Padikkal,28,20,140.0,2,2,GT,Eden Gardens,24 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
403,Moeen Ali,9,4,225.0,2,0,DC,DY Patil Stadium,08 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
404,Moeen Ali,34,27,125.92,2,2,RCB,Maharashtra Cricket Association Stadium,04 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
405,Shimron Hetmyer,11,12,91.66,2,0,GT,Narendra Modi Stadium,29 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
406,Shimron Hetmyer,26,13,200.0,2,2,KKR,Brabourne - CCI,18 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
407,Shimron Hetmyer,29,17,170.58,2,1,GT,DY Patil Stadium,14 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
408,Shimron Hetmyer,32,13,246.15,2,3,SRH,Maharashtra Cricket Association Stadium,29 March 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
409,Shivam Dube,32,19,168.42,2,2,DC,DY Patil Stadium,08 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
410,Shivam Dube,19,17,111.76,2,0,GT,Maharashtra Cricket Association Stadium,17 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
411,Abhishek Sharma,13,11,118.18,2,0,LSG,DY Patil Stadium,04 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
412,Jonny Bairstow,8,8,100.0,2,0,GT,Brabourne - CCI,08 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
413,Jonny Bairstow,12,10,120.0,2,0,SRH,DY Patil Stadium,17 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
414,Jonny Bairstow,9,8,112.5,2,0,DC,Brabourne - CCI,20 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
415,Rashid Khan,40,21,190.47,2,3,CSK,Maharashtra Cricket Association Stadium,17 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
416,Wriddhiman Saha,25,25,100.0,2,1,KKR,DY Patil Stadium,23 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
417,Jason Holder,8,14,57.14,2,0,RR,Wankhede Stadium,10 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
418,Aiden Markram,21,17,123.52,2,0,PBKS,Wankhede Stadium,22 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
419,Aiden Markram,56,40,140.0,2,3,GT,Wankhede Stadium,27 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
420,Dwaine Pretorius,22,14,157.14,2,1,MI,DY Patil Stadium,21 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
421,Rovman Powell,20,12,166.66,2,1,GT,Maharashtra Cricket Association Stadium,02 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
422,Srikar Bharat,8,5,160.0,2,0,CSK,DY Patil Stadium,08 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
423,Romario Shepherd,26,15,173.33,2,2,PBKS,Wankhede Stadium,22 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
424,Bhanuka Rajapaksa,43,22,195.45,2,4,RCB,DY Patil Stadium,27 March 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
425,Bhanuka Rajapaksa,27,18,150.0,2,2,RR,Wankhede Stadium,07 May 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
426,Bhanuka Rajapaksa,42,32,131.25,2,2,CSK,Wankhede Stadium,25 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
427,Wanindu Hasaranga,18,13,138.46,2,0,RR,Maharashtra Cricket Association Stadium,26 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
428,Yashasvi Jaiswal,20,16,125.0,2,1,SRH,Maharashtra Cricket Association Stadium,29 March 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
429,Anuj Rawat,66,47,140.42,2,6,MI,Maharashtra Cricket Association Stadium,09 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
430,Anuj Rawat,21,20,105.0,2,1,PBKS,DY Patil Stadium,27 March 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
431,Lalit Yadav,25,22,113.63,2,1,GT,Maharashtra Cricket Association Stadium,02 April 2022,2022,Most Fours Innings,Most Fours Innings - 2022.csv
