POS,Player,Mat,Inns,Ov,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w,Unnamed: 0,Year,Metric,Source_File
,Amit Mishra,6,6,19.5,142,11,5/17,12.9,7.15,10.81,0,1,19.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Pragyan Ojha,13,12,37.0,284,11,2/18,25.81,7.67,20.18,0,0,20.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Dhawal Kulkarni,10,10,29.3,236,11,3/33,21.45,8.0,16.09,0,0,21.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Dwayne Bravo,9,9,28.3,232,11,3/24,21.09,8.14,15.54,0,0,22.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Praveen Kumar,13,13,44.4,366,11,3/23,33.27,8.19,24.36,0,0,23.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Lakshmipathy Balaji,9,9,33.0,286,11,5/24,26.0,8.66,18.0,0,1,24.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Vikram Singh,13,13,48.0,420,11,3/29,38.18,8.75,26.18,0,0,25.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Dale Steyn,10,10,38.0,252,10,3/27,25.2,6.63,22.8,0,0,26.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Dilhara Fernando,5,5,20.0,160,10,4/18,16.0,8.0,12.0,1,0,27.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Shahid Afridi,10,10,30.0,225,9,3/28,25.0,7.5,20.0,0,0,28.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Ashok Dinda,13,12,38.0,258,8,3/33,32.25,6.78,28.5,0,0,29.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Ishant Sharma,13,13,43.1,331,8,2/9,41.37,7.66,32.37,0,0,30.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Ajit Agarkar,9,9,26.0,207,8,3/25,25.87,7.96,19.5,0,0,31.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Yusuf Pathan,16,13,28.1,230,8,3/22,28.75,8.16,21.12,0,0,32.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Mohammad Asif,8,8,32.0,296,8,2/19,37.0,9.25,24.0,0,0,33.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Joginder Sharma,8,7,24.4,239,8,2/27,29.87,9.68,18.5,0,0,34.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Makhaya Ntini,9,9,35.0,242,7,4/21,34.57,6.91,30.0,1,0,35.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Anil Kumble,10,10,38.2,304,7,3/14,43.42,7.93,32.85,0,0,36.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,James Hopes,11,11,28.0,276,7,2/2,39.42,9.85,24.0,0,0,37.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Palani Amarnath,6,6,22.0,236,7,2/29,33.71,10.72,18.85,0,0,38.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Sourav Ganguly,13,7,20.0,128,6,2/21,21.33,6.4,20.0,0,0,39.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Rajat Bhatia,9,9,22.0,183,6,2/17,30.5,8.31,22.0,0,0,40.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Laxmi Ratan Shukla,13,9,12.0,124,6,3/6,20.66,10.33,12.0,0,0,41.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Dwayne Smith,4,4,11.0,83,5,3/26,16.6,7.54,13.2,0,0,42.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Shoaib Akhtar,3,3,7.0,54,5,4/11,10.8,7.71,8.4,1,0,43.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Vinay Kumar,8,8,23.0,182,5,3/27,36.4,7.91,27.6,0,0,44.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Harbhajan Singh,3,3,10.0,82,5,3/32,16.4,8.2,12.0,0,0,45.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Rohan Raje,6,6,16.2,137,5,2/16,27.4,8.38,19.6,0,0,46.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Chaminda Vaas,5,5,17.0,145,5,2/9,29.0,8.52,20.4,0,0,47.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Pradeep Sangwan,7,7,24.0,215,5,2/29,43.0,8.95,28.8,0,0,48.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Brett Lee,4,4,16.0,112,4,1/9,28.0,7.0,24.0,0,0,49.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Sanath Jayasuriya,14,8,21.0,159,4,3/14,39.75,7.57,31.5,0,0,50.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Paidikalva Vijaykumar,9,9,25.2,199,4,1/17,49.75,7.85,38.0,0,0,51.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Sanjay Bangar,11,9,25.0,219,4,2/34,54.75,8.76,37.5,0,0,52.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Jacques Kallis,11,11,34.2,311,4,2/39,77.75,9.05,51.5,0,0,53.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Dominic Thornely,6,4,7.0,40,3,2/7,13.33,5.71,14.0,0,0,54.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Scott Styris,8,8,27.0,199,3,1/24,66.33,7.37,54.0,0,0,55.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Ramesh Powar,5,5,12.0,91,3,2/22,30.33,7.58,24.0,0,0,56.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Murali Kartik,6,5,14.4,127,3,3/17,42.33,8.65,29.33,0,0,57.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Yuvraj Singh,15,6,9.0,83,3,2/12,27.66,9.22,18.0,0,0,58.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Jacob Oram,4,4,16.0,149,3,3/32,49.66,9.31,32.0,0,0,59.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Gajendra Singh,4,4,14.0,141,3,1/33,47.0,10.07,28.0,0,0,60.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Virender Sehwag,14,7,11.0,133,3,1/2,44.33,12.09,22.0,0,0,61.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Daniel Vettori,2,2,8.0,54,2,1/19,27.0,6.75,24.0,0,0,62.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Dimitri Mascarenhas,1,1,4.0,29,2,2/29,14.5,7.25,12.0,0,0,63.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Balachandra Akhil,7,6,17.2,134,2,2/17,67.0,7.73,52.0,0,0,64.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Virat Kohli,13,4,7.4,61,2,2/25,30.5,7.95,23.0,0,0,65.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Nuwan Zoysa,3,3,11.0,99,2,1/30,49.5,9.0,33.0,0,0,66.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Venugopal Rao,11,7,14.0,137,2,2/25,68.5,9.78,42.0,0,0,67.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Siddharth Chitnis,3,2,6.0,60,2,2/40,30.0,10.0,18.0,0,0,68.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Shoaib Malik,7,5,8.3,85,2,1/6,42.5,10.0,25.5,0,0,69.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,David Hussey,13,5,13.0,130,2,1/23,65.0,10.0,39.0,0,0,70.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Musavir Khote,4,2,5.0,51,2,2/29,25.5,10.2,15.0,0,0,71.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Doddapaneni Kalyankrishna,3,3,8.0,87,2,1/30,43.5,10.87,24.0,0,0,72.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Tillakaratne Dilshan,7,1,1.0,3,1,1/3,3.0,3.0,6.0,0,0,73.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Mohammad Hafeez,8,2,5.0,24,1,1/8,24.0,4.8,30.0,0,0,74.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Ajantha Mendis,1,1,4.0,24,1,1/24,24.0,6.0,24.0,0,0,75.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Rohit Sharma,13,1,4.0,25,1,1/25,25.0,6.25,24.0,0,0,76.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,PM Sarvesh Kumar,2,2,5.0,42,1,1/18,42.0,8.4,30.0,0,0,77.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Sunil Joshi,4,4,9.1,82,1,1/27,82.0,8.94,55.0,0,0,78.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Suresh Raina,16,2,3.2,30,1,1/20,30.0,9.0,20.0,0,0,79.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Dwaraka Ravi Teja,7,1,2.0,19,1,1/19,19.0,9.5,12.0,0,0,80.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Abhishek Nayar,14,5,7.0,68,1,1/18,68.0,9.71,42.0,0,0,81.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Dinesh Salunkhe,6,5,7.5,78,1,1/21,78.0,9.95,47.0,0,0,82.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Ashley Noffke,1,1,4.0,40,1,1/40,40.0,10.0,24.0,0,0,83.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Andre Nel,1,1,3.0,31,1,1/31,31.0,10.33,18.0,0,0,84.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Vidyut Sivaramakrishnan,9,1,2.0,22,1,1/22,22.0,11.0,12.0,0,0,85.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Brett Geeves,2,2,8.0,91,1,1/50,91.0,11.37,48.0,0,0,86.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Wilkin Mota,4,2,3.0,36,1,1/24,36.0,12.0,18.0,0,0,87.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Iqbal Abdulla,1,1,3.0,22,0,0/22,0.0,7.33,0.0,0,0,88.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Ravindra Jadeja,14,2,2.1,21,0,0/0,0.0,9.69,0.0,0,0,89.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Pankaj Singh,5,5,12.0,129,0,0/12,0.0,10.75,0.0,0,0,90.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Vikrant Yeligati,2,2,5.0,59,0,0/16,0.0,11.8,0.0,0,0,91.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Karan Goel,7,1,2.0,25,0,0/25,0.0,12.5,0.0,0,0,92.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Abdur Razzak,1,1,2.0,29,0,0/29,0.0,14.5,0.0,0,0,93.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Andrew Symonds,4,3,6.5,101,0,0/20,0.0,14.78,0.0,0,0,94.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Chamara Kapugedera,5,3,2.5,49,0,0/8,0.0,17.29,0.0,0,0,95.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,LPC Silva,3,1,1.0,21,0,0/21,0.0,21.0,0.0,0,0,96.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Cameron White,8,1,1.0,24,0,0/24,0.0,24.0,0.0,0,0,97.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,RP Singh,16,16,59.4,417,23,4/22,18.13,6.98,15.56,1,0,98.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Anil Kumble,16,16,59.1,347,21,5/5,16.52,5.86,16.9,1,1,99.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Lasith Malinga,13,13,49.3,312,18,3/11,17.33,6.3,16.5,0,0,100.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Pragyan Ojha,15,15,53.3,348,18,3/21,19.33,6.5,17.83,0,0,101.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Irfan Pathan,14,14,50.2,390,17,3/35,22.94,7.74,17.76,0,0,102.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Munaf Patel,11,11,34.5,241,16,2/14,15.06,6.91,13.06,0,0,103.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Muttiah Muralitharan,13,13,50.0,261,14,3/11,18.64,5.22,21.42,0,0,104.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Amit Mishra,11,11,42.1,294,14,3/14,21.0,6.97,18.07,0,0,105.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Shane Warne,13,13,50.0,365,14,3/24,26.07,7.3,21.42,0,0,106.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Yusuf Abdulla,9,9,28.0,241,14,4/31,17.21,8.6,12.0,2,0,107.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Shadab Jakati,9,8,29.0,217,13,4/22,16.69,7.48,13.38,2,0,108.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Praveen Kumar,13,13,49.4,394,13,3/30,30.3,7.93,22.92,0,0,109.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Albie Morkel,12,12,40.0,324,13,2/13,24.92,8.1,18.46,0,0,110.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Lakshmipathy Balaji,13,13,37.2,316,13,4/21,24.3,8.46,17.23,1,0,111.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Harbhajan Singh,13,13,44.0,256,12,4/17,21.33,5.81,22.0,1,0,112.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Piyush Chawla,14,14,44.5,308,12,2/22,25.66,6.86,22.41,0,0,113.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Ishant Sharma,11,11,43.0,297,11,2/15,27.0,6.9,23.45,0,0,114.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Ishant Sharma,11,11,43.0,297,11,2/15,27.0,6.9,23.45,0,0,115.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Rohit Sharma,16,12,23.0,161,11,4/6,14.63,7.0,12.54,1,0,116.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Dwayne Bravo,11,11,33.1,259,11,3/34,23.54,7.8,18.09,0,0,117.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Amit Singh,5,5,17.3,95,9,4/19,10.55,5.42,11.66,1,0,118.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Roelof van der Merwe,10,10,34.0,248,9,2/22,27.55,7.29,22.66,0,0,119.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Vinay Kumar,11,11,32.2,271,9,2/30,30.11,8.38,21.55,0,0,120.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Suresh Raina,14,10,27.4,164,7,2/17,23.42,5.92,23.71,0,0,121.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Andrew Symonds,8,8,24.0,160,7,2/18,22.85,6.66,20.57,0,0,122.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Yusuf Pathan,13,11,35.0,243,7,3/34,34.71,6.94,30.0,0,0,123.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Brad Hodge,12,9,20.0,161,7,3/29,23.0,8.05,17.14,0,0,124.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Sanath Jayasuriya,12,9,19.0,163,7,2/3,23.28,8.57,16.28,0,0,125.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Ravindra Jadeja,13,10,23.2,151,6,3/15,25.16,6.47,23.33,0,0,126.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Zaheer Khan,6,6,21.0,142,6,3/31,23.66,6.76,21.0,0,0,127.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Dimitri Mascarenhas,5,5,19.2,132,6,3/20,22.0,6.82,19.33,0,0,128.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Kamran Khan,5,5,17.4,124,6,3/18,20.66,7.01,17.66,0,0,129.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Yuvraj Singh,14,9,20.0,142,6,3/13,23.66,7.1,20.0,0,0,130.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Ryan Harris,8,8,31.0,230,6,3/27,38.33,7.41,31.0,0,0,131.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Siddharth Trivedi,7,7,20.0,152,6,2/19,25.33,7.6,20.0,0,0,132.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Jacques Kallis,15,14,46.0,353,6,2/18,58.83,7.67,46.0,0,0,133.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Shanthakumaran Sreesanth,7,7,23.0,192,6,2/20,32.0,8.34,23.0,0,0,134.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Ajit Agarkar,11,11,31.0,284,6,2/15,47.33,9.16,31.0,0,0,135.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Brett Lee,5,5,20.0,111,5,3/15,22.2,5.55,24.0,0,0,136.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Ramesh Powar,9,8,21.0,132,5,2/11,26.4,6.28,25.2,0,0,137.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Sudeep Tyagi,8,8,19.0,136,5,2/18,27.2,7.15,22.8,0,0,138.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Tirumalasetti Suman,12,5,15.0,108,5,2/14,21.6,7.2,18.0,0,0,139.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Dhawal Kulkarni,8,8,26.0,206,5,1/21,41.2,7.92,31.2,0,0,140.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Scott Styris,2,2,8.0,64,5,3/32,12.8,8.0,9.6,0,0,141.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Jacob Oram,11,7,15.3,133,5,2/12,26.6,8.58,18.6,0,0,142.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Shoaib Ahmed,7,7,17.0,152,5,2/20,30.4,8.94,20.4,0,0,143.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Manpreet Gony,7,7,17.0,172,5,2/32,34.4,10.11,20.4,0,0,144.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,JP Duminy,13,6,17.3,93,4,2/15,23.25,5.31,26.25,0,0,145.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Murali Kartik,10,10,34.0,201,4,2/28,50.25,5.91,51.0,0,0,146.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Kevin Pietersen,6,4,13.0,85,4,2/31,21.25,6.53,19.5,0,0,147.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Abhishek Nayar,13,4,12.0,84,4,3/13,21.0,7.0,18.0,0,0,148.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Balachandra Akhil,6,5,11.0,80,4,2/18,20.0,7.27,16.5,0,0,149.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Dillon du Preez,2,2,7.0,56,4,3/32,14.0,8.0,10.5,0,0,150.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Ashok Dinda,9,8,24.0,193,4,1/24,48.25,8.04,36.0,0,0,151.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Venugopal Rao,16,6,15.0,122,4,2/23,30.5,8.13,22.5,0,0,152.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Chaminda Vaas,2,2,8.0,71,4,2/19,17.75,8.87,12.0,0,0,153.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Charl Langeveldt,1,1,4.0,15,3,3/15,5.0,3.75,8.0,0,0,154.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Johan Botha,3,3,12.0,74,3,2/19,24.66,6.16,24.0,0,0,155.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Jesse Ryder,5,5,17.0,115,3,2/14,38.33,6.76,34.0,0,0,156.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Wilkin Mota,8,5,9.0,61,3,1/6,20.33,6.77,18.0,0,0,157.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Laxmi Ratan Shukla,9,5,14.0,100,3,3/25,33.33,7.14,28.0,0,0,158.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Shane Harwood,3,3,10.0,73,3,2/25,24.33,7.3,20.0,0,0,159.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Ajantha Mendis,4,4,16.0,117,3,2/19,39.0,7.31,32.0,0,0,160.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Thilan Thushara,2,2,8.0,60,3,2/28,20.0,7.5,16.0,0,0,161.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Harmeet Singh Bansal,7,7,22.5,192,3,2/23,64.0,8.4,45.66,0,0,162.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Ravichandran Ashwin,2,1,4.0,13,2,2/13,6.5,3.25,12.0,0,0,163.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Dale Steyn,3,3,9.0,62,2,1/21,31.0,6.88,27.0,0,0,164.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Chetanya Nanda,3,3,8.0,57,2,1/4,28.5,7.12,24.0,0,0,165.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,KP Appanna,5,5,12.0,87,2,1/24,43.5,7.25,36.0,0,0,166.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Sourav Ganguly,13,6,12.0,97,2,2/24,48.5,8.08,36.0,0,0,167.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Joginder Sharma,4,4,7.0,57,2,1/10,28.5,8.14,21.0,0,0,168.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Vikramjeet Malik,5,5,12.0,98,2,1/12,49.0,8.16,36.0,0,0,169.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Moises Henriques,4,4,12.1,107,2,1/32,53.5,8.79,36.5,0,0,170.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Pankaj Singh,3,3,7.0,65,2,2/31,32.5,9.28,21.0,0,0,171.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Anureet Singh,3,2,5.0,47,2,2/35,23.5,9.4,15.0,0,0,172.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Andrew Flintoff,3,3,11.0,105,2,1/11,52.5,9.54,33.0,0,0,173.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Ajinkya Rahane,8,1,1.0,5,1,1/5,5.0,5.0,6.0,0,0,174.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Lee Carseldine,5,1,1.0,6,1,1/6,6.0,6.0,6.0,0,0,175.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Tyron Henderson,2,2,6.0,40,1,1/30,40.0,6.66,36.0,0,0,176.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Graham Napier,1,1,4.0,27,1,1/27,27.0,6.75,24.0,0,0,177.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Chris Gayle,7,7,18.5,144,1,1/21,144.0,7.64,113.0,0,0,178.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Dwayne Smith,8,8,14.0,124,1,1/25,124.0,8.85,84.0,0,0,179.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Vikram Singh,5,4,9.0,82,1,1/22,82.0,9.11,54.0,0,0,180.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Rohan Raje,4,4,6.5,72,1,1/25,72.0,10.53,41.0,0,0,181.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Ravi Bopara,5,2,1.2,5,0,0/1,0.0,3.75,0.0,0,0,182.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Morne Morkel,2,2,7.0,40,0,0/20,0.0,5.71,0.0,0,0,183.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Karan Goel,9,4,8.0,61,0,0/11,0.0,7.62,0.0,0,0,184.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Virat Kohli,16,3,6.0,46,0,0/9,0.0,7.66,0.0,0,0,185.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,David Hussey,4,3,4.0,34,0,0/6,0.0,8.5,0.0,0,0,186.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Abhishek Raut,9,4,4.0,36,0,0/6,0.0,9.0,0.0,0,0,187.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Sachin Tendulkar,13,4,6.0,58,0,0/7,0.0,9.66,0.0,0,0,188.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Abhimanyu Mithun,1,1,4.0,42,0,0/42,0.0,10.5,0.0,0,0,189.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Jaskaran Singh,2,1,3.0,32,0,0/32,0.0,10.66,0.0,0,0,190.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Rahil Shaikh,1,1,1.0,11,0,0/11,0.0,11.0,0.0,0,0,191.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Ranadeb Bose,1,1,2.0,24,0,0/24,0.0,12.0,0.0,0,0,192.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Ross Taylor,11,1,1.0,13,0,0/13,0.0,13.0,0.0,0,0,193.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Angelo Mathews,1,1,2.2,31,0,0/31,0.0,13.28,0.0,0,0,194.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Mashrafe Mortaza,1,1,4.0,58,0,0/58,0.0,14.5,0.0,0,0,195.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Pragyan Ojha,16,16,58.5,429,21,3/26,20.42,7.29,16.8,0,0,196.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Anil Kumble,16,16,63.2,407,17,4/16,23.94,6.42,22.35,1,0,197.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Amit Mishra,14,14,53.0,363,17,3/25,21.35,6.84,18.7,0,0,198.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Harbhajan Singh,15,14,53.3,377,17,3/31,22.17,7.04,18.88,0,0,199.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Vinay Kumar,14,14,46.1,396,16,4/40,24.75,8.57,17.31,1,0,200.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Muttiah Muralitharan,12,12,48.0,329,15,3/16,21.93,6.85,19.2,0,0,201.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Dale Steyn,15,15,59.0,406,15,3/18,27.06,6.88,23.6,0,0,202.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Lasith Malinga,13,13,49.0,344,15,4/22,22.93,7.02,19.6,1,0,203.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Kieron Pollard,14,12,37.0,274,15,3/17,18.26,7.4,14.8,0,0,204.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Zaheer Khan,14,14,48.2,376,15,3/21,25.06,7.77,19.33,0,0,205.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Irfan Pathan,14,14,46.2,426,15,3/24,28.4,9.19,18.53,0,0,206.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Ryan Harris,8,8,30.4,233,14,3/18,16.64,7.59,13.14,0,0,207.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
