POS,Player,Mat,Inns,Ov,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w,Unnamed: 0,Year,Metric,Source_File
27.0,Imran Tahir,6,6,20.5,171,9,3/22,19.0,8.2,13.88,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
28.0,Jaydev Unadkat,9,9,31.1,270,9,3/32,30.0,8.66,20.77,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
29.0,Shahbaz Nadeem,11,11,38.0,311,8,2/35,38.87,8.18,28.5,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
30.0,Ben Hilfenhaus,8,8,28.0,246,8,2/32,30.75,8.78,21.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
31.0,Ashish Nehra,4,4,15.0,142,8,3/33,17.75,9.46,11.25,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
32.0,Shane Watson,13,9,21.0,165,7,3/13,23.57,7.85,18.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
33.0,Mohammad Shami,12,12,44.0,369,7,1/22,52.71,8.38,37.71,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
34.0,Vinay Kumar,9,9,32.0,281,7,2/26,40.14,8.78,27.42,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
35.0,Amit Mishra,10,10,37.3,340,7,2/23,48.57,9.06,32.14,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
36.0,Parvinder Awana,7,7,23.3,245,7,2/15,35.0,10.42,20.14,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
37.0,Wayne Parnell,8,8,30.1,223,6,2/21,37.16,7.39,30.16,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
38.0,Ishwar Pandey,13,12,42.0,318,6,2/23,53.0,7.57,42.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
39.0,Shreyas Gopal,4,4,14.0,113,6,2/25,18.83,8.07,14.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
40.0,Dhawal Kulkarni,8,8,27.0,221,6,2/23,36.83,8.18,27.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
41.0,Zaheer Khan,6,6,22.2,146,5,2/21,29.2,6.53,26.8,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
42.0,Jasprit Bumrah,11,11,39.4,301,5,2/22,60.2,7.58,47.6,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
43.0,Yuvraj Singh,14,10,22.4,187,5,4/35,37.4,8.25,27.2,1,0,,2014,Most Wickets,Most Wickets - 2014.csv
44.0,Ashok Dinda,9,9,31.0,270,5,1/14,54.0,8.7,37.2,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
45.0,Ankit Sharma,3,2,8.0,43,4,2/20,10.75,5.37,12.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
46.0,Kevon Cooper,5,5,18.0,134,4,2/38,33.5,7.44,27.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
47.0,Albie Morkel,7,6,16.0,126,4,1/18,31.5,7.87,24.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
48.0,Jacques Kallis,8,8,22.0,186,4,1/15,46.5,8.45,33.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
49.0,Irfan Pathan,10,10,23.4,205,4,2/10,51.25,8.66,35.5,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
50.0,Dwayne Smith,16,5,10.0,95,4,1/11,23.75,9.5,15.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
51.0,Moises Henriques,4,4,10.0,96,4,2/26,24.0,9.6,15.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
52.0,Corey Anderson,12,9,18.0,184,4,2/18,46.0,10.22,27.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
53.0,Harshal Patel,3,3,11.0,113,4,2/56,28.25,10.27,16.5,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
54.0,Beuran Hendricks,3,3,12.0,126,4,3/36,31.5,10.5,18.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
55.0,Praveen Kumar,3,3,12.0,78,3,2/31,26.0,6.5,24.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
56.0,Stuart Binny,13,8,9.0,64,3,1/1,21.33,7.11,18.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
57.0,JP Duminy,14,11,33.0,240,3,2/27,80.0,7.27,66.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
58.0,Shivam Sharma,4,4,16.0,121,3,2/26,40.33,7.56,32.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
59.0,Muttiah Muralitharan,5,5,16.0,124,3,2/25,41.33,7.75,32.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
60.0,Abu Nechim,4,4,14.2,113,3,1/18,37.66,7.88,28.66,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
61.0,Ishant Sharma,3,3,11.0,101,3,2/37,33.66,9.18,22.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
62.0,Darren Sammy,10,8,14.0,157,3,1/20,52.33,11.21,28.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
63.0,Krishmar Santokie,2,2,8.0,90,3,2/50,30.0,11.25,16.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
64.0,Rahul Tewatia,3,3,9.0,59,2,1/17,29.5,6.55,27.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
65.0,Nathan Coulter-Nile,2,1,4.0,27,2,2/27,13.5,6.75,12.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
66.0,Samuel Badree,4,4,14.0,97,2,1/19,48.5,6.92,42.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
67.0,Marchant de Lange,1,1,4.0,32,2,2/32,16.0,8.0,12.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
68.0,Siddarth Kaul,5,5,13.0,126,2,1/5,63.0,9.69,39.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
69.0,Kieron Pollard,15,12,25.0,262,2,1/33,131.0,10.48,75.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
70.0,Rahul Shukla,3,3,9.0,98,2,1/13,49.0,10.88,27.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
71.0,David Hussey,5,1,2.5,38,2,2/38,19.0,13.41,8.5,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
72.0,Ravi Rampaul,2,2,6.0,37,1,1/21,37.0,6.16,36.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
73.0,Ryan ten Doeschate,10,4,5.0,35,1,1/7,35.0,7.0,30.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
74.0,Pat Cummins,1,1,4.0,29,1,1/29,29.0,7.25,24.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
75.0,Suresh Raina,16,8,18.0,134,1,1/17,134.0,7.44,108.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
76.0,Ben Cutting,1,1,4.0,31,1,1/31,31.0,7.75,24.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
77.0,Rohit Sharma,15,2,3.0,26,1,1/20,26.0,8.66,18.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
78.0,Laxmi Ratan Shukla,6,5,9.2,83,1,1/31,83.0,8.89,56.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
79.0,Parveez Rasool,3,3,9.0,83,1,1/26,83.0,9.22,54.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
80.0,John Hastings,1,1,3.0,29,1,1/29,29.0,9.66,18.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
81.0,Vikramjeet Malik,1,1,3.0,29,1,1/29,29.0,9.66,18.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
82.0,Jimmy Neesham,4,4,9.0,91,1,1/29,91.0,10.11,54.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
83.0,Andre Russell,2,2,5.0,52,1,1/25,52.0,10.4,30.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
84.0,Rahul Sharma,2,2,6.0,65,1,1/33,65.0,10.83,36.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
85.0,Lendl Simmons,8,1,3.0,34,1,1/34,34.0,11.33,18.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
86.0,Murali Kartik,2,2,8.0,91,1,1/51,91.0,11.37,48.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
87.0,Pawan Suyal,1,1,3.0,35,1,1/35,35.0,11.66,18.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
88.0,Jason Holder,1,1,3.0,35,1,1/35,35.0,11.66,18.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
89.0,Glenn Maxwell,16,7,11.0,132,1,1/21,132.0,12.0,66.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
90.0,Tim Southee,3,3,10.0,76,0,0/16,0.0,7.6,0.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
91.0,Suryakumar Yadav,16,1,1.0,8,0,0/8,0.0,8.0,0.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
92.0,Sachin Rana,9,2,2.0,16,0,0/7,0.0,8.0,0.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
93.0,Venugopal Rao,7,2,2.0,16,0,0/7,0.0,8.0,0.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
94.0,Iqbal Abdulla,1,1,2.0,17,0,0/17,0.0,8.5,0.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
95.0,Yusuf Pathan,15,1,1.0,10,0,0/10,0.0,10.0,0.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
96.0,Pawan Negi,2,2,7.0,75,0,0/37,0.0,10.71,0.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
97.0,Shadab Jakati,1,1,3.4,41,0,0/41,0.0,11.18,0.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
98.0,Murali Vijay,11,1,1.0,13,0,0/13,0.0,13.0,0.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
99.0,Manoj Tiwary,8,1,2.0,28,0,0/28,0.0,14.0,0.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
100.0,Vijay Shankar,1,1,1.0,19,0,0/19,0.0,19.0,0.0,0,0,,2014,Most Wickets,Most Wickets - 2014.csv
1.0,Dwayne Bravo,17,16,52.2,426,26,3/22,16.38,8.14,12.07,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
2.0,Lasith Malinga,15,15,60.0,444,24,4/23,18.5,7.4,15.0,1,0,,2015,Most Wickets,Most Wickets - 2015.csv
3.0,Yuzvendra Chahal,15,14,46.5,415,23,3/40,18.04,8.86,12.21,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
4.0,Ashish Nehra,16,16,62.0,449,22,4/10,20.4,7.24,16.9,1,0,,2015,Most Wickets,Most Wickets - 2015.csv
5.0,Mitchell Starc,13,12,43.0,291,20,4/15,14.55,6.76,12.9,1,0,,2015,Most Wickets,Most Wickets - 2015.csv
6.0,Harbhajan Singh,15,15,57.0,446,18,3/27,24.77,7.82,19.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
7.0,Bhuvneshwar Kumar,14,14,51.4,407,18,3/26,22.61,7.87,17.22,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
8.0,Mitchell McClenaghan,12,12,47.0,386,18,3/16,21.44,8.21,15.66,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
9.0,Harshal Patel,15,14,43.5,328,17,2/12,19.29,7.48,15.47,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
10.0,David Wiese,14,13,42.2,353,16,4/33,22.06,8.33,15.87,1,0,,2015,Most Wickets,Most Wickets - 2015.csv
11.0,Nathan Coulter-Nile,11,11,42.3,321,15,4/20,21.4,7.55,17.0,1,0,,2015,Most Wickets,Most Wickets - 2015.csv
12.0,Imran Tahir,10,10,35.3,314,15,4/28,20.93,8.84,14.2,1,0,,2015,Most Wickets,Most Wickets - 2015.csv
13.0,Anureet Singh,14,14,51.4,465,15,3/23,31.0,9.0,20.66,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
14.0,Andre Russell,13,13,40.4,324,14,3/32,23.14,7.96,17.42,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
15.0,Mohit Sharma,16,16,57.0,481,14,3/25,34.35,8.43,24.42,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
16.0,Sandeep Sharma,14,14,50.0,350,13,4/25,26.92,7.0,23.07,1,0,,2015,Most Wickets,Most Wickets - 2015.csv
17.0,Chris Morris,11,11,42.0,311,13,4/23,23.92,7.4,19.38,1,0,,2015,Most Wickets,Most Wickets - 2015.csv
18.0,Dhawal Kulkarni,11,11,35.0,277,13,2/9,21.3,7.91,16.15,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
19.0,Axar Patel,14,14,46.4,392,13,2/11,30.15,8.4,21.53,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
20.0,Moises Henriques,9,9,25.0,158,11,3/16,14.36,6.32,13.63,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
21.0,Ishwar Pandey,10,10,31.0,223,11,2/27,20.27,7.19,16.9,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
22.0,Piyush Chawla,13,13,35.0,269,11,4/32,24.45,7.68,19.09,1,0,,2015,Most Wickets,Most Wickets - 2015.csv
23.0,Ravindra Jadeja,17,15,42.4,330,11,4/11,30.0,7.73,23.27,1,0,,2015,Most Wickets,Most Wickets - 2015.csv
24.0,Ravichandran Ashwin,14,13,39.0,228,10,2/5,22.8,5.84,23.4,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
25.0,Morne Morkel,7,7,28.0,206,10,2/18,20.6,7.35,16.8,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
26.0,Karn Sharma,14,14,39.5,332,10,2/12,33.2,8.33,23.9,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
27.0,Jagadeesha Suchith,13,12,39.0,337,10,2/14,33.7,8.64,23.4,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
28.0,Umesh Yadav,12,12,42.0,382,10,3/33,38.2,9.09,25.2,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
29.0,Brad Hogg,6,6,21.0,144,9,4/29,16.0,6.85,14.0,1,0,,2015,Most Wickets,Most Wickets - 2015.csv
30.0,Amit Mishra,12,12,40.1,310,9,2/32,34.44,7.71,26.77,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
31.0,Trent Boult,7,7,28.0,236,9,3/19,26.22,8.42,18.66,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
32.0,Mitchell Johnson,9,9,35.5,336,9,2/23,37.33,9.37,23.88,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
33.0,Sreenath Aravind,5,5,18.0,132,8,4/27,16.5,7.33,13.5,1,0,,2015,Most Wickets,Most Wickets - 2015.csv
34.0,JP Duminy,14,9,17.0,126,8,4/17,15.75,7.41,12.75,1,0,,2015,Most Wickets,Most Wickets - 2015.csv
35.0,James Faulkner,13,13,45.0,426,8,3/26,53.25,9.46,33.75,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
36.0,Zaheer Khan,7,7,24.1,156,7,2/9,22.28,6.45,20.71,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
37.0,Sunil Narine,8,8,32.0,234,7,4/19,33.42,7.31,27.42,1,0,,2015,Most Wickets,Most Wickets - 2015.csv
38.0,Pravin Tambe,10,10,34.0,266,7,2/21,38.0,7.82,29.14,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
39.0,Angelo Mathews,11,10,30.0,246,7,2/15,35.14,8.2,25.71,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
40.0,Vinay Kumar,13,13,43.3,368,7,2/26,52.57,8.45,37.28,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
41.0,Praveen Kumar,12,12,36.0,329,7,2/35,47.0,9.13,30.85,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
42.0,Ravi Bopara,9,7,20.0,160,6,2/18,26.66,8.0,20.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
43.0,Pawan Negi,10,10,30.0,252,6,2/25,42.0,8.4,30.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
44.0,Tim Southee,7,7,28.0,247,6,2/32,41.16,8.82,28.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
45.0,Shane Watson,10,10,29.0,269,6,2/36,44.83,9.27,29.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
46.0,Beuran Hendricks,4,4,13.0,109,5,2/40,21.8,8.38,15.6,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
47.0,Domnic Joseph,6,6,14.0,101,4,2/18,25.25,7.21,21.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
48.0,Stuart Binny,13,10,19.0,140,4,2/27,35.0,7.36,28.5,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
49.0,Iqbal Abdulla,5,5,19.0,150,4,2/36,37.5,7.89,28.5,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
50.0,Shakib Al Hasan,4,4,14.0,123,4,2/22,30.75,8.78,21.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
51.0,Bipul Sharma,4,3,7.0,50,3,2/13,16.66,7.14,14.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
52.0,Gurkeerat Mann Singh,5,3,9.0,66,3,2/17,22.0,7.33,18.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
53.0,Ankit Sharma,4,4,14.0,114,3,1/26,38.0,8.14,28.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
54.0,Ashish Reddy,6,4,6.0,50,3,1/11,16.66,8.33,12.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
55.0,Dale Steyn,6,6,19.0,170,3,2/38,56.66,8.94,38.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
56.0,Albie Morkel,4,4,12.0,109,3,2/21,36.33,9.08,24.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
57.0,Kieron Pollard,16,8,12.4,120,3,1/6,40.0,9.47,25.33,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
58.0,Varun Aaron,6,5,17.2,177,3,2/24,59.0,10.21,34.66,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
59.0,Jasprit Bumrah,4,4,15.0,184,3,1/38,61.33,12.26,30.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
60.0,Jayant Yadav,3,3,7.0,29,2,1/8,14.5,4.14,21.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
61.0,Suresh Raina,17,5,12.0,93,2,1/29,46.5,7.75,36.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
62.0,Glenn Maxwell,11,7,10.0,97,2,1/5,48.5,9.7,30.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
63.0,Yusuf Pathan,13,5,10.0,97,2,2/40,48.5,9.7,30.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
64.0,Parveez Rasool,2,2,5.0,31,1,1/20,31.0,6.2,30.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
65.0,Yuvraj Singh,14,6,9.0,72,1,1/14,72.0,8.0,54.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
66.0,Johan Botha,4,4,10.0,81,1,1/32,81.0,8.1,60.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
67.0,Corey Anderson,4,2,4.0,33,1,1/21,33.0,8.25,24.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
68.0,Dwayne Smith,16,1,2.0,17,1,1/17,17.0,8.5,12.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
69.0,Deepak Hooda,14,7,15.1,129,1,1/35,129.0,8.5,91.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
70.0,Thisara Perera,2,2,6.0,55,1,1/33,55.0,9.16,36.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
71.0,Rishi Dhawan,5,5,12.0,110,1,1/12,110.0,9.16,72.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
72.0,Pat Cummins,3,3,10.0,97,1,1/54,97.0,9.7,60.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
73.0,Juan Theron,1,1,4.0,40,1,1/40,40.0,10.0,24.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
74.0,Ronit More,2,2,5.5,59,1,1/31,59.0,10.11,35.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
75.0,Gurinder Sandhu,3,2,8.0,82,1,1/33,82.0,10.25,48.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
76.0,Rahul Tewatia,1,1,3.0,31,1,1/31,31.0,10.33,18.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
77.0,Hardik Pandya,9,8,17.0,176,1,1/13,176.0,10.35,102.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
78.0,Shreyas Gopal,1,1,2.1,23,1,1/23,23.0,10.61,13.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
79.0,Abu Nechim,3,3,12.0,128,1,1/28,128.0,10.66,72.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
80.0,Karanveer Singh,4,4,14.0,157,1,1/30,157.0,11.21,84.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
81.0,Ishant Sharma,4,4,14.0,159,1,1/25,159.0,11.35,84.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
82.0,Shardul Thakur,1,1,3.0,38,1,1/38,38.0,12.66,18.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
83.0,KC Cariappa,1,1,2.0,28,1,1/28,28.0,14.0,12.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
84.0,Shivam Sharma,1,1,3.0,44,1,1/44,44.0,14.66,18.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
85.0,Ryan ten Doeschate,6,1,1.0,4,0,0/4,0.0,4.0,0.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
86.0,Virat Kohli,16,2,1.5,10,0,0/4,0.0,5.45,0.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
87.0,Shahbaz Nadeem,4,2,7.0,43,0,0/18,0.0,6.14,0.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
88.0,Murali Vijay,11,2,4.0,28,0,0/12,0.0,7.0,0.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
89.0,Chris Gayle,14,1,2.0,15,0,0/15,0.0,7.5,0.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
90.0,Marchant de Lange,1,1,4.0,30,0,0/30,0.0,7.5,0.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
91.0,Darren Sammy,2,2,3.0,25,0,0/7,0.0,8.33,0.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
92.0,Rajat Bhatia,2,2,5.0,46,0,0/23,0.0,9.2,0.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
93.0,Pawan Suyal,3,3,10.0,95,0,0/22,0.0,9.5,0.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
94.0,Jaydev Unadkat,1,1,3.0,30,0,0/30,0.0,10.0,0.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
95.0,Sean Abbott,2,2,5.0,57,0,0/21,0.0,11.4,0.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
96.0,Pragyan Ojha,1,1,2.0,23,0,0/23,0.0,11.5,0.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
97.0,Barinder Sran,1,1,3.0,35,0,0/35,0.0,11.66,0.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
98.0,Ashok Dinda,2,2,5.0,62,0,0/23,0.0,12.4,0.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
99.0,Azhar Mahmood,1,1,3.0,41,0,0/41,0.0,13.66,0.0,0,0,,2015,Most Wickets,Most Wickets - 2015.csv
1.0,Bhuvneshwar Kumar,17,17,66.0,490,23,4/29,21.3,7.42,17.21,1,0,,2016,Most Wickets,Most Wickets - 2016.csv
2.0,Yuzvendra Chahal,13,13,49.1,401,21,4/25,19.09,8.15,14.04,1,0,,2016,Most Wickets,Most Wickets - 2016.csv
3.0,Shane Watson,16,16,56.3,485,20,4/29,24.25,8.58,16.95,1,0,,2016,Most Wickets,Most Wickets - 2016.csv
4.0,Dhawal Kulkarni,14,14,49.0,364,18,4/14,20.22,7.42,16.33,1,0,,2016,Most Wickets,Most Wickets - 2016.csv
5.0,Mustafizur Rahman,16,16,61.0,421,17,3/16,24.76,6.9,21.52,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
6.0,Mitchell McClenaghan,14,14,53.2,436,17,4/21,25.64,8.17,18.82,1,0,,2016,Most Wickets,Most Wickets - 2016.csv
7.0,Dwayne Bravo,15,15,56.0,494,17,4/22,29.05,8.82,19.76,1,0,,2016,Most Wickets,Most Wickets - 2016.csv
8.0,Sandeep Sharma,14,14,50.0,366,15,2/11,24.4,7.32,20.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
9.0,Jasprit Bumrah,14,14,52.0,406,15,3/13,27.06,7.8,20.8,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
10.0,Andre Russell,12,12,36.3,291,15,4/20,19.4,7.97,14.6,1,0,,2016,Most Wickets,Most Wickets - 2016.csv
11.0,Barinder Sran,14,14,49.3,413,14,3/28,29.5,8.34,21.21,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
12.0,Chris Morris,12,12,44.0,308,13,2/30,23.69,7.0,20.3,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
13.0,Amit Mishra,14,14,46.0,344,13,4/11,26.46,7.47,21.23,1,0,,2016,Most Wickets,Most Wickets - 2016.csv
14.0,Axar Patel,14,14,47.5,388,13,4/21,29.84,8.11,22.07,1,0,,2016,Most Wickets,Most Wickets - 2016.csv
15.0,Mohit Sharma,14,14,48.3,407,13,3/23,31.3,8.39,22.38,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
16.0,Adam Zampa,5,5,17.0,115,12,6/19,9.58,6.76,8.5,0,1,,2016,Most Wickets,Most Wickets - 2016.csv
17.0,Moises Henriques,17,17,52.0,415,12,2/17,34.58,7.98,26.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
18.0,Sunil Narine,11,11,42.5,304,11,3/26,27.63,7.09,23.36,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
19.0,Sreenath Aravind,9,9,29.1,216,11,2/18,19.63,7.4,15.9,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
20.0,Ashok Dinda,9,9,30.3,231,11,3/20,21.0,7.57,16.63,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
21.0,Piyush Chawla,12,11,35.2,273,11,2/21,24.81,7.72,19.27,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
22.0,Chris Jordan,9,9,28.0,258,11,4/11,23.45,9.21,15.27,1,0,,2016,Most Wickets,Most Wickets - 2016.csv
23.0,Ravichandran Ashwin,14,14,44.0,319,10,4/34,31.9,7.25,26.4,1,0,,2016,Most Wickets,Most Wickets - 2016.csv
24.0,Zaheer Khan,12,12,43.4,337,10,3/21,33.7,7.71,26.2,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
25.0,Morne Morkel,10,10,35.3,297,10,2/27,29.7,8.36,21.3,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
