POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date,Year,Metric,Source_File
108,Wriddhiman Saha,15,4,375.0,2,1,MI,Wankhede Stadium,03 May 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
109,Shakib Al Hasan,15,4,375.0,2,1,CSK,Eden Gardens,20 May 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
110,George Bailey,15,5,300.0,1,1,RR,IS Bindra Stadium,23 May 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
111,Faf du Plessis,14,5,280.0,3,0,PBKS,Barabati Stadium,07 May 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
112,Steve Smith,14,6,233.33,2,1,RCB,M. Chinnaswamy Stadium,11 May 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
113,MS Dhoni,14,5,280.0,1,1,DC,Zayed Cricket Stadium,21 April 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
114,Lendl Simmons,14,5,280.0,3,0,DC,Wankhede Stadium,23 May 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
115,AB de Villiers,14,4,350.0,0,2,PBKS,M. Chinnaswamy Stadium,09 May 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
116,David Warner,14,4,350.0,0,2,MI,Rajiv Gandhi Intl. Cricket Stadium,12 May 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
117,Manan Vohra,14,4,350.0,0,2,KKR,Eden Gardens,28 May 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
118,Glenn Maxwell,14,5,280.0,0,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,14 May 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
119,Shane Watson,14,4,350.0,3,0,KKR,Zayed Cricket Stadium,29 April 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
120,Dwayne Smith,14,4,350.0,2,1,MI,Wankhede Stadium,10 May 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
121,JP Duminy,14,4,350.0,0,2,RCB,M. Chinnaswamy Stadium,13 May 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
122,Chris Lynn,14,5,280.0,0,2,RCB,Sharjah Cricket Stadium,24 April 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
123,Albie Morkel,14,4,350.0,0,2,PBKS,M. Chinnaswamy Stadium,09 May 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
124,Lendl Simmons,14,4,350.0,2,1,CSK,Brabourne Stadium,28 May 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
125,David Miller,14,6,233.33,3,0,RCB,M. Chinnaswamy Stadium,09 May 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
126,Manan Vohra,14,6,233.33,2,1,DC,Arun Jaitley Stadium,19 May 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
127,Virender Sehwag,14,6,233.33,2,1,RR,IS Bindra Stadium,23 May 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
128,AB de Villiers,14,4,350.0,0,2,RR,M. Chinnaswamy Stadium,11 May 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
129,Yogesh Takawale,14,5,280.0,3,0,KKR,Sharjah Cricket Stadium,24 April 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
130,Karn Sharma,14,3,466.66,0,2,CSK,Sharjah Cricket Stadium,27 April 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
131,MS Dhoni,14,5,280.0,2,1,PBKS,Wankhede Stadium,30 May 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
132,David Miller,14,6,233.33,3,0,RCB,Dubai International Stadium,28 April 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
133,Manan Vohra,14,6,233.33,2,1,DC,IS Bindra Stadium,25 May 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
134,Brendon McCullum,14,6,233.33,3,0,MI,Dubai International Stadium,25 April 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
135,Corey Anderson,14,5,280.0,1,1,RR,Wankhede Stadium,25 May 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
136,David Warner,13,5,260.0,0,2,RCB,Rajiv Gandhi Intl. Cricket Stadium,20 May 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
137,Lendl Simmons,13,6,216.66,3,0,PBKS,IS Bindra Stadium,21 May 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
138,Naman Ojha,13,4,325.0,0,2,PBKS,Rajiv Gandhi Intl. Cricket Stadium,14 May 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
139,Glenn Maxwell,13,4,325.0,1,1,CSK,Barabati Stadium,07 May 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
140,David Miller,13,4,325.0,3,0,RCB,M. Chinnaswamy Stadium,09 May 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
141,Suresh Raina,13,5,260.0,3,0,DC,Zayed Cricket Stadium,21 April 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
142,Virender Sehwag,13,3,433.33,0,2,CSK,Wankhede Stadium,30 May 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
143,James Faulkner,13,5,260.0,0,2,PBKS,IS Bindra Stadium,23 May 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
144,JP Duminy,13,4,325.0,1,1,RCB,Sharjah Cricket Stadium,17 April 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
145,Lendl Simmons,13,5,260.0,0,2,CSK,Wankhede Stadium,10 May 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
146,Brendon McCullum,13,6,216.66,2,0,KKR,JSCA Stadium,02 May 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
147,Shikhar Dhawan,13,6,216.66,3,0,KKR,Eden Gardens,24 May 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
148,Dwayne Smith,13,6,216.66,0,2,MI,Dubai International Stadium,25 April 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
149,Dwayne Smith,13,5,260.0,3,0,MI,Brabourne Stadium,28 May 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
150,Shaun Marsh,13,4,325.0,1,1,MI,IS Bindra Stadium,21 May 2014,2014,Most Runs Over,Most Runs Over - 2014.csv
1,Chris Gayle,24,6,400.0,3,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,15 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
2,Rohit Sharma,23,5,460.0,1,3,RCB,M. Chinnaswamy Stadium,19 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
3,Kieron Pollard,23,5,460.0,1,3,CSK,Wankhede Stadium,17 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
4,Kieron Pollard,22,5,440.0,1,3,CSK,Eden Gardens,24 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
5,David Miller,22,6,366.66,1,3,SRH,Rajiv Gandhi Intl. Cricket Stadium,11 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
6,Dwayne Smith,22,6,366.66,2,2,PBKS,Chidambaram,25 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
7,AB de Villiers,22,5,440.0,2,2,MI,M. Chinnaswamy Stadium,19 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
8,Chris Gayle,21,5,420.0,2,2,PBKS,M. Chinnaswamy Stadium,06 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
9,David Miller,21,5,420.0,2,2,KKR,Eden Gardens,09 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
10,Chris Morris,21,5,420.0,0,3,SRH,Brabourne Stadium,07 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
11,Chris Gayle,20,6,333.33,2,2,PBKS,M. Chinnaswamy Stadium,06 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
12,Kieron Pollard,20,6,333.33,2,2,RR,Narendra Modi Stadium,14 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
13,Moises Henriques,20,6,333.33,3,1,RCB,Rajiv Gandhi Intl. Cricket Stadium,15 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
14,Mohit Sharma,20,5,400.0,1,2,MI,Eden Gardens,24 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
15,Karn Sharma,20,5,400.0,0,3,KKR,Eden Gardens,04 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
16,Dwayne Smith,20,5,400.0,2,2,MI,Wankhede Stadium,17 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
17,Brendon McCullum,19,5,380.0,1,2,SRH,Chidambaram,11 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
18,AB de Villiers,19,5,380.0,0,3,PBKS,M. Chinnaswamy Stadium,06 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
19,Harbhajan Singh,19,6,316.66,0,3,PBKS,Wankhede Stadium,12 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
20,James Faulkner,19,5,380.0,1,2,PBKS,Maharashtra Cricket Association's International Stadium,10 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
21,MS Dhoni,19,5,380.0,0,3,SRH,Chidambaram,11 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
22,Angelo Mathews,19,5,380.0,1,2,KKR,Arun Jaitley Stadium,20 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
23,Andre Russell,19,6,316.66,2,1,PBKS,Maharashtra Cricket Association's International Stadium,18 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
24,Wriddhiman Saha,19,6,316.66,3,1,RCB,IS Bindra Stadium,13 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
25,David Warner,19,5,380.0,3,1,CSK,Rajiv Gandhi Intl. Cricket Stadium,02 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
26,Shreyas Iyer,18,6,300.0,1,2,PBKS,Arun Jaitley Stadium,01 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
27,AB de Villiers,18,5,360.0,1,2,RR,Maharashtra Cricket Association's International Stadium,20 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
28,David Warner,18,6,300.0,4,0,DC,ACA-VDCA Stadium,18 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
29,Hardik Pandya,18,5,360.0,0,3,CSK,Chidambaram,08 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
30,Moises Henriques,18,5,360.0,1,2,KKR,Eden Gardens,04 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
31,Suresh Raina,18,4,450.0,0,3,RCB,M. Chinnaswamy Stadium,22 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
32,Umesh Yadav,18,5,360.0,3,1,RR,Brabourne Stadium,16 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
33,Murali Vijay,18,6,300.0,3,1,KKR,Eden Gardens,09 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
34,Andre Russell,18,5,360.0,1,2,PBKS,Eden Gardens,09 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
35,Rohit Sharma,18,4,450.0,3,1,KKR,Eden Gardens,08 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
36,David Warner,18,5,360.0,3,1,RCB,M. Chinnaswamy Stadium,13 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
37,Eoin Morgan,18,6,300.0,1,2,RR,Brabourne Stadium,07 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
38,Shikhar Dhawan,18,6,300.0,3,1,MI,Wankhede Stadium,25 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
39,Shane Watson,18,4,450.0,3,1,PBKS,Narendra Modi Stadium,21 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
40,JP Duminy,18,5,360.0,1,2,MI,Arun Jaitley Stadium,23 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
41,Mayank Agarwal,18,6,300.0,4,0,RR,Arun Jaitley Stadium,12 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
42,Quinton de Kock,17,5,340.0,1,2,RCB,M. Chinnaswamy Stadium,17 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
43,Deepak Hooda,17,5,340.0,2,1,DC,Arun Jaitley Stadium,12 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
44,Angelo Mathews,17,6,283.33,2,1,RR,Arun Jaitley Stadium,12 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
45,Parthiv Patel,17,5,340.0,2,1,PBKS,IS Bindra Stadium,03 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
46,Albie Morkel,17,5,340.0,2,1,CSK,Chidambaram,09 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
47,Shaun Marsh,17,6,283.33,0,2,RR,Narendra Modi Stadium,21 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
48,Eoin Morgan,17,5,340.0,1,2,PBKS,Rajiv Gandhi Intl. Cricket Stadium,11 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
49,Unmukt Chand,17,5,340.0,4,0,RCB,M. Chinnaswamy Stadium,19 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
50,Eoin Morgan,17,5,340.0,2,1,RR,Brabourne Stadium,07 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
51,Sarfaraz Khan,17,5,340.0,2,1,RR,M. Chinnaswamy Stadium,29 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
52,Hardik Pandya,17,5,340.0,4,0,KKR,Wankhede Stadium,14 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
53,Kedar Jadhav,17,4,425.0,1,2,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,09 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
54,Dwayne Smith,17,6,283.33,1,2,RCB,M. Chinnaswamy Stadium,22 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
55,Johan Botha,17,5,340.0,4,0,DC,Eden Gardens,07 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
56,Dwayne Bravo,16,5,320.0,2,1,RR,Narendra Modi Stadium,19 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
57,Virat Kohli,16,5,320.0,2,1,MI,Wankhede Stadium,10 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
58,Virender Sehwag,16,5,320.0,2,1,MI,Wankhede Stadium,12 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
59,Deepak Hooda,16,6,266.66,0,2,PBKS,Maharashtra Cricket Association's International Stadium,10 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
60,Brendon McCullum,16,6,266.66,2,1,KKR,Eden Gardens,30 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
61,Karun Nair,16,4,400.0,2,1,DC,Brabourne Stadium,03 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
62,Yuvraj Singh,16,5,320.0,0,2,RR,Arun Jaitley Stadium,12 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
63,Mayank Agarwal,16,5,320.0,2,1,PBKS,Maharashtra Cricket Association's International Stadium,15 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
64,Virat Kohli,16,5,320.0,2,1,PBKS,IS Bindra Stadium,13 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
65,David Warner,16,6,266.66,4,0,PBKS,IS Bindra Stadium,27 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
66,Andre Russell,16,5,320.0,1,2,RCB,M. Chinnaswamy Stadium,02 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
67,Jagadeesha Suchith,16,5,320.0,2,1,PBKS,Wankhede Stadium,12 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
68,Rohit Sharma,16,6,266.66,2,1,CSK,Eden Gardens,24 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
69,Shane Watson,16,5,320.0,2,1,KKR,Brabourne Stadium,16 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
70,Hardik Pandya,15,5,300.0,0,2,RCB,M. Chinnaswamy Stadium,19 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
71,Virender Sehwag,15,4,375.0,2,1,DC,Maharashtra Cricket Association's International Stadium,15 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
72,Steve Smith,15,6,250.0,3,0,SRH,Brabourne Stadium,07 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
73,Andre Russell,15,5,300.0,2,1,PBKS,Eden Gardens,09 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
74,Lendl Simmons,15,6,250.0,2,1,CSK,Chidambaram,08 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
75,David Warner,15,5,300.0,2,1,RCB,M. Chinnaswamy Stadium,13 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
76,Hardik Pandya,15,6,250.0,2,1,KKR,Wankhede Stadium,14 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
77,David Warner,15,4,375.0,2,1,PBKS,IS Bindra Stadium,27 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
78,Shane Watson,15,5,300.0,0,2,CSK,Narendra Modi Stadium,19 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
79,Ambati Rayudu,15,4,375.0,0,2,CSK,Chidambaram,08 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
80,Ambati Rayudu,15,5,300.0,2,1,RR,Wankhede Stadium,01 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
81,Glenn Maxwell,15,5,300.0,0,2,DC,Maharashtra Cricket Association's International Stadium,15 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
82,Steve Smith,15,6,250.0,3,0,MI,Narendra Modi Stadium,14 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
83,Shreyas Iyer,15,5,300.0,2,1,MI,Arun Jaitley Stadium,23 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
84,Quinton de Kock,15,4,375.0,2,1,RCB,M. Chinnaswamy Stadium,17 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
85,Corey Anderson,15,4,375.0,0,2,KKR,Eden Gardens,08 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
86,Murali Vijay,15,5,300.0,2,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,11 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
87,Robin Uthappa,15,5,300.0,2,1,CSK,Eden Gardens,30 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
88,Lendl Simmons,15,6,250.0,2,1,RCB,Wankhede Stadium,10 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
89,Dwayne Smith,15,5,300.0,1,1,RR,Narendra Modi Stadium,19 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
90,AB de Villiers,15,5,300.0,2,1,KKR,Eden Gardens,11 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
91,AB de Villiers,15,4,375.0,2,1,MI,Wankhede Stadium,10 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
92,Parthiv Patel,15,5,300.0,2,1,CSK,Wankhede Stadium,19 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
93,Shane Watson,15,5,300.0,2,1,CSK,Narendra Modi Stadium,19 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
94,Ryan ten Doeschate,14,6,233.33,2,1,CSK,Chidambaram,28 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
95,Suryakumar Yadav,14,4,350.0,0,2,PBKS,Maharashtra Cricket Association's International Stadium,18 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
96,Quinton de Kock,14,5,280.0,2,1,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,09 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
97,Kieron Pollard,14,5,280.0,2,1,RR,Narendra Modi Stadium,14 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
98,Ambati Rayudu,14,5,280.0,0,2,CSK,Wankhede Stadium,17 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
99,Yuvraj Singh,14,4,350.0,0,2,MI,Wankhede Stadium,05 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
100,Karn Sharma,14,4,350.0,0,2,DC,ACA-VDCA Stadium,18 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
101,Shane Watson,14,6,233.33,1,1,KKR,Brabourne Stadium,16 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
102,MS Dhoni,14,6,233.33,0,1,PBKS,Chidambaram,25 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
103,JP Duminy,14,4,350.0,0,2,RR,Arun Jaitley Stadium,12 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
104,Chris Gayle,14,4,350.0,0,2,PBKS,M. Chinnaswamy Stadium,06 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
105,Moises Henriques,14,3,466.66,0,2,DC,Shaheed Veer Narayan Singh International Cricket Stadium,09 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
106,Lendl Simmons,14,6,233.33,2,1,CSK,Eden Gardens,24 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
107,Chris Gayle,14,6,233.33,2,1,DC,Arun Jaitley Stadium,26 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
108,Dwayne Smith,14,6,233.33,2,1,KKR,Chidambaram,28 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
109,James Faulkner,14,4,350.0,0,2,SRH,Brabourne Stadium,07 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
110,Parthiv Patel,14,6,233.33,3,0,RCB,Wankhede Stadium,10 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
111,Virat Kohli,14,4,350.0,2,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,15 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
112,David Warner,14,6,233.33,0,1,KKR,ACA-VDCA Stadium,22 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
113,JP Duminy,14,6,233.33,0,2,MI,Arun Jaitley Stadium,23 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
114,Dinesh Karthik,14,5,280.0,2,1,RR,M. Chinnaswamy Stadium,29 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
115,Kieron Pollard,14,4,350.0,0,2,CSK,Wankhede Stadium,19 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
116,David Warner,14,5,280.0,0,2,PBKS,Rajiv Gandhi Intl. Cricket Stadium,11 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
117,Shreyas Iyer,14,6,233.33,3,0,MI,Wankhede Stadium,05 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
118,AB de Villiers,14,3,466.66,2,1,MI,M. Chinnaswamy Stadium,19 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
119,Andre Russell,14,5,280.0,0,2,CSK,Eden Gardens,30 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
120,AB de Villiers,14,5,280.0,2,1,PBKS,M. Chinnaswamy Stadium,06 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
121,Chris Gayle,14,5,280.0,2,1,RR,Narendra Modi Stadium,24 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
122,Michael Hussey,14,5,280.0,0,2,RCB,JSCA Stadium,22 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
123,Mandeep Singh,14,3,466.66,0,2,KKR,M. Chinnaswamy Stadium,02 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
124,JP Duminy,14,4,350.0,0,2,RCB,M. Chinnaswamy Stadium,17 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
125,David Warner,14,6,233.33,2,1,PBKS,Rajiv Gandhi Intl. Cricket Stadium,11 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
126,Glenn Maxwell,14,5,280.0,2,1,KKR,Eden Gardens,09 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
127,AB de Villiers,14,3,466.66,0,2,RR,Maharashtra Cricket Association's International Stadium,20 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
128,Chris Gayle,14,6,233.33,0,2,KKR,Eden Gardens,11 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
129,Lendl Simmons,14,6,233.33,2,1,RCB,M. Chinnaswamy Stadium,19 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
130,David Miller,14,4,350.0,0,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,11 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
131,Brendon McCullum,14,5,280.0,3,0,MI,Chidambaram,08 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
132,JP Duminy,14,5,280.0,2,1,SRH,ACA-VDCA Stadium,18 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
133,Ashish Reddy,13,3,433.33,0,2,PBKS,IS Bindra Stadium,27 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
134,Virat Kohli,13,5,260.0,0,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,15 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
135,AB de Villiers,13,4,325.0,3,0,MI,Wankhede Stadium,10 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
136,Harbhajan Singh,13,4,325.0,3,0,PBKS,Wankhede Stadium,12 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
137,Shreyas Iyer,13,3,433.33,0,2,MI,Arun Jaitley Stadium,23 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
138,Shreyas Iyer,13,5,260.0,0,2,SRH,ACA-VDCA Stadium,18 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
139,Brendon McCullum,13,5,260.0,0,2,SRH,Chidambaram,11 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
140,Gautam Gambhir,13,6,216.66,2,0,MI,Eden Gardens,08 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
141,Deepak Hooda,13,3,433.33,0,2,MI,Narendra Modi Stadium,14 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
142,Yuvraj Singh,13,4,325.0,0,2,PBKS,Maharashtra Cricket Association's International Stadium,15 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
143,Yuvraj Singh,13,5,260.0,3,0,RR,Brabourne Stadium,03 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
144,MS Dhoni,13,4,325.0,0,2,DC,Chidambaram,09 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
145,Manish Pandey,13,5,260.0,1,1,MI,Eden Gardens,08 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
146,Suresh Raina,13,5,260.0,1,1,RCB,M. Chinnaswamy Stadium,22 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
147,AB de Villiers,13,5,260.0,3,0,RR,M. Chinnaswamy Stadium,29 April 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
148,AB de Villiers,13,4,325.0,0,2,MI,Wankhede Stadium,10 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
149,Manish Pandey,13,5,260.0,3,0,PBKS,Eden Gardens,09 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
150,Kieron Pollard,13,4,325.0,1,1,RR,Wankhede Stadium,01 May 2015,2015,Most Runs Over,Most Runs Over - 2015.csv
1,Virat Kohli,30,6,500.0,1,4,GL,M. Chinnaswamy Stadium,14 May 2016,2016,Most Runs Over,Most Runs Over - 2016.csv
