POS,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date,Unnamed: 0,Year,Metric,Source_File
1.0,Rohit Sharma,2.0,6,4,3.0,MI,Supersport Park,06 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
2.0,Sanath Jayasuriya,1.0,3,2,3.0,RR,Kingsmead,14 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
3.0,Anil Kumble,3.1,5,5,3.8,RR,Newlands,18 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
4.0,Lasith Malinga,2.2,11,3,4.66,KKR,St George's Park,27 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
5.0,Jacob Oram,1.4,12,2,5.0,RCB,Kingsmead,14 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
6.0,Lakshmipathy Balaji,3.3,21,4,5.25,RR,Supersport Park,30 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
7.0,RP Singh,3.4,22,4,5.5,KKR,Newlands,19 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
8.0,Shadab Jakati,4.0,22,4,6.0,DEC,Buffalo Park,04 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
9.0,Harbhajan Singh,4.0,17,4,6.0,DC,Supersport Park,21 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
10.0,Amit Singh,4.0,19,4,6.0,RCB,Supersport Park,07 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
11.0,Anil Kumble,4.0,16,4,6.0,DEC,New Wanderers Stadium,24 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
12.0,Shadab Jakati,4.0,24,4,6.0,DC,New Wanderers Stadium,02 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
13.0,Yusuf Abdulla,4.0,31,4,6.0,RCB,Kingsmead,24 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
14.0,Yusuf Abdulla,4.0,36,4,6.0,RCB,Kingsmead,01 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
15.0,Abhishek Nayar,3.0,13,3,6.0,KKR,St George's Park,27 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
16.0,Rohit Sharma,3.0,12,3,6.0,RR,De Beers Diamond Oval,11 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
17.0,Ramesh Powar,2.0,11,2,6.0,DEC,New Wanderers Stadium,17 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
18.0,Pragyan Ojha,2.0,11,2,6.0,CSK,Kingsmead,27 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
19.0,Rohit Sharma,2.0,12,2,6.0,PBKS,De Beers Diamond Oval,09 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
20.0,Venugopal Rao,2.0,23,2,6.0,RR,St George's Park,02 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
21.0,Lakshmipathy Balaji,2.2,18,2,7.0,RCB,St George's Park,20 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
22.0,Charl Langeveldt,4.0,15,3,8.0,RR,Kingsmead,20 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
23.0,Zaheer Khan,4.0,31,3,8.0,KKR,Buffalo Park,01 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
24.0,Shane Warne,4.0,24,3,8.0,MI,Kingsmead,14 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
25.0,Lasith Malinga,4.0,19,3,8.0,DEC,Kingsmead,25 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
26.0,Dimitri Mascarenhas,4.0,20,3,8.0,RCB,Newlands,18 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
27.0,Yuvraj Singh,4.0,22,3,8.0,RCB,Kingsmead,01 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
28.0,Scott Styris,4.0,32,3,8.0,RCB,Newlands,22 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
29.0,Pragyan Ojha,4.0,21,3,8.0,MI,Kingsmead,25 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
30.0,Brad Hodge,4.0,29,3,8.0,RCB,Kingsmead,29 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
31.0,Kamran Khan,4.0,18,3,8.0,KKR,Newlands,23 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
32.0,Praveen Kumar,4.0,30,3,8.0,DC,New Wanderers Stadium,19 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
33.0,Brett Lee,4.0,15,3,8.0,DC,OUTsurance Oval,15 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
34.0,Ryan Harris,4.0,27,3,8.0,DC,Supersport Park,22 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
35.0,Yusuf Pathan,4.0,34,3,8.0,DEC,De Beers Diamond Oval,11 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
36.0,Ravindra Jadeja,4.0,15,3,8.0,RCB,Supersport Park,07 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
37.0,Yuvraj Singh,4.0,13,3,8.0,DEC,New Wanderers Stadium,17 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
38.0,Lakshmipathy Balaji,4.0,19,3,8.0,DC,Kingsmead,23 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
39.0,Lasith Malinga,4.0,15,3,8.0,CSK,Newlands,18 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
40.0,Yusuf Abdulla,4.0,21,3,8.0,RR,Newlands,26 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
41.0,Irfan Pathan,4.0,35,3,8.0,RCB,Kingsmead,24 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
42.0,Muttiah Muralitharan,4.0,11,3,8.0,RCB,St George's Park,20 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
43.0,Dillon du Preez,4.0,32,3,8.0,MI,New Wanderers Stadium,03 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
44.0,Laxmi Ratan Shukla,4.0,25,3,8.0,MI,St George's Park,27 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
45.0,Amit Mishra,4.0,14,3,8.0,KKR,New Wanderers Stadium,10 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
46.0,Dwayne Bravo,4.0,34,3,8.0,DEC,Kingsmead,25 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
47.0,Amit Mishra,4.0,33,3,8.0,RR,OUTsurance Oval,17 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
48.0,RP Singh,4.0,26,3,8.0,PBKS,New Wanderers Stadium,17 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
49.0,Amit Mishra,4.0,19,3,8.0,DEC,Supersport Park,22 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
50.0,Amit Singh,4.0,9,3,8.0,PBKS,Kingsmead,05 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
51.0,Pragyan Ojha,4.0,28,3,8.0,RCB,New Wanderers Stadium,24 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
52.0,Amit Mishra,4.1,34,3,8.33,RR,Supersport Park,28 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
53.0,Irfan Pathan,3.0,29,2,9.0,DEC,New Wanderers Stadium,17 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
54.0,Shane Warne,3.0,38,2,9.0,PBKS,Kingsmead,05 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
55.0,Praveen Kumar,3.0,7,2,9.0,RR,Newlands,18 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
56.0,Andrew Symonds,3.0,18,2,9.0,RCB,New Wanderers Stadium,24 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
57.0,Yusuf Pathan,3.0,17,2,9.0,CSK,Supersport Park,30 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
58.0,Vinay Kumar,3.0,30,2,9.0,CSK,Kingsmead,14 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
59.0,Muttiah Muralitharan,3.0,11,2,9.0,DEC,Buffalo Park,04 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
60.0,Munaf Patel,3.0,25,2,9.0,RCB,Newlands,18 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
61.0,Albie Morkel,3.0,24,2,9.0,DEC,Buffalo Park,04 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
62.0,Shoaib Ahmed,3.0,25,2,9.0,PBKS,De Beers Diamond Oval,09 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
63.0,Roelof van der Merwe,3.0,22,2,9.0,PBKS,Kingsmead,01 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
64.0,Sudeep Tyagi,3.0,18,2,9.0,DC,New Wanderers Stadium,02 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
65.0,Dwayne Bravo,3.0,31,2,9.0,KKR,St George's Park,27 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
66.0,Munaf Patel,3.5,22,2,11.5,MI,Kingsmead,14 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
67.0,Munaf Patel,4.0,24,2,12.0,PBKS,Newlands,26 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
68.0,Shane Harwood,4.0,25,2,12.0,DEC,St George's Park,02 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
69.0,Anil Kumble,4.0,12,2,12.0,CSK,Kingsmead,14 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
70.0,Ishant Sharma,4.0,15,2,12.0,RCB,Kingsmead,29 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
71.0,Vinay Kumar,4.0,38,2,12.0,CSK,New Wanderers Stadium,23 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
72.0,Munaf Patel,4.0,14,2,12.0,DC,Supersport Park,28 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
73.0,Shanthakumaran Sreesanth,4.0,23,2,12.0,CSK,Kingsmead,20 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
74.0,Chaminda Vaas,4.0,19,2,12.0,RR,De Beers Diamond Oval,11 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
75.0,Pankaj Singh,4.0,31,2,12.0,DC,St George's Park,26 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
76.0,Shadab Jakati,4.0,35,2,12.0,RR,De Beers Diamond Oval,09 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
77.0,Ajantha Mendis,4.0,19,2,12.0,RR,Newlands,23 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
78.0,Ishant Sharma,4.0,27,2,12.0,PBKS,St George's Park,03 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
79.0,Pragyan Ojha,4.0,26,2,12.0,DC,Kingsmead,13 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
80.0,Anil Kumble,4.0,24,2,12.0,DC,New Wanderers Stadium,19 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
81.0,Shanthakumaran Sreesanth,4.0,20,2,12.0,DC,OUTsurance Oval,15 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
82.0,Ishant Sharma,4.0,23,2,12.0,DC,New Wanderers Stadium,10 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
83.0,Piyush Chawla,4.0,22,2,12.0,RR,Newlands,26 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
84.0,Ajit Agarkar,4.0,15,2,12.0,RR,Kingsmead,20 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
85.0,Siddharth Trivedi,4.0,19,2,12.0,MI,Kingsmead,14 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
86.0,RP Singh,4.0,18,2,12.0,RR,St George's Park,02 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
87.0,Harbhajan Singh,4.0,15,2,12.0,RCB,St George's Park,10 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
88.0,Shoaib Ahmed,4.0,20,2,12.0,DC,Supersport Park,30 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
89.0,Shane Warne,4.0,32,2,12.0,DC,Supersport Park,28 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
90.0,Thilan Thushara,4.0,28,2,12.0,PBKS,Kingsmead,20 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
91.0,Lasith Malinga,4.0,12,2,12.0,PBKS,Kingsmead,29 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
92.0,Vinay Kumar,4.0,33,2,12.0,KKR,Supersport Park,12 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
93.0,Pragyan Ojha,4.0,32,2,12.0,RCB,Supersport Park,21 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
94.0,Anil Kumble,4.0,25,2,12.0,PBKS,Kingsmead,01 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
95.0,RP Singh,4.0,17,2,12.0,RCB,Newlands,22 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
96.0,Muttiah Muralitharan,4.0,22,2,12.0,RR,De Beers Diamond Oval,09 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
97.0,Ishant Sharma,4.0,27,2,12.0,PBKS,St George's Park,03 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
98.0,Chaminda Vaas,4.0,52,2,12.0,DC,Kingsmead,13 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
99.0,Manpreet Gony,4.0,32,2,12.0,MI,Newlands,18 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
100.0,Irfan Pathan,4.0,26,2,12.0,RR,Newlands,26 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
101.0,Munaf Patel,4.0,14,2,12.0,KKR,Kingsmead,20 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
102.0,Munaf Patel,4.0,25,2,12.0,CSK,Supersport Park,30 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
103.0,RP Singh,4.0,27,2,12.0,MI,Kingsmead,25 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
104.0,Praveen Kumar,4.0,37,2,12.0,CSK,St George's Park,20 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
105.0,Anureet Singh,4.0,35,2,12.0,RR,Newlands,23 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
106.0,Shane Warne,4.0,18,2,12.0,RCB,Newlands,18 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
107.0,Suresh Raina,4.0,17,2,12.0,PBKS,Kingsmead,20 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
108.0,Irfan Pathan,4.0,20,2,12.0,MI,Kingsmead,29 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
109.0,Murali Kartik,4.0,28,2,12.0,RCB,Supersport Park,12 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
110.0,Vinay Kumar,4.0,30,2,12.0,DEC,New Wanderers Stadium,24 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
111.0,Suresh Raina,4.0,18,2,12.0,DEC,Kingsmead,27 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
112.0,Balachandra Akhil,4.0,18,2,12.0,DEC,Supersport Park,21 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
113.0,Tirumalasetti Suman,4.0,14,2,12.0,MI,Supersport Park,06 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
114.0,Shane Warne,4.0,25,2,12.0,KKR,Newlands,23 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
115.0,Scott Styris,4.0,32,2,12.0,KKR,Newlands,19 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
116.0,Anil Kumble,4.0,16,2,12.0,KKR,Kingsmead,29 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
117.0,Munaf Patel,4.0,39,2,12.0,DC,OUTsurance Oval,17 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
118.0,Ryan Harris,4.0,20,2,12.0,KKR,New Wanderers Stadium,16 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
119.0,RP Singh,4.0,33,2,12.0,DC,Supersport Park,22 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
120.0,Johan Botha,4.0,19,2,12.0,KKR,Kingsmead,20 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
121.0,Jacob Oram,4.0,27,2,12.0,RR,Supersport Park,30 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
122.0,Ravindra Jadeja,4.0,26,2,12.0,DEC,De Beers Diamond Oval,11 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
123.0,Piyush Chawla,4.0,30,2,12.0,RR,Kingsmead,05 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
124.0,Irfan Pathan,4.0,19,2,12.0,RCB,Kingsmead,01 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
125.0,Albie Morkel,4.0,13,2,12.0,RCB,Kingsmead,14 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
126.0,Ishant Sharma,4.0,36,2,12.0,KKR,Newlands,23 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
127.0,JP Duminy,4.0,15,2,12.0,PBKS,Supersport Park,12 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
128.0,Muttiah Muralitharan,4.0,8,2,12.0,PBKS,Kingsmead,20 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
129.0,Yusuf Abdulla,4.0,19,2,12.0,MI,Kingsmead,29 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
130.0,Harmeet Singh Bansal,4.0,23,2,12.0,RCB,New Wanderers Stadium,24 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
131.0,Kamran Khan,4.0,15,2,12.0,PBKS,Newlands,26 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
132.0,Anil Kumble,4.0,23,2,12.0,DEC,Supersport Park,21 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
133.0,Praveen Kumar,4.0,27,2,12.0,PBKS,Kingsmead,01 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
134.0,RP Singh,4.0,19,2,12.0,MI,Supersport Park,06 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
135.0,Jacques Kallis,4.0,18,2,12.0,CSK,Kingsmead,14 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
136.0,Pragyan Ojha,4.0,14,2,12.0,KKR,Newlands,19 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
137.0,Ishant Sharma,4.0,15,2,12.0,RCB,Kingsmead,29 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
138.0,Sanath Jayasuriya,4.0,34,2,12.0,CSK,Newlands,18 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
139.0,Dimitri Mascarenhas,4.0,28,2,12.0,DC,Supersport Park,28 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
140.0,Irfan Pathan,4.0,32,2,12.0,CSK,Kingsmead,20 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
141.0,Albie Morkel,4.0,21,2,12.0,RR,Supersport Park,30 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
142.0,Kevin Pietersen,4.0,31,2,12.0,DEC,Newlands,22 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
143.0,Ishant Sharma,4.0,36,2,12.0,RR,Newlands,23 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
144.0,Piyush Chawla,4.0,27,2,12.0,KKR,St George's Park,03 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
145.0,Sourav Ganguly,4.0,24,2,12.0,PBKS,Kingsmead,21 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
146.0,Jesse Ryder,4.0,14,2,12.0,RR,Newlands,18 April 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
147.0,Ravichandran Ashwin,4.0,13,2,12.0,PBKS,Kingsmead,20 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
148.0,Irfan Pathan,4.0,22,2,12.0,DC,OUTsurance Oval,15 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
149.0,Ishant Sharma,4.0,23,2,12.0,KKR,New Wanderers Stadium,10 May 2009,,2009,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2009.csv
