POS,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date,Unnamed: 0,Year,Metric,Source_File
129.0,Dale Steyn,4.0,20,2,12.0,DC,Arun Jaitley Stadium,10 May 2014,,2014,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2014.csv
130.0,Parvinder Awana,4.0,59,2,12.0,CSK,Wankhede Stadium,30 May 2014,,2014,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2014.csv
131.0,Mitchell Johnson,4.0,26,2,12.0,SRH,Sharjah Cricket Stadium,22 April 2014,,2014,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2014.csv
132.0,Yuzvendra Chahal,4.0,17,2,12.0,MI,Dubai International Stadium,19 April 2014,,2014,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2014.csv
133.0,Mohit Sharma,4.0,27,2,12.0,SRH,Sharjah Cricket Stadium,27 April 2014,,2014,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2014.csv
134.0,Lasith Malinga,4.0,29,2,12.0,RCB,Wankhede Stadium,06 May 2014,,2014,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2014.csv
135.0,Mitchell Starc,4.0,26,2,12.0,DC,M. Chinnaswamy Stadium,13 May 2014,,2014,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2014.csv
136.0,Ravichandran Ashwin,4.0,41,2,12.0,PBKS,Zayed Cricket Stadium,18 April 2014,,2014,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2014.csv
137.0,Kane Richardson,4.0,18,2,12.0,RCB,Zayed Cricket Stadium,26 April 2014,,2014,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2014.csv
138.0,James Faulkner,4.0,26,2,12.0,DC,Arun Jaitley Stadium,03 May 2014,,2014,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2014.csv
139.0,Morne Morkel,4.0,20,2,12.0,PBKS,Barabati Stadium,11 May 2014,,2014,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2014.csv
140.0,Shreyas Gopal,4.0,32,2,12.0,PBKS,IS Bindra Stadium,21 May 2014,,2014,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2014.csv
141.0,Vinay Kumar,4.0,26,2,12.0,RCB,Sharjah Cricket Stadium,24 April 2014,,2014,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2014.csv
142.0,Yuzvendra Chahal,4.0,23,2,12.0,PBKS,M. Chinnaswamy Stadium,09 May 2014,,2014,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2014.csv
143.0,Shreyas Gopal,4.0,25,2,12.0,RR,Narendra Modi Stadium,19 May 2014,,2014,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2014.csv
144.0,Ashish Nehra,4.0,34,2,12.0,MI,Brabourne Stadium,28 May 2014,,2014,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2014.csv
145.0,Mitchell Johnson,4.0,19,2,12.0,RCB,Dubai International Stadium,28 April 2014,,2014,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2014.csv
146.0,Mitchell Johnson,4.0,37,2,12.0,CSK,Barabati Stadium,07 May 2014,,2014,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2014.csv
147.0,Shahbaz Nadeem,4.0,35,2,12.0,RR,Narendra Modi Stadium,15 May 2014,,2014,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2014.csv
148.0,Karanveer Singh,4.0,22,2,12.0,DC,IS Bindra Stadium,25 May 2014,,2014,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2014.csv
149.0,Dale Steyn,4.0,29,2,12.0,RR,Zayed Cricket Stadium,18 April 2014,,2014,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2014.csv
150.0,Sunil Narine,4.0,28,2,12.0,RR,Narendra Modi Stadium,05 May 2014,,2014,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2014.csv
1.0,Moises Henriques,1.0,3,2,3.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,15 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
2.0,JP Duminy,3.0,17,4,4.5,SRH,ACA-VDCA Stadium,18 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
3.0,Sandeep Sharma,4.0,25,4,6.0,KKR,Maharashtra Cricket Association's International Stadium,18 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
4.0,Lasith Malinga,4.0,23,4,6.0,SRH,Wankhede Stadium,25 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
5.0,Chris Morris,4.0,23,4,6.0,KKR,Brabourne Stadium,16 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
6.0,Ravindra Jadeja,4.0,11,4,6.0,RR,Chidambaram,10 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
7.0,Ashish Nehra,4.0,10,4,6.0,RCB,M. Chinnaswamy Stadium,22 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
8.0,Nathan Coulter-Nile,4.0,20,4,6.0,PBKS,Arun Jaitley Stadium,01 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
9.0,Sunil Narine,4.0,19,4,6.0,PBKS,Eden Gardens,09 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
10.0,David Wiese,4.0,33,4,6.0,MI,M. Chinnaswamy Stadium,19 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
11.0,Mitchell Starc,4.0,15,4,6.0,PBKS,M. Chinnaswamy Stadium,06 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
12.0,Imran Tahir,4.0,28,4,6.0,RR,Arun Jaitley Stadium,12 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
13.0,Brad Hogg,4.0,29,4,6.0,CSK,Eden Gardens,30 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
14.0,Piyush Chawla,4.0,32,4,6.0,DC,Eden Gardens,07 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
15.0,Sreenath Aravind,4.0,27,4,6.0,PBKS,M. Chinnaswamy Stadium,06 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
16.0,Dwayne Bravo,3.0,22,3,6.0,KKR,Chidambaram,28 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
17.0,Bipul Sharma,2.0,13,2,6.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,11 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
18.0,Yuzvendra Chahal,2.0,25,2,6.0,PBKS,IS Bindra Stadium,13 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
19.0,Stuart Binny,2.0,27,2,6.0,DC,Brabourne Stadium,03 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
20.0,David Wiese,2.0,20,2,6.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,15 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
21.0,Angelo Mathews,2.0,15,2,6.0,MI,Arun Jaitley Stadium,23 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
22.0,Ravichandran Ashwin,2.0,5,2,6.0,KKR,Chidambaram,28 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
23.0,Harshal Patel,2.0,12,2,6.0,PBKS,IS Bindra Stadium,13 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
24.0,JP Duminy,2.0,16,2,6.0,PBKS,Maharashtra Cricket Association's International Stadium,15 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
25.0,Anureet Singh,2.0,21,2,6.0,RCB,IS Bindra Stadium,13 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
26.0,Axar Patel,2.0,11,2,6.0,RCB,IS Bindra Stadium,13 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
27.0,James Faulkner,4.0,26,3,8.0,PBKS,Maharashtra Cricket Association's International Stadium,10 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
28.0,Ashish Nehra,4.0,28,3,8.0,RCB,JSCA Stadium,22 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
29.0,Imran Tahir,4.0,22,3,8.0,MI,Arun Jaitley Stadium,23 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
30.0,Dwayne Bravo,4.0,25,3,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,02 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
31.0,Lasith Malinga,4.0,23,3,8.0,CSK,Wankhede Stadium,19 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
32.0,Bhuvneshwar Kumar,4.0,44,3,8.0,RR,Brabourne Stadium,07 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
33.0,Imran Tahir,4.0,43,3,8.0,PBKS,Maharashtra Cricket Association's International Stadium,15 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
34.0,Mitchell Starc,4.0,22,3,8.0,RR,Narendra Modi Stadium,24 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
35.0,Mitchell McClenaghan,4.0,16,3,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
36.0,Harbhajan Singh,4.0,27,3,8.0,RCB,M. Chinnaswamy Stadium,19 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
37.0,Mitchell McClenaghan,4.0,20,3,8.0,SRH,Wankhede Stadium,25 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
38.0,Ashish Nehra,4.0,19,3,8.0,RCB,Chidambaram,04 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
39.0,Trent Boult,4.0,36,3,8.0,RCB,M. Chinnaswamy Stadium,13 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
40.0,Nathan Coulter-Nile,4.0,30,3,8.0,CSK,Chidambaram,09 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
41.0,Mitchell Starc,4.0,20,3,8.0,DC,Arun Jaitley Stadium,26 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
42.0,Bhuvneshwar Kumar,4.0,26,3,8.0,MI,Wankhede Stadium,25 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
43.0,Mohit Sharma,4.0,25,3,8.0,RR,Chidambaram,10 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
44.0,Yuzvendra Chahal,4.0,40,3,8.0,CSK,M. Chinnaswamy Stadium,22 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
45.0,Ashish Nehra,4.0,23,3,8.0,MI,Wankhede Stadium,17 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
46.0,Dwayne Bravo,4.0,40,3,8.0,MI,Wankhede Stadium,19 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
47.0,Ashish Nehra,4.0,25,3,8.0,DC,Chidambaram,09 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
48.0,Anureet Singh,4.0,23,3,8.0,RR,Maharashtra Cricket Association's International Stadium,10 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
49.0,Mitchell McClenaghan,4.0,25,3,8.0,CSK,Eden Gardens,24 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
50.0,Chris Morris,4.0,19,3,8.0,CSK,Chidambaram,10 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
51.0,Umesh Yadav,4.0,33,3,8.0,PBKS,Maharashtra Cricket Association's International Stadium,18 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
52.0,Trent Boult,4.0,19,3,8.0,PBKS,IS Bindra Stadium,27 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
53.0,Mitchell Starc,4.0,24,3,8.0,CSK,Chidambaram,04 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
54.0,Moises Henriques,4.0,16,3,8.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,11 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
55.0,Mitchell McClenaghan,4.0,31,3,8.0,RR,Wankhede Stadium,01 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
56.0,Andre Russell,4.0,32,3,8.0,RR,Brabourne Stadium,16 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
57.0,Ravindra Jadeja,4.0,22,3,8.0,PBKS,Chidambaram,25 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
58.0,Dhawal Kulkarni,3.0,9,2,9.0,SRH,ACA-VDCA Stadium,16 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
59.0,Harshal Patel,3.0,15,2,9.0,RR,Maharashtra Cricket Association's International Stadium,20 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
60.0,Vinay Kumar,3.0,26,2,9.0,CSK,Wankhede Stadium,19 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
61.0,Shane Watson,3.0,36,2,9.0,SRH,Brabourne Stadium,07 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
62.0,Gurkeerat Mann Singh,3.0,17,2,9.0,KKR,Eden Gardens,09 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
63.0,Jagadeesha Suchith,3.0,14,2,9.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
64.0,Pawan Negi,3.0,28,2,9.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,12 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
65.0,Domnic Joseph,3.0,18,2,9.0,KKR,Arun Jaitley Stadium,20 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
66.0,Dhawal Kulkarni,3.0,26,2,9.0,MI,Wankhede Stadium,01 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
67.0,Albie Morkel,3.0,21,2,9.0,CSK,Shaheed Veer Narayan Singh International Cricket Stadium,12 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
68.0,Ravi Bopara,3.0,31,2,9.0,RCB,M. Chinnaswamy Stadium,13 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
69.0,Yuzvendra Chahal,3.0,26,2,9.0,DC,M. Chinnaswamy Stadium,17 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
70.0,Karn Sharma,3.0,12,2,9.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,09 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
71.0,Yuzvendra Chahal,3.1,25,2,9.5,RR,Narendra Modi Stadium,24 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
72.0,David Wiese,3.2,18,2,10.0,DC,Arun Jaitley Stadium,26 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
73.0,Dwayne Bravo,3.4,17,2,11.0,RCB,Chidambaram,04 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
74.0,Anureet Singh,3.5,56,2,11.5,KKR,Eden Gardens,09 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
75.0,Bhuvneshwar Kumar,3.5,30,2,11.5,RCB,M. Chinnaswamy Stadium,13 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
76.0,Bhuvneshwar Kumar,4.0,23,2,12.0,PBKS,IS Bindra Stadium,27 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
77.0,Lasith Malinga,4.0,33,2,12.0,DC,Wankhede Stadium,05 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
78.0,Shakib Al Hasan,4.0,22,2,12.0,MI,Wankhede Stadium,14 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
79.0,David Wiese,4.0,29,2,12.0,CSK,Chidambaram,04 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
80.0,Harbhajan Singh,4.0,20,2,12.0,PBKS,Wankhede Stadium,12 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
81.0,Nathan Coulter-Nile,4.0,25,2,12.0,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,09 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
82.0,Mohit Sharma,4.0,36,2,12.0,SRH,Chidambaram,11 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
83.0,Morne Morkel,4.0,30,2,12.0,DC,Arun Jaitley Stadium,20 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
84.0,Morne Morkel,4.0,18,2,12.0,MI,Eden Gardens,08 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
85.0,Varun Aaron,4.0,24,2,12.0,DC,Arun Jaitley Stadium,26 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
86.0,Bhuvneshwar Kumar,4.0,42,2,12.0,KKR,Eden Gardens,04 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
87.0,Anureet Singh,4.0,41,2,12.0,MI,Wankhede Stadium,12 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
88.0,Tim Southee,4.0,36,2,12.0,PBKS,Maharashtra Cricket Association's International Stadium,10 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
89.0,Mitchell Johnson,4.0,39,2,12.0,SRH,IS Bindra Stadium,27 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
90.0,Harbhajan Singh,4.0,11,2,12.0,DC,Wankhede Stadium,05 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
91.0,Ravi Bopara,4.0,18,2,12.0,RR,ACA-VDCA Stadium,16 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
92.0,Ishwar Pandey,4.0,27,2,12.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,12 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
93.0,Dwayne Bravo,4.0,36,2,12.0,MI,Eden Gardens,24 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
94.0,Moises Henriques,4.0,20,2,12.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,02 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
95.0,Yuzvendra Chahal,4.0,51,2,12.0,MI,Wankhede Stadium,10 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
96.0,Yusuf Pathan,4.0,40,2,12.0,RCB,Eden Gardens,11 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
97.0,Umesh Yadav,4.0,18,2,12.0,DC,Arun Jaitley Stadium,20 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
98.0,Shane Watson,4.0,38,2,12.0,KKR,Brabourne Stadium,16 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
99.0,Morne Morkel,4.0,27,2,12.0,PBKS,Maharashtra Cricket Association's International Stadium,18 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
100.0,Brad Hogg,4.0,17,2,12.0,SRH,Eden Gardens,04 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
101.0,Dhawal Kulkarni,4.0,43,2,12.0,DC,Brabourne Stadium,03 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
102.0,David Wiese,4.0,32,2,12.0,RR,Maharashtra Cricket Association's International Stadium,20 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
103.0,Mitchell Johnson,4.0,23,2,12.0,MI,Wankhede Stadium,12 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
104.0,Zaheer Khan,4.0,17,2,12.0,PBKS,Arun Jaitley Stadium,01 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
105.0,Mitchell Johnson,4.0,34,2,12.0,RR,Maharashtra Cricket Association's International Stadium,10 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
106.0,Yuzvendra Chahal,4.0,28,2,12.0,MI,M. Chinnaswamy Stadium,19 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
107.0,Axar Patel,4.0,25,2,12.0,SRH,IS Bindra Stadium,27 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
108.0,Sandeep Sharma,4.0,41,2,12.0,RCB,M. Chinnaswamy Stadium,06 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
109.0,Ashish Nehra,4.0,16,2,12.0,PBKS,Chidambaram,25 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
110.0,Lasith Malinga,4.0,25,2,12.0,CSK,Eden Gardens,24 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
111.0,Amit Mishra,4.0,32,2,12.0,MI,Arun Jaitley Stadium,23 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
112.0,Bhuvneshwar Kumar,4.0,32,2,12.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,02 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
113.0,Harshal Patel,4.0,36,2,12.0,MI,Wankhede Stadium,10 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
114.0,Chris Morris,4.0,35,2,12.0,DC,Arun Jaitley Stadium,12 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
115.0,Tim Southee,4.0,32,2,12.0,RCB,M. Chinnaswamy Stadium,29 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
116.0,Imran Tahir,4.0,46,2,12.0,KKR,Eden Gardens,07 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
117.0,Dhawal Kulkarni,4.0,36,2,12.0,KKR,Brabourne Stadium,16 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
118.0,Andre Russell,4.0,39,2,12.0,PBKS,Maharashtra Cricket Association's International Stadium,18 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
119.0,Umesh Yadav,4.0,34,2,12.0,SRH,Eden Gardens,04 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
120.0,Anureet Singh,4.0,33,2,12.0,DC,Maharashtra Cricket Association's International Stadium,15 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
121.0,Dale Steyn,4.0,38,2,12.0,MI,Wankhede Stadium,25 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
122.0,Harshal Patel,4.0,19,2,12.0,CSK,Chidambaram,04 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
123.0,Beuran Hendricks,4.0,40,2,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,11 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
124.0,Sreenath Aravind,4.0,20,2,12.0,RR,Maharashtra Cricket Association's International Stadium,20 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
125.0,Axar Patel,4.0,30,2,12.0,MI,Wankhede Stadium,12 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
126.0,Iqbal Abdulla,4.0,36,2,12.0,CSK,M. Chinnaswamy Stadium,22 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
127.0,Lasith Malinga,4.0,17,2,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
128.0,Piyush Chawla,4.0,26,2,12.0,CSK,Chidambaram,28 April 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
129.0,Pawan Negi,4.0,25,2,12.0,PBKS,IS Bindra Stadium,16 May 2015,,2015,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2015.csv
